weibo_id,weibo_content,标注人S,标注人W,label_sw
4440837574735583,忆秦娥·冰川  忆冰川，南北两极可曾安。 可曾安，年退千米，情何以堪。 全球变暖海面升，洋流停滞生命难。 生命难，保护地球，使命召唤。  网友美图 ,1,1,1
4398246979861611,#全国空调开机预警地图#【高温宅家吹空调 火灾隐患要提防】炎炎夏日，靠空调续命，也要当心它夺命！怎样使用空调才能确保安全？戳图了解！ ,3,3,3
4331377039959749,#彩色的意大利#   鲜艳的色彩给人带来欣喜， 色彩具有强大的影响力；  威尼斯的房龄年轻的有500年， 年老的有1000多年；  在全球变暖情况下， 这个古老的小城终究会消失。  爱旅游的人都有一颗自由的心， 最起码我这样。 ,1,1,1
4524083247608916,这个夏天玩水玩到嗨，老母亲已经体力不支了，高温天开始了就在家吹空调吧小狗子#阿芒的幸福生活##拉布拉多[超话]# ,3,3,3
4014595561633079,【1079爱健康】擤鼻涕、打喷嚏……最近你身边感冒的人是不是忽然多了起来？秋天气候变化异常，早中晚及室内外温差较大，是感冒等上呼吸道感染病的高发季节。如果不慎中招，除了吃药我们该怎么缓解呢？中国中医科学院西苑医院针灸科医学博士后蒋可教你一招。@生命时报,3,3,3
4118214965217598,"【日本陷入“海苔荒”：需求被认为超过85亿张 依赖从中韩进口补缺口】据《日本经济新闻》报道，日本的海苔价格正在持续上涨。由于气候变暖导致的生长缓慢以及供应短缺，2016年收获季节海苔的原料价格平均同比上涨14%。日本国内的海苔需求被认为超过85亿张，不足的部分依赖从韩国和中国进口。 <a href=""/single?id=4118214965217598""...全文",1,1,1
4398317692024194,#金尊灭火行动#开空调，吃雪糕[小辛巴]//@世纪佳缘: 听说科科家在抽送空调，佳佳来加码！关注@世纪佳缘 和@科龙空调 带话题#金尊灭火行动# 转评，分享对抗高温，你的灭“火”绝招，7月26日，加抽1人送【价值499智能养生壶】一个@微博抽奖平台，我的灭“火”绝招：今夏有金尊，灭“火”so easy！,3,3,3
3982302150805155,【最高人民法院发布《为推进生态文明建设与绿色发展提供司法服务和保障的意见》】将环境资源案件分为涉环境污染防治和生态保护案件、涉自然资源开发利用案件、涉气候变化应对案件、生态环境损害赔偿诉讼案件等四大类，并明确了各类案件的审判重点、审理原则和司法政策。网页链接,3,3,3
4368183525691040,【TED：100种解决全球变暖的方法，阻止世界走向毁灭】如今，我知道我们都担忧气候变化，但气候变化本身不是问题。气候变化是问题的表象。这是地球生态告诉我们正在发生什么的信号。真正的问题是全球变暖，是来自温室气体浓度的增加，这都来自人类的行为。,1,1,1
4305873469408009,美国未来水资源科学优先研究方向  牛艺博  中科院资源环境科学信息中心    近日，美国国家科学院发布《美国未来水资源科学优先研究方向》的研究报告，确定了美国在未来25年内水资源科学面临的挑战，以及全球水资源存在的问题和应对的创新技术，并提出了政策建议。 未来几十年，人口增长、气候变化、极 ,1,3,
4154424971055253,【中印等新兴市场可能最适合清洁能源投资者】摩根士丹利发布的一份报告指出，包括中国和印度在内的新兴市场可能是希望应对气候变化和提振收益的清洁能源投资者的最佳选择。从中国到古巴到尼日利亚的新兴经济体为投资者提供了巨大机会，因为这些地区正成为清洁能源创新的中心。 ,1,3,
4354731561957999,//@Claire-丹:哈哈，麦康纳干得好。前两天不是还有全球的红小将们要求治理全球变暖吗？说干就干，哎，等一下，你们的环保急先锋又不想投票了呢[笑cry][笑cry][笑cry][笑cry][笑cry]//@半亩湖水:必须投票，看看都是谁在支持这个Far left socialist 脑残傻x。,1,2,
4447194431971620,"【#9岁中国女孩联合国演讲#：保护熊猫，保护地球[熊猫]】7日，在第25届联合国气候变化大会上，来自成都的9岁中国女孩黎子琳用英文发表演讲，她以熊猫保护为切入点，介绍了中国青少年在气候变化中所做的努力和贡献，并呼吁全球青少年与熊猫站在一起，践行环保，对抗气候变化。via.人民日报   http://f.video.weibocdn.com/000rXRPQlx07zbTxXII001041200el1p0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&Expires=1575830399&ssig=WHxVQVtfxF&KID=unistore,video",1,1,1
4407064803347594,#游余# 未来的城市会是什么样子？日本打算建造一座420层（1700米）高的“天空英里塔”，预计2045年竣工。这是日本为了适应气候变化而启动的超级城市计划的一部分，如果建成，将会刷新现有世界最高建筑828米高的迪拜哈利法塔的记录。#冷知识# #日本# ,1,1,1
4065946500733748,一直认为不能用global warming而应是climate change。人为温室气体的增加扰动的是全球洋流气流，从而造成气候异常。单纯某地是否变暖来断言完全就是亵渎科学。更何况还有植物分布，海洋酸化等的影响。还是那句话，对地球来说几十亿年各种极端气候都见证过。现在救的不过是人类自己的适宜生存环境而已。,2,2,2
4409436929662051,。//@喜闻乐见小四四 ://@阿君给爹攒退休钱 ://@青枚煮菁瓜 :西方人历史短没经历过变暖//@桃醉 :有意思~以及，看这个历史对比，现在整天嚷嚷气候变暖的都什么鬼~温度都没西周高呢~//@组织二号头目 :回复@才比鲁迅阎百川 :差不多。//@才比鲁迅阎百川 :我们现在在初唐即将迈入盛唐[二哈][二哈],2,2,2
4321955408600403,看过一条消息，有证据表明30年内华北地区气候将继续恶化//@鄭峻:这两年的说法是把“全球变暖”改成了“全球气候异常”。,1,1,1
4406316745058888,在西安将近40°的高温里，躺在床上吹着空调看完了直播，心情和现场的毛毛们一样激动，，，啊啊啊啊啊，，，@杨洋 [爱你][爱你][爱你][爱你],3,3,3
4079985398332092,【他每天开车几小时 为野生动物提供水源】在肯尼亚察沃国家公园有一名绰号“水人”的男子——Patrick Kilonzo Mwalua，对于那里的野生动物来说，他可是救命恩人。每天他会开车数小时，满载约1.14万升淡水来到动物们的栖息地“浇水”。近几年，由于全球变暖降水量减少，这里的野生动物缺少必要的水源。    ...展开全文c,1,1,1
4517915058177447,#一起添蓝#[心]关注空气质量变化，一起做好健康防护，爱护自己和家人，这是我们每个人都会面临的健康挑战关注空气污染和气候变化，爱护地球，为畅快呼吸，一起添蓝！日行一善，我们不但会收获一份感激，也将收获一份好心情；日行一善 ，我们的心灵会得到净化，道德素养会得到提升；日行一善 校园将更加 ,1,3,
4374841290990773,//@一锅夜光咖喱:知道九代目为什么不让您继承家族了吗?[允悲]//@BITE是咬哥哥 :右边，真的，哄着求着他吃饭吃药，x爹气鼓鼓，任性程度只有10岁!//@狗熊与全球变暖与猪 :完结篇里，27走过的每个病房大家都是愉快地挨在一起，只有Varia的地位分明，大家都在照顾X爷[允悲]//@风影护卫队队长 :看看这团宠的,3,3,3
3982247386818285,【科学家为抑制全球变暖可能将蓝天变成白色】据英国《每日邮报》6月6日报道，美国科学家警告称，如果温室效应持续恶化，科学家将可能将不得不实施极端方案抑制全球变暖，而这但这些方案会有非常明显的副作用，比如将蔚蓝的天空变成白色。,1,1,1
4286839160214355,昨天还是三十多度的高温，今天一下就只有二十度不到，骑车去外面够冷的。都说春捂秋冻，在保证健康的情况下确实可以冻冻，耐寒和耐热都是可以练出来的。初中那会儿冬泳，虽说恒温泳池，但一出一进消毒池还是冻的够呛，大学岭南六人宿舍还没空调，也能在正午睡午觉，然后一身汗。 ,3,3,3
4367952775785952,#朴志训最佳代言人# [心]#朴志训气候变化宣传大使# //@欣怡_xi:#朴志训璀璨星途# [心] #朴志训may力五月##朴志训清纯power# [心] #朴志训心动直播# 滴——//@osaKHCbql:看看！一起净化一下话题榜吧！,3,3,3
4518663598728551,"【#意大利给冰川盖防水布防晒# 延缓积雪融化】6月19日，意大利特伦蒂诺的工人们用巨大织物覆盖Presena冰川，以保护冰川不受阳光直射，延缓滑雪坡道积雪融化。据报道，该地冰川受全球变暖影响，1993年来面积已减少逾三分之一，环保主义团队从2008年起开始用白色防水布来阻挡阳光，覆盖面积至今已达10万  http://miaopai.video.weibocdn.com/0mJO49Uslx07EguNckk8010412009jDa0E013.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592870329&ssig=1MuC%2Fyc1VI&KID=unistore,video",1,1,1
4528715650305173,【夏季用车】1.出行前做好车辆安全检查；2.不宜戴颜色太深的墨镜；3.切忌穿拖鞋驾车；4.夏季注意水温表变化；5.拒绝疲劳驾驶；6.不宜长时间开空调；7.常备灭火器防汽车自燃；8.雨天遇水花不要急刹车；9.雨雾天要打开双闪灯；10.高温不要给车“洗澡”。 ,3,3,3
4269958576310600,#语文课#【读古诗词 找找古人们的避暑妙招】近日，中央气象台连续发布高温预警。#炙烤模式#下，你是不是全天开启“枯藤老树昏鸦，空调WiFi西瓜”的模式？那么问题来了，没有空调风扇的古代，人们如何避暑？答案其实就在古诗词里！一起读诗，找找古人们避暑的妙招吧↓↓↓ ,3,3,3
4293131979034412,【刚刚！2018诺贝尔经济学奖获奖者揭晓】北京时间10月8日17时55分许，瑞典皇家科学院在瑞典斯德哥尔摩宣布，将2018年度诺贝尔经济学奖授予William D. Nordhaus和Paul M. Romer，以表彰其在气候变化与技术创新的贡献。（人民日报客户端） ,1,3,
4483805757208799,#正版打捞基地[超话]# 版版们互评一下呀！ 热爱祖国#郑爽苏嘉蔓#🌻遵纪守法#Youth4Climate气候变化青年行动公益大使郑爽#🌻艰苦奋斗#郑爽只问今生恋沧溟#🌻辛勤劳动#郑爽翡翠恋人#🌻团结互助#郑爽绝密者#🌻诚信友善#更好人生公益形象大使郑爽#[心]#郑爽聂小倩# @郑爽SZ ,3,3,3
4264161212892605,说起反智这个我想起一事情。几年前我还是保守派的时候，通过查看对比各种资料和各方说法，得出结论保守派对全球变暖问题的否认是极端错误的。然后我就这么说了，结果某位右圈著名智识分子跑来给个链接跟我说你得看看这本书，我一看是本经典的反全球变暖的书。我就请他找出书中具体一处他认为格外有说服 ,1,1,1
4152580735123833,现在全球变暖，北极熊生存环境越来越困难，请大家环保，少用空调，减少汽车尾气，只有环保才能保护他们//@我们都是宠物迷:😃,1,1,1
4095752982513150,【最新报告显示：气候变化会影响心理健康[疑问]】说到气候变化，人们可能首先想到它会影响环境，进而想到影响身体健康。美国心理学会和非营利机构“环保美国”发布的报告显示，气候变化还会显著影响心理健康。,1,1,1
3985108564256514,能这样假设吗？猜想:太阳，地球，磁场，弱，远距。地球，大气层，岩石圈，直径变小。温室效应(介质，温度，熔浆)，极圈温度剧变。有太阳[太阳]动态变化的影像吗？卫星或是空间站可以顺便记录。 网页链接,1,1,1
4446857298291506,这个月的电费竟然比去年这个月的电费要便宜有50块钱，去年冷的早，10月就穿上毛线衣了。今年到了11月，自己才把毛衣穿上。气候温度也会决定你的用电量会有起伏的。 ,3,3,3
4003284697701677,【“十二五”减排初考北京得优】#聚焦北京#过去5年中北京单位地区生产总值二氧化碳减排目标考核结果如何？国家考核组经过多重考核，初步确定本市考核结果为“优秀”。我市将按国家应对气候变化工作的总体战略部署安排，贯彻落实首都城市战略定位，强化顶层设计和制度建设，全面实施“双控双降”机制。,1,3,
4531835382268136,为什么我脑子里闪过的是段rap[费解]//@甜家一颗大白菜:哈哈哈哈哈哈//@胭脂牌锦鲤:哈哈哈种太阳！//@Tiger公子://@神猫罗尼休:啊哈哈哈哈//@张不狃_博硕于俎 ://@玄学游戏 :后羿：你憋跑！//@漫威大法好 :全球变暖的罪魁祸首找到了！//@天秀bot :,1,1,1
4298028322064391,明明全球气温节节攀升，我的心却在冰窖翻腾，看到窗外暴晒的行人，然而我整个身体好冷。外面世界都穿着衬衫，而我裹紧了皮肤每一寸，像个怪胎与周围格格不入，直到冻僵在热带城市里。就差一点温暖，却想把别人融化，哪怕恋无可恋、心灰意冷的死去，最严寒不是极点，而是漠然。--《第两千四百二十四封》 ,1,3,
4409835758124255,#《美国科学院学报》（PNAS）研究进展# 全球变化与植物群落组成  来自群落对资源实验反应的105个实验的一个全球综合的结果提示，草地植物群落的构成变化表现出了对单个全球变化驱动因素——诸如营养物污染、干旱和气候变暖——作出反应的延迟，这组作者说，群落响应的可能性随着施加的人类活动导致的驱 ,1,1,1
3989659715478829,爱心接力：7.8.9月是用电高峰期，如果在这期间停电了，请给抢修的电力工人一点耐心，熬着近38度左右的高温，没有空调，顶着烈日，一干就是好几十个小时，没有补休，为了大家的光明，为了大家能用上冰箱，风扇，空调，他们拼着自己。 所以，遇到停电，请不要上火；没有必要像对待敌人...,3,3,3
4463697655189255,今年冬天气温真的不正常 零度都没到过 都廿八廿九大寒过了还有十多度、十度左右的气温 雪也还没下过//@京都水蜜桃:今年注定是不平凡的一年，或许跟全球变暖有间接关系，有动物耐不了本能所承受的温度，又或许食用污染水源等等，……死亡-  腐烂-- 产生病毒---  被其它动物食用--,1,3,
4398259533019355,#金尊灭火行动#好运[米奇比心]//@亿码数码:听说科科家在抽送空调，亿码数码加码 成为 @亿码数码 @科龙空调 的小伙伴，带#金尊灭火行动#话题转评，分享对抗高温，你的灭“火”绝招，7月26日抽1人送【智能插排】@微博抽奖平台，我的灭“火”绝招：今夏有金尊，灭“火”so easy！,3,3,3
4255534992944399,认认真真的读完了。 没有电，没有空调，没有Wifi. 顶着30多度的高温。 真的是心静自然凉。 所有失去的都会以另一种方式归来。 ,3,3,3
4386713495678321,#司法所日常# 在“全国节能宣传周”期间，祥福司法所开展了以“绿色发展，节约先行”的主题学习活动，组织全所同志认真学习了低碳发展、生态文明、绿色生活、应对气候变化和资源循环利用等方面的知识，号召大家从自身做起，并发动身边的人们一起行动起来，从小事做起，节约能源资源，参与生态环境保护 ,3,1,
4537177588113076,珊瑚对海洋环境至关重要，但现代人类的活动却威胁着它们的生存。近日，布莱顿博物馆的一篇博客，讲述了珊瑚以及珊瑚礁的相关知识，诸如珊瑚礁的形成以及分布，以及全球变暖的当下，世界以及英国环保组织的有关保护措施。 #英东南旅游##布莱顿博物馆##珊瑚##环境##海洋# ,1,1,1
4298338172259350,【国际能源署警告称可再生能源增速太慢】  近日，国际能源署(IEA)表示，全球需要加大对可再生能源的采用率，特别是电力行业以外的行业，否则将无法应对气候变化带来的风险。  国际能源署在最新的一份报告中预测，到2023年，可再生能源发电量将占世界总发电量的30%，但电力只是其中的一部分，可再生能源 ,1,1,1
4117493309946560,"【气象科普（161）：空调如何改变了世界？】　　试想一下，如果我们可以控制天气：按下按钮，就能使空气更温暖或凉爽，更加湿润或干燥，世间将不再有干旱、洪水，也没有热浪或路面结冰，沙漠将变成绿洲，农作物年年丰收。事实上，气候变化问题已经激发了一些疯狂的设想，比如在大气层上空喷洒硫酸盐 <a href=""/single?id=4117493309946560""...全文",3,1,
4144265212573976,批发批发[允悲][允悲]@钟汉良  //@無小潔:小太阳当然耐热耐高温咯[摊手][摊手]//@芮小芮2012:钟汉良牌空调哪里有卖？要热死了[允悲][允悲]@钟汉良,3,3,3
4398437140818466,//@联合国:#联合国在华四十周年# 感谢@李晨 助力@联合国环境规划署 在华故事: 保护环境，支持履行《蒙特利尔议定书》 //@李晨: 臭氧层是一个脆弱的气体保护层，时刻保护着地球上的生命[抱抱]逐步控制减少消耗臭氧层的物质，可为应对全球气候变化作出重大贡献[作揖]Cool到底，向前行[加油],1,1,1
4517586023282786,1.小姨子怀孕了，男方家一直拖着不结婚，直到快生了才举行了婚礼！  婚路上，小姨子挺着个大肚子。  我私下问小姨子的老公：“小姨子看样子快生了吧，怎么拖到这时候结婚，多不方便啊？”  她老公笑了：“你不懂，她什么性格你不知道吗，这时候结婚，过几天她就生了，度蜜月就让她坐月子，我不用陪她到 ,3,3,3
4412540924558985,在农村为了环保猪不让养鸡也不让养了，只听说气候变暖与牛放屁有关，怎么猪鸡也被牵连了？这是配合贸易战让物价变热吗？砖也不让烧了，农民想要盖个房子还得花钱买建材。种地不挣钱又不能搞副业，农民只能依靠出卖廉价劳动力活着。他们的不幸是历史问题更是文化问题，从某种角度说他们就是被圈养的猪 ,3,3,3
4361346047108046,//@yukiyuki_兆兆家的机智喵:18世纪全球变冷→FrostPunk，18世纪全球变暖→Feral Blue,2,3,
4374682142545370,【空调使用不当 易引火灾】#北京今年首个高温预警#天气炎热离不开空调啊，但是空调老化不检修且长时间超负荷运行，会导致空调外机过热发生自燃！将空调连续开着不关，会造成外机短路自燃！在空调外机旁堆放杂物，也会导致外机高温自燃引发火灾！消防提示：禁止长时间使用老化空调、禁止空调外机旁堆放 ,3,3,3
4528740484514326,#IYSECCXII[超话]# @青年应对气候变化行动网络CYCAN   北京时间 10:00 峰会主题延续昨日上午  在云端—“职”面绿色未来 我意识到传播的影响力是非常重要的，共同支持社群发展以及志愿者行动；自然之友推动的多个重大环境议题通过人民日报、新华社、央视、央广等各大优质主流媒体平台传播，方可引发社 ,3,1,
4120119988281181,老师站在道德的高度谴责大学生对于空调的渴望🤷🏻‍♂️🤷🏻‍♂️🤷🏻‍♂️  #大学生##拒绝道德绑架##高温黄色预警##天津身边事##天气预报#  ,3,3,3
4454782372502735,"【#极端天气造成今年损失1074亿英镑#，美国中国印度最为惨重】据《每日邮报》报道，随着温度不断升高，气候变化导致的极端天气在2019年造成数百万人死亡、受伤和流离失所。15起最具破坏性的事件造成损失均超过7.6亿英镑，其中7起高达76.9亿英镑，且这些数字可能被低估。（@老板联播）  http://f.video.weibocdn.com/001EdNtLlx07zIurIp2M01041200MDXz0E010.mp4?label=mp4_720p&template=720x1280.25.0&trans_finger=11ccc9c970f47cffd9369c72510b3033&Expires=1577689725&ssig=ROSYZ79S6y&KID=unistore,video",1,1,1
4406621487202653,@ghfxbjj: 还是最喜欢衬衣了  不管是夏天还是冬天几乎一年四季都可以穿  夏天可以在微冷的天气当一件外套 春秋季节也不用担心气候变化的尴尬 冬天可以做过度的内搭 总之一年四季都能穿的衬衣永远是我的最爱！,3,3,3
4412727164385338,"#格陵兰岛冰川加速融化# 高清纪录片带你看气候变暖导致格陵兰岛巨大冰川崩塌消融。  #全球变暖恐不再受人类控制#  http://f.us.sinaimg.cn/004BmnJAlx07uHGAkHIY01041200vX6i0E010.mp4?label=mp4_ld&template=636x360.28.0&Expires=1567572227&ssig=XryzwHvVOv&KID=unistore,video",1,1,1
4300145136539556,实验有机菜地慢慢地开发出来了!本地的鬼针草更加强大的的生存能力!育苗和留种对于有机种植的重要性在于：给菜改良适应本地的气候变化和土壤的生存环境!在实验育苗过程中。。感觉：土壤必须细和肥沃。  ,3,3,3
4013096139996937,"#六七月高温天卖出全年1/3的空调量 明年规模看房市#在8月26日举行的“2016-2017空调行业高峰论坛”上,参会的空调企业纷纷表示,持续高温天气让企业渠道备货更加大胆,终端销售也很顺畅。网页链接",3,3,3
4412616682457541,#全球变暖恐不再受人类控制#想要制造出一个浪漫的环境？那可要动动脑子了，每一个细节都不能忽略。前两天向大家介绍过一款酒杯烛台，可以在桌子上制造浪漫，今天这里介绍的落叶灯是布置在室外的。 ,1,3,
4536069477110236,"【比尔·盖茨警告：另一场危机迫在眉睫，影响远比新冠病毒大】比尔·盖茨近日再次呼吁大家关注#气候危机#。盖茨称，气候变化将重创整个生态系统，导致世界某些地方不再适合居住。#全球变暖#带来的经济损失和死亡人数，将比新冠疫情高得多。盖茨认为，新冠疫情非常棘手，但有解决之道，大家还可以回归正常  http://gslb.miaopai.com/stream/3neAoHHdGydj-qC0ErHcFKGmhZzuiFy~5jtL-g__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_ld&mpflag=16&ori=0&ps=1EO8O2oFB1ePdo&Expires=1596993154&ssig=s0lv9H4mkF&KID=unistore,video",1,1,1
4149689685256027,饭点到了，先晒个早餐吧。 干燥渐冷的秋来了，建议多给孩子煲山药汤或者双耳胡萝卜汤(木耳银耳)降秋燥，提高身体适应气候变化的调节力。 ,3,3,3
4003686142805764,#八月你好#困蒙圈了…而且巨热…别人家的公司都有高温假…没假就算了能不能在小房间给我们安个空调…每天上班蒸桑拿…[悲催][悲催][悲催],3,3,3
4350542337304963,在玉米市的时候系里几个教授常去本地中小学出差，带着研究生从零开始设计问卷分发给学生教师家长和社会人士，并且组织相关的座谈，关于要不要把气候变化写进教材、写到哪一步、体现哪些数据、相关的课外活动可以组织做些什么//@盯鞋大师:懂事识大体,1,3,
4380157240284899,#热浪滚滚#【动物园开启“花式”避暑 “豪宅”大餐这波操作很享受】近日，北京开启高温模式，我们都在空调房里享受凉爽舒适。那么在动物园里的动物们又是如何度过炎炎夏日呢？北京野生动物园的动物管理员们在30°C以上就启动高温预案，为动物们准备好了防暑降温的设备，如空调、电扇、喷雾、喷淋等，不 ,3,3,3
4379754062567778,#快乐小鲁班#今天是6月5日——世界环境日，气候变暖，雾霾频发，水体污染，生物多样性减少……一系列令人心痛的现象陆续出现，地球正经历一次次洗劫。保护环境刻不容缓，让我们一起行动起来！从生活的点滴细节做起，还我们的家园一片绿意，让地球不再孤独老去。 ,1,1,1
4483051440851201,【Chanel 发文作出“四大环保承诺”】法国品牌Chanel（香奈儿）@Chanel 日前发布名为“Chanel Mission 1.5”的文件，阐明品牌应对气候变化的策略，作出四项承诺：一，将更负责地进行采购和生产，不断反思产品设计、制造、运输和分销方式。到2030年，旗下各部门碳排放量减少50%。到2030年，每售出一瓶香 ,1,3,
4412667613833829,#茉莉和moli00# 九月你好，333  《真·三国无双8》最新宣传视频。感受开放世界割草的强大威力，我还能再炒一盘！视频全篇为实机影像，场景与气候变化相当壮观。 ,3,3,3
4334981746591329,1月1号的那天，我和我的可爱室友们一起度过了元旦，虽然不是最后一个元旦，但确是3年的元旦，今天2月1号了，我仍然在工作，回想起来好像昨天才在一起玩，一个月就这么过去了，一年又才有几个月啊，人生又有多少个一年，是过客亦或是陪伴，都有说不出的感情，愿我羽翼丰满，寻找自由。想起了卢思浩曾经 ,3,3,3
4517171466924134,文/@初一的小天哥哥的弟弟  还有半个月就是一年一度的618购物节了，燕潮青作为一个带货主播，应粉丝需求，决定在618这天上架泽润家的商品。  泽润是国内知名护肤品，以物美价廉效果好受大众的喜爱与好评。燕潮青自己也是先买了产品用了一段时间，才决定跟它家合作的。  作为一个美妆主播，谁都想为自己 ,3,3,3
4580676240160568,#应急科普#【冬季森林防火期 防患于未“燃”】森林火灾是一种突发性强、破坏性大、处置扑救极为困难的自然灾害。近年来，随着全球气候变暖和异常天气增多，森林火险等级持续升高。遇到森林火灾如何紧急避险？预防森林火灾发生该注意哪些环节？戳图了解↓ #森林防灭火进行时#（来源：应急管理部、新疆森 ,1,1,1
4454831202962560,"#宜宾青年之声# 【南极变暖！#海冰破裂数千企鹅幼仔被淹死#】因全球变暖，南极部分区域升温9度，今年6月南极海冰跌至有记录来最低点。专家称：气候变暖将影响企鹅繁殖。2016年，南极一处海冰在极端天气中被摧毁，数千帝企鹅幼仔被淹死。若持续升温，本世纪末帝企鹅或减少80%。    http://f.video.weibocdn.com/003db1ywlx07zGRtF7Kg01041200QvDr0E010.mp4?label=mp4_720p&template=720x1280.24.0&trans_finger=c3f00996be5378650057cf237d7bfffd&Expires=1577649431&ssig=WRJAKkQoWA&KID=unistore,video",1,1,1
4409375667736445,//@货币基因:以前是因为粮食危机发动战争，现在缺吃的吗？//@组织二号头目: 据说是氧同位素比值。//@来去之间:那会儿的气温怎么测的？//@组织二号头目:有可能，竺可桢已经发现气候变暖的时候农业-草原分界线要北移，山西甘肃内蒙就绿了，否则北方就会大旱，游牧部落还会南下劫掠。我们运气好，正好摊上,1,1,1
4409849729291018,#碳中性葡萄酒# #葡萄酒与全球气候变化# #关灯一小时盲品# 我参与了@头条新闻 发起的投票【你最常选择哪一种低碳生活方式？】，我投给了“骑单车代替坐公交”这个选项，你也快来表态吧~,1,3,
4263900336097940,【“烧烤”模式全面开启！致敬高温下的环保坚守者！】入伏以来，温州进入“烧烤”模式，就在大家感慨“全靠空调续命”的时候，鹿城环保执法人员仍然坚守在工作一线，行走在暴晒和高温下进行检测取样、车间检查、投诉件处理等工作。昨天早上，记者跟随双屿环保所开展企业固体废物检查，感受他们高温下的 ,3,3,3
4532340695239097,但是你呼吸产生的二氧化碳，你开电灯，坐飞机等等等等产生的二氧化碳，在加剧着全球气候变暖，让海洋酸性变强，让北极熊丧失家园，让龙虾一年又一年地游到更北的地方呀[失望],1,1,1
4451840680598503,"【多地高温破纪录，部分地区49.9℃！#澳洲人给猫头鹰浇水降温#】12月19日，南澳大利亚州一只猫头鹰疑从树上掉下来，当日最高温度达到45.3℃，夜间10点温度为33.6 ℃。澳大利亚从12月17日起，全国平均气温均在40℃以上。澳洲气候变化研究教授指出，气候变化使气温升高了1-1.5℃。@时差视频   http://f.video.weibocdn.com/003plAzIlx07zvTDwZsA01041200t9Nr0E010.mp4?label=mp4_720p&template=720x1280.24.0&trans_finger=c3f00996be5378650057cf237d7bfffd&Expires=1576889089&ssig=CTGVnJxUpM&KID=unistore,video",1,1,1
4512505575548660,//@Sergiothecat://@果壳:俄罗斯国家资源与环境部的官员表示，当地生态系统至少需要10年的时间才能恢复//@中国鲸类保护联盟: 位于西伯利亚的，全球最大的镍和钯生产商诺里尔斯克镍业公司（Norilsk Nickel）的一个发电厂的燃油箱，在上周五坍塌了...目前认为，坍塌原因是【气候变暖导致的北极冻土层融化,1,1,1
4413220057895043,#2050年香蕉或将完全消失#   这个暑假看了无数个气候变暖会导致的热搜， 我们到底能做什么啊。 很慌张了。 ,1,1,1
4261701635926644,【格陵兰岛一冰山与冰川主体分离】视频拍摄于6月22日，格陵兰岛的一处冰山与冰川分离，据悉，这片冰川的面积比纽约市还要大。研究人员表示，抑制气候变暖刻不容缓http://t.cn/RgwUrEg（使用 #秒拍# 录制） ,1,1,1
4463570387304056,某天有人问我癌症会不会让人类毁灭 我说不会 要毁灭要么是行星撞地球或者气候变化或者地壳运动 再或者一场无法控制的瘟疫//@WeLens:动物现场宰杀的市场，“这就是疾病X工厂”,1,3,
4398636290742312,一直觉得麻麻特别伟大，吃东西时为了能让我吃到最好的那些，总是说自己不爱吃。 我爱她这样的谎言，我也感受到了母爱是如此的炽热。 直到长大之后也依然如故—— 尤其是顶着35℃的高温，为了不让开空调，硬是说今天特别凉快。 今年的母爱，也好炽热啊。 ,3,3,3
4140199136930910,//@动漫君love_love:QAQ//@ACG动漫君:第一反应是全球变暖 后来就知道是屠杀了[悲伤],1,1,1
4394352660556433,没有空调和Wi-Fi的夏天是过不去的//@热门微博搜罗榜:震惊！这个夏天不断有人体验一键“入冬”，这是怎么做到的？当闷热高温遇见@国美 “全城沸腾抢家电”，秒怂！还有空调24小时“闪装”、10项安装免费服务，包你#制伏热浪，尽享睛彩#！想体验的速来,3,3,3
4412445650634412,【全球应采取更有力合作行动应对气候变化，把极端气候事件影响降到最低（答问六）】#例行新闻发布#@德州环境@齐河环境,1,1,1
4261997589738946,感觉夏天没有空调我就会热死[二哈]//@我朋友是个奇葩:#高温会使年轻人认知迟缓#天气太热了，北京人民希望能住在冰箱里，每天早上出来遛个弯儿，日头一大就往冰箱里躲，然而没戏，因为，冰箱里还住着河北人民呢[允悲]是时候展示空心粉真正的才华了！京东#全民消暑季#海尔空调来一个！藕叶[耶] @京东家电,3,3,3
4447210765121556,【九岁中国女孩联合国演讲 呼吁保护熊猫与地球】7日，在第25届联合国气候变化大会上，来自成都的9岁中国女孩黎子琳用英文发表演讲，她以熊猫保护为切入点，介绍了中国青少年在气候变化中所做的努力和贡献，并呼吁全球青少年与熊猫站在一起，践行环保，对抗气候变化。via:@广州日报 ,1,1,1
4130540733400296,#西安零距离# 高温天气，酷暑难耐，可是交警还得在十字路口指挥交通。因为高温每年都有交警在执勤过程中中暑或热晕，为此，就有大学生研制了一款“岗亭空调”，为交警执勤降温防暑。 ,3,3,3
4530936961574292,淦啊哈哈哈哈哈哈，sese不愧是你//@独幕戏剧-:哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈草@这座山_ //@狗熊与全球变暖与猪:??????@幽儿就是这个幽儿 //@LaCheV10 :[跪了][笑cry]//@masa瘦身成功学习西语 :喵喵喵？,3,3,3
