,tweet_id,text,allan,michael,shameek,tevin,Number of labelers,mode,mode occurrences,label-am,label-as,label-at,label-ms,label-mt,label-st,label-ams,label-amt,label-ast,label-mst,label-all,label-scale,label-mtscale
650,1475105754419978242,I am glad to be involved with the SFN (STFC Food Network+) Virtual Festival for UN COP 26. I judged a Hackathon consisting of participants from the various parts of the world. Thanks An interesting blog about the event. ,irrelevant or no opinion on climate change,irrelevant or no opinion on climate change,,slightly agree with climate change,3,irrelevant or no opinion on climate change,2,irrelevant or no opinion on climate change,,,,,,irrelevant or no opinion on climate change,irrelevant or no opinion on climate change,,,irrelevant or no opinion on climate change,,
651,1511378851208724480,We must save the Congo Rainforest if we want to stop the climate emergency! Save Congo Rainforest! Save Congo Rainforest Fauna Flora!   Africa Matters! Indigenous Lives Matter!  ,strongly agree with climate change,strongly agree with climate change,,strongly agree with climate change,3,strongly agree with climate change,3,strongly agree with climate change,,strongly agree with climate change,,strongly agree with climate change,,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,,strongly agree with climate change
652,1466456964355932166,"Catch me in 10 mins on I'll be delving into science policy in the age of Covid and climate change, risk confusion, what the ""shut it all down"" crowd gets wrong, and those awful comments that David Suzuki made the other day. #cdnpoli #bcpoli ",irrelevant or no opinion on climate change,neutral to climate change,,slightly agree with climate change,3,irrelevant or no opinion on climate change,1,,,,,,,,,,,,,
653,1488100384853958656,People Tree founder spearheads 'climate emergency' campaign ,strongly agree with climate change,slightly agree with climate change,,strongly agree with climate change,3,strongly agree with climate change,2,,,strongly agree with climate change,,,,,strongly agree with climate change,strongly agree with climate change,,strongly agree with climate change,,
654,1458566101483212801,RT Scott Morrison lies about Labor electric vehicle policy #auspol ,,neutral to climate change,irrelevant or no opinion on climate change,neutral to climate change,3,neutral to climate change,2,,,,,neutral to climate change,,,neutral to climate change,,neutral to climate change,neutral to climate change,,neutral to climate change
655,1488246401003888642,meanwhile Extinction Rebellion in London blocked all the streets...Left are hypocrites!,irrelevant or no opinion on climate change,slightly disagree with climate change,neutral to climate change,strongly agree with climate change,4,neutral to climate change,1,,,,,,,,,,,,,
656,1479873332698886145,Now Happening in #Taiji #Japan  Several Dolphin drive hunts and capture of Bottlenose Dolphins in #TheCove in process. A few greedy people destroy the Oceans and bring dolphin species to extinction. This has to be banned! #ExtinctionIsForever #CetaceanRights #CaptivityKills ,strongly agree with climate change,irrelevant or no opinion on climate change,,strongly agree with climate change,3,strongly agree with climate change,2,,,strongly agree with climate change,,,,,strongly agree with climate change,strongly agree with climate change,,strongly agree with climate change,,
657,1480588165710819332,"""The last seven years were the world's hottest on record, with the first analysis of global temperature in 2021 showing it was 1.2C above pre-industrial levels."" Retweet to further the conversation on actions to remedy the #ClimateCrisis ",,strongly agree with climate change,,strongly agree with climate change,2,strongly agree with climate change,2,,,,,strongly agree with climate change,,,strongly agree with climate change,,strongly agree with climate change,strongly agree with climate change,,strongly agree with climate change
658,1516134640679264257,"The msm is gearing up the, didn't you know.. he's a bigot racist, homophobe, anti everything, climate change denier, evil, right wing, islamaphobic, transphobic, planet killing bad guy narrative. And he hates kitchen sinks..",,irrelevant or no opinion on climate change,irrelevant or no opinion on climate change,strongly agree with climate change,3,irrelevant or no opinion on climate change,2,,,,irrelevant or no opinion on climate change,,,irrelevant or no opinion on climate change,,,irrelevant or no opinion on climate change,irrelevant or no opinion on climate change,,
659,1455305814923747333,"Climate crisis is like James Bond movie and time is running out, warns Boris ",slightly agree with climate change,slightly agree with climate change,strongly agree with climate change,strongly agree with climate change,4,strongly agree with climate change,2,slightly agree with climate change,,,,,strongly agree with climate change,slightly agree with climate change,slightly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,,
660,1479572264890912768,"A collection of solutions for: - Government dysfunction - Pandemic - Drugs, bullying, neighborhood investment - Police reform - Infrastructure, schools - Racism - Homelessness - Voting/election protections - Guns - Global warming - Abortion - Immune-related diseases - World peace",neutral to climate change,slightly agree with climate change,,strongly agree with climate change,3,neutral to climate change,1,,,,,,,,,,,,,
661,1463919401355427848,Crazy disconnect Polling says climate crisis now top concern 4 public But stats show consumer orders highest ever! Shows media utterly failed 2 educate public Consumerism is highest source of household CO2 4 most ppl. STOP BUYING UNNECESSARY STUFF ,strongly agree with climate change,slightly agree with climate change,irrelevant or no opinion on climate change,strongly agree with climate change,4,strongly agree with climate change,2,,,strongly agree with climate change,,,,,strongly agree with climate change,strongly agree with climate change,,strongly agree with climate change,,
662,1446961399398346753,The choices people make... yet here we are... better facts than any modeled climate crisis migration threat.,neutral to climate change,neutral to climate change,strongly agree with climate change,strongly agree with climate change,4,neutral to climate change,2,neutral to climate change,,,,,strongly agree with climate change,neutral to climate change,neutral to climate change,strongly agree with climate change,strongly agree with climate change,neutral to climate change,,
663,1455314190718091267,RT So now you are admitting that climate change is a crisis?,irrelevant or no opinion on climate change,neutral to climate change,strongly agree with climate change,strongly agree with climate change,4,strongly agree with climate change,2,,,,,,strongly agree with climate change,,,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,,
664,1480544851850452995,The next front in fighting climate change: your home ,strongly agree with climate change,slightly agree with climate change,,strongly agree with climate change,3,strongly agree with climate change,2,,,strongly agree with climate change,,,,,strongly agree with climate change,strongly agree with climate change,,strongly agree with climate change,,
665,1485754748863139841,"Climate misinformation has found a welcome home on Facebook  *Turning *Point USA has a history of spreading misinformation about climate change, COVID-19 and other pressing issues, and during the 2020 election cycle. ",irrelevant or no opinion on climate change,slightly agree with climate change,,strongly agree with climate change,3,irrelevant or no opinion on climate change,1,,,,,,,,,,,,,
666,1500094421190205440,Here I fixed for you. We cut services. We will deny climate change . We will deny women's reproductive rights . We will create hate and division.,strongly disagree with climate change,slightly disagree with climate change,irrelevant or no opinion on climate change,strongly agree with climate change,4,strongly agree with climate change,1,,,,,,,,,,,,,
667,1467200517801709581,"If these hypocrites care so much about life, then why do they ignore the unhoused, the immigrants, climate change, and police brutality. People like him are absolutely repulsive. ",irrelevant or no opinion on climate change,slightly agree with climate change,,strongly agree with climate change,3,slightly agree with climate change,1,,,,,,,,,,,,,
668,1501270472654299143,No one can be prepared for a nuclear attack anywhere. If we have such a catastrophe we will not need to worry about global warming the damage will be done in one fell swoop. I hope Mayor Khan has plenty of doors for people to hide under.,,slightly agree with climate change,slightly agree with climate change,neutral to climate change,3,slightly agree with climate change,2,,,,slightly agree with climate change,,,slightly agree with climate change,,,slightly agree with climate change,slightly agree with climate change,,
669,1483152930907774984,Climate crisis is global and we reduce climate chaos by protecting local. My backyard is your backyard are our backyards. We must protect each others access to food. ,strongly agree with climate change,slightly agree with climate change,irrelevant or no opinion on climate change,strongly agree with climate change,4,strongly agree with climate change,2,,,strongly agree with climate change,,,,,strongly agree with climate change,strongly agree with climate change,,strongly agree with climate change,,
670,1485899947132133381,valiantly fighting the climate crisis as a consultant with a pointless master's degree from johns hopkins by posting online,irrelevant or no opinion on climate change,neutral to climate change,,neutral to climate change,3,neutral to climate change,2,,,,,neutral to climate change,,,neutral to climate change,,neutral to climate change,neutral to climate change,,neutral to climate change
671,1494451018507390977,"They have achieved increases in: poverty, unemployment, cost of living,unaffordable housing, land clearing, species extinction, deaths in custody, deaths in aged care, suicide rates, DV, Aus as a global joke, less integrity, tax fraud, rorts, sexual abuse/ harassment in Parl.",irrelevant or no opinion on climate change,irrelevant or no opinion on climate change,,strongly agree with climate change,3,irrelevant or no opinion on climate change,2,irrelevant or no opinion on climate change,,,,,,irrelevant or no opinion on climate change,irrelevant or no opinion on climate change,,,irrelevant or no opinion on climate change,,
672,1462860320498757637,"Without compliments, what the earth needs is action, not words! #ClimateActionNow #ClimateEmergency #ClimateCrisis #SaveEarth #Africa ",strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,4,strongly agree with climate change,4,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,,strongly agree with climate change
673,1508556772289974272,The president looks intelligent zombie from resident evil extinction ,irrelevant or no opinion on climate change,irrelevant or no opinion on climate change,,slightly agree with climate change,3,irrelevant or no opinion on climate change,2,irrelevant or no opinion on climate change,,,,,,irrelevant or no opinion on climate change,irrelevant or no opinion on climate change,,,irrelevant or no opinion on climate change,,
674,1467960559039496197,don't worry climate change will slowly painfully do it - in the end,strongly agree with climate change,slightly agree with climate change,slightly agree with climate change,strongly agree with climate change,4,strongly agree with climate change,2,,,strongly agree with climate change,slightly agree with climate change,,,slightly agree with climate change,strongly agree with climate change,strongly agree with climate change,slightly agree with climate change,strongly agree with climate change,,
675,1499065356564013056,"I don't agree with that - Tesla is stealing the other manufacturers' lunch and they're racing to catch up. Also, climate change",irrelevant or no opinion on climate change,neutral to climate change,slightly agree with climate change,strongly agree with climate change,4,irrelevant or no opinion on climate change,1,,,,,,,,,,,,,
676,1464224521062432768,RT Imagine getting more angry about extinction rebellion protest than amazon avoiding taxes or how they treat their workers...,strongly disagree with climate change,neutral to climate change,neutral to climate change,neutral to climate change,4,neutral to climate change,3,,,,neutral to climate change,neutral to climate change,neutral to climate change,neutral to climate change,neutral to climate change,neutral to climate change,neutral to climate change,neutral to climate change,,neutral to climate change
677,1498763386468945921,"What? Wasted fuel, pollution, & adding to climate change so some brats can protest mandates that are mostly repealed or scheduled to be soon, & try to create chaos in DC at this very critical time? ",,slightly agree with climate change,slightly agree with climate change,strongly agree with climate change,3,slightly agree with climate change,2,,,,slightly agree with climate change,,,slightly agree with climate change,,,slightly agree with climate change,slightly agree with climate change,,
678,1518724921676947457,A group of designers are prioritising versatility and craft in the pursuit of sustainability in the country that's most at risk from the climate crisis. ,strongly agree with climate change,slightly agree with climate change,strongly agree with climate change,strongly agree with climate change,4,strongly agree with climate change,3,,strongly agree with climate change,strongly agree with climate change,,,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,,
679,1511378627388223491,"The IPCC criminals are committing genocide against future generations of humans, participating in ecosystem destruction, and the extinction/great thinning of countless species. These words are a crime. BECCS or DACCS or whatever NETs are complete BS & they know it or ignorant",,strongly agree with climate change,neutral to climate change,strongly agree with climate change,3,strongly agree with climate change,2,,,,,strongly agree with climate change,,,strongly agree with climate change,,strongly agree with climate change,strongly agree with climate change,,strongly agree with climate change
680,1482500338506960898,"Whenever someone refers to record heat and extreme weather as ""the new normal"" tell them no, this isn't the new normal, things will get much much worse.",strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,4,strongly agree with climate change,4,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,,strongly agree with climate change
681,1513632957763887107,Starting to think about how the climate crisis hits campuses: ,neutral to climate change,slightly agree with climate change,strongly agree with climate change,strongly agree with climate change,4,strongly agree with climate change,2,,,,,,strongly agree with climate change,,,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,,
682,1475891145024557060,That Capitalism works: Russia & China are our enemies and they are not: that we still have a Republic within a Corporate State; That the 4th Estate will survive the murder of Julian Assange; that Climate Change is a business opportunity; that endless war won't end humanity.......,irrelevant or no opinion on climate change,neutral to climate change,slightly agree with climate change,slightly agree with climate change,4,slightly agree with climate change,2,,,,,,slightly agree with climate change,,,slightly agree with climate change,slightly agree with climate change,slightly agree with climate change,,
683,1516424180232765448,There is no climate emergency. We're lucky to have people like on the frontlines calling out the insanity of climate hysterics. Stop scaring the kids. ,strongly disagree with climate change,strongly disagree with climate change,strongly disagree with climate change,strongly disagree with climate change,4,strongly disagree with climate change,4,strongly disagree with climate change,strongly disagree with climate change,strongly disagree with climate change,strongly disagree with climate change,strongly disagree with climate change,strongly disagree with climate change,strongly disagree with climate change,strongly disagree with climate change,strongly disagree with climate change,strongly disagree with climate change,strongly disagree with climate change,,strongly disagree with climate change
684,1498426232542842881,"UN Secret.Gen. Antnio Guterres: ""People see through the smoke screen. The present global energy mix is broken. Continued reliance on fossil fuels makes the global economy & energy security vulnerable to geopolitical schocks & crisis. Delay means Death."" ",,irrelevant or no opinion on climate change,strongly agree with climate change,strongly agree with climate change,3,strongly agree with climate change,2,,,,,,strongly agree with climate change,,,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,,
685,1519457374397947904,"If we called the climate crisis ""Weapons for Ukraine"" it would get more money thrown at it.",irrelevant or no opinion on climate change,slightly agree with climate change,strongly agree with climate change,strongly agree with climate change,4,strongly agree with climate change,2,,,,,,strongly agree with climate change,,,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,,
686,1463920527026757652,"RT You know why I loathe conservatives- They say no to vaccines. They say no to climate change. They say no to a secured future for their own children and grandchildren, never mind yours. That's the epitome of selfishness and narcissism.",,slightly agree with climate change,slightly agree with climate change,strongly agree with climate change,3,slightly agree with climate change,2,,,,slightly agree with climate change,,,slightly agree with climate change,,,slightly agree with climate change,slightly agree with climate change,,
687,1477291272448757763,Umm dealing with the climate crisis would be a great thing.,strongly agree with climate change,slightly agree with climate change,strongly agree with climate change,strongly agree with climate change,4,strongly agree with climate change,3,,strongly agree with climate change,strongly agree with climate change,,,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,,
688,1478874175477587970,"Violence, climate change, poverty are forcing thousands of people from northern Central America and other regions in crisis to flee their homes. Many, including children, have undertaken a dangerous journey to the US southern border to ask for refuge. ",neutral to climate change,slightly agree with climate change,slightly agree with climate change,strongly agree with climate change,4,slightly agree with climate change,2,,,,slightly agree with climate change,,,slightly agree with climate change,,,slightly agree with climate change,slightly agree with climate change,,
689,1512432070844370953,"Understanding how compounding crises and intersecting identities shape vulnerability and resilience to climate change and SRHR is necessary to make sure climate actions do not exacerbate inequalities. Our planet, Our health #WHDKe #ZamaraVoices ",,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,3,strongly agree with climate change,3,,,,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,,strongly agree with climate change
690,1512431935838208002,"Despite climate change having an impact to all genders, girls and women face heightened vulnerability to the effects of climate change, in large part due to gender inequality. #WHDKe #ZamaraVoices ",,slightly agree with climate change,slightly agree with climate change,strongly agree with climate change,3,slightly agree with climate change,2,,,,slightly agree with climate change,,,slightly agree with climate change,,,slightly agree with climate change,slightly agree with climate change,,
691,1452776206013771781,I can't think of a better way to protest climate change!...,neutral to climate change,neutral to climate change,slightly agree with climate change,strongly agree with climate change,4,neutral to climate change,2,neutral to climate change,,,,,,neutral to climate change,neutral to climate change,,,neutral to climate change,,
692,1499398829489070088,"Some grifters have so far been on the side of stripping rights, throwing up walls, racism, bigotry, death and illness, misery, are dipping in with climate change and pollution, and now seem pro aggressive country invading despots. Nice people.",slightly agree with climate change,neutral to climate change,neutral to climate change,slightly agree with climate change,4,neutral to climate change,2,,,slightly agree with climate change,neutral to climate change,,,neutral to climate change,slightly agree with climate change,slightly agree with climate change,neutral to climate change,neutral to climate change,,
693,1496883304464887812,"Barely 100 days since #COP26 & Glasgow climate pact is being shredded. To keep 1.5 alive we must leave fossil fuels in ground  no more licences, subsidies or propping up by finance sector Time to #ReclaimOurFuture with #fossilfueltreaty Me for @MetroUK ",strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,4,strongly agree with climate change,4,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,,strongly agree with climate change
694,1503090037717561344,Atlantic piece slammed for arguing nuclear war would kill millions and 'prove disastrous for climate change' ,,,neutral to climate change,slightly agree with climate change,2,slightly agree with climate change,1,,,,,,,,,,,,,
695,1465033404869746688,"RT Who would have thought the world most technological advance country like the US adapts a moronic idea that ""cow farts will destroy the world""? ""Climate Change"" makes it happened and will destroy the US economy instead. They selected Biden for a reason Let's Go Brandon! #FJB ",slightly disagree with climate change,,slightly agree with climate change,strongly agree with climate change,3,strongly agree with climate change,1,,,,,,,,,,,,,
696,1492487473078972429,Rest easy in this dangerous world. The U.S. Army has a plan to defeat climate change and social inequality. ,strongly agree with climate change,,slightly agree with climate change,slightly agree with climate change,3,slightly agree with climate change,2,,,,,,slightly agree with climate change,,,slightly agree with climate change,slightly agree with climate change,slightly agree with climate change,,
697,1508847605907963904,Dragonball Z - Human Extinction Attack Re-shade because I wasn't happy with the last one ,neutral to climate change,,irrelevant or no opinion on climate change,slightly agree with climate change,3,neutral to climate change,1,,,,,,,,,,,,,
698,1472316495677902848,Agreed. Climate change deniers are worse and much more dangerous though.,strongly agree with climate change,,slightly agree with climate change,strongly agree with climate change,3,strongly agree with climate change,2,,,strongly agree with climate change,,,,,strongly agree with climate change,strongly agree with climate change,,strongly agree with climate change,,
699,1466156985758453766,"RT December is nothing but art & Sam from me so I have a few things to get out of my system Fuck the UCP, fuck jason kenney, fuck antivaxers, fuck billionaires, fuck CGL & TMX, we are in a climate emergency, trans rights are human rights, love is love, covid is airborne & landback.",irrelevant or no opinion on climate change,,strongly agree with climate change,strongly agree with climate change,3,strongly agree with climate change,2,,,,,,strongly agree with climate change,,,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,,
700,1482743338855981062,"8) The ECF's CEO, Laurence Tubiana, is listed as being among the top 100 most influential people in climate policy for 2019. ",neutral to climate change,,neutral to climate change,neutral to climate change,3,neutral to climate change,3,,neutral to climate change,neutral to climate change,,,neutral to climate change,neutral to climate change,neutral to climate change,neutral to climate change,neutral to climate change,neutral to climate change,,
701,1460319589703823371,"RT The problem we need to solve isn't ""How do we slow/eventually stop climate change?"" It's ""How do we support vulnerable people through the drastic societal changes that will slow our environmental damage to reasonable levels?""",neutral to climate change,,slightly agree with climate change,slightly agree with climate change,3,slightly agree with climate change,2,,,,,,slightly agree with climate change,,,slightly agree with climate change,slightly agree with climate change,slightly agree with climate change,,
702,1462098796024930315,If democrats believe Fossil fuels are so bad Why do many of their kids work for Ukrainian gas and oil companies ,neutral to climate change,,neutral to climate change,neutral to climate change,3,neutral to climate change,3,,neutral to climate change,neutral to climate change,,,neutral to climate change,neutral to climate change,neutral to climate change,neutral to climate change,neutral to climate change,neutral to climate change,,
703,1499773017433513990,FOSSIL FUELS? FINITE RESOURCES?! GEOPOLITICAL TURMOIL!?! NO THIS BAD CUZ LIBS WON  I AM VERY SMART,,,neutral to climate change,slightly agree with climate change,2,slightly agree with climate change,1,,,,,,,,,,,,,
704,1515107572675710988,"now that companies are making handsome profits, they're using that extra cash to reward investors and pay down debts, not invest in new production. Biden could have used the Defense Production Act for investing in Clean Energy but no. ",irrelevant or no opinion on climate change,,slightly agree with climate change,strongly agree with climate change,3,slightly agree with climate change,1,,,,,,,,,,,,,
705,1516124065328766983,We have the power to reduce the amount of food that goes to waste and have a positive impact on climate change by making changes right at home by planning ahead to reduce food waste: #HennepinEarthDay2022 ,strongly agree with climate change,,slightly agree with climate change,strongly agree with climate change,3,strongly agree with climate change,2,,,strongly agree with climate change,,,,,strongly agree with climate change,strongly agree with climate change,,strongly agree with climate change,,
706,1467255405059268608,"RT If global average temperature rise blows past 1.5 c into the 2.0 c range by mid-century, the collapse of socio-economic stability will become permanent. By then we wouldn't know it as deprivation, only as a brutally cruel normal. This is the future that awaits our children.",strongly agree with climate change,,strongly agree with climate change,strongly agree with climate change,3,strongly agree with climate change,3,,strongly agree with climate change,strongly agree with climate change,,,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,,
707,1455320164245901321,RT NO MINIMUM WAGE HIKE NO STUDENT DEBT RELIEF NO KILLING THE FILIBUSTER NO MEDICARE FOR ALL NO SCOTUS EXPANSION NO ABOLISHING ICE NO SHUTTING CHILD CAGES NO END TO DRONING CIVILIANS NO MEANINGFUL CLIMATE ACTION NO PAID FAMILY LEAVE... ,,,slightly agree with climate change,neutral to climate change,2,neutral to climate change,1,,,,,,,,,,,,,
708,1487111716756410368,"Dear Humanity, #ClimateChange threatens our existence. If we don't act soon there'll be catastrophic biodiversity loss & untold amounts of human misery. Time's running out Yours, 15,000 concerned scientists Lets act, before action is no longer possible. #ActOnClimate #climate ",strongly agree with climate change,,strongly agree with climate change,strongly agree with climate change,3,strongly agree with climate change,3,,strongly agree with climate change,strongly agree with climate change,,,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,strongly agree with climate change,,
709,1499497388079124483,Climate change propaganda should be put on hold until after the war.,slightly disagree with climate change,,slightly disagree with climate change,strongly disagree with climate change,3,slightly disagree with climate change,2,,slightly disagree with climate change,,,,,slightly disagree with climate change,,slightly disagree with climate change,,slightly disagree with climate change,,
710,1499083492763881474,Prime Minister Imran Khan was chosen amongst the top 10 global leaders to showcase climate action at the high level. #___ @EjazAlamHR @FaisalKhokhar76 ,neutral to climate change,,neutral to climate change,slightly agree with climate change,3,neutral to climate change,2,,neutral to climate change,,,,,neutral to climate change,,neutral to climate change,,neutral to climate change,,
711,1466457823341072386,Why is this vaccine so damned important? Try this. Have the aliens ACTUALLY landed and body snatched all our leaders. Is it a conversion or an extinction route so they steal our planet?? SERIOUSLY starting to wonder!! ,irrelevant or no opinion on climate change,,irrelevant or no opinion on climate change,irrelevant or no opinion on climate change,3,irrelevant or no opinion on climate change,3,,irrelevant or no opinion on climate change,irrelevant or no opinion on climate change,,,irrelevant or no opinion on climate change,irrelevant or no opinion on climate change,irrelevant or no opinion on climate change,irrelevant or no opinion on climate change,irrelevant or no opinion on climate change,irrelevant or no opinion on climate change,,
712,1495878305177911299,Serious problem. Also because of climate change in full sun. ,neutral to climate change,,,strongly agree with climate change,2,neutral to climate change,1,,,,,,,,,,,,,
713,1486330761665990661,"Therein lies the problem with the argument. Climatologists understand enough about climate to understand climate change. And if you need to be convinced of that, talk to them. Not Peterson or Rogan.",slightly agree with climate change,,,strongly agree with climate change,2,slightly agree with climate change,1,,,,,,,,,,,,,
714,1450221138823589892,"RT We cannot advance legislation that makes the climate crisis worse. The Exxon-designed bipartisan infrastructure plan worsens emissions, but pairing it w/clean energy in Build Back Better neutralizes BIF's harm and lets us tackle the climate crisis. We cannot afford to gut it. ",,,,strongly agree with climate change,1,strongly agree with climate change,1,,,,,,,,,,,,,
715,1493698328579690500,"Nobody denies that we have a climate. Anybody using the term 'climate denier' is showing amazing ignorance. Pull your head out, Jim.",irrelevant or no opinion on climate change,,,slightly agree with climate change,2,irrelevant or no opinion on climate change,1,,,,,,,,,,,,,
716,1478095758779826176,"Do you honestly believe Democratic politicians are going to save us from climate change? This is week 2 of you weirdos being twisted out of shape by this movie, sounds like a hit dog hollering. ",neutral to climate change,,,strongly agree with climate change,2,strongly agree with climate change,1,,,,,,,,,,,,,
717,1438635389712052231,RT The PPC is literally openly racist and xenophobic and rejects climate change but okay vote for them because hurr durr no mask mandates!!,strongly agree with climate change,,,strongly agree with climate change,2,strongly agree with climate change,2,,,strongly agree with climate change,,,,,strongly agree with climate change,strongly agree with climate change,,strongly agree with climate change,,
718,1486680999354195970,"Australia is failing to meet its international obligations to conserve its unique native biodiversity and ecosystems, argues a new #LetterToScience: ""...spending is well short of what's required to reverse the nation's biodiversity extinction trajectory."" ",,,,strongly agree with climate change,1,strongly agree with climate change,1,,,,,,,,,,,,,
719,1505953987132104709,A landmark proposal from the SEC would require that U.S.-listed companies disclose their climate-related risks and greenhouse gas emissions. By ,strongly agree with climate change,,,strongly agree with climate change,2,strongly agree with climate change,2,,,strongly agree with climate change,,,,,strongly agree with climate change,strongly agree with climate change,,strongly agree with climate change,,
720,1485754813623242754,Kamala just blamed the NFL overtime rules on Climate Change.,neutral to climate change,,,slightly disagree with climate change,2,slightly disagree with climate change,1,,,,,,,,,,,,,
721,1494295551491387394,A YC partner told me about a new pattern they're seeing: a lot of the smartest and most ambitious founders are working on companies addressing climate change. There are 25 in the current YC batch.,,,,strongly agree with climate change,1,strongly agree with climate change,1,,,,,,,,,,,,,
722,1482500232835481603,"Argentina, temps above 40C, a burning furnace right now. Many forest and grassland areas ablaze with fires by farmers and realtors for soy, cattle and housing projects. In my garden, in shade, temp is 42C, my eyes stinging with smoke from grassland fires in Paran river delta. ",strongly agree with climate change,,,strongly agree with climate change,2,strongly agree with climate change,2,,,strongly agree with climate change,,,,,strongly agree with climate change,strongly agree with climate change,,strongly agree with climate change,,
723,1501270853203365888,Joe Biden has initiated an economic war on America and it's citizens for this fake climate change agenda. This man will be responsible for the greatest economic disaster in world history if he doesn't change policies soon.,slightly disagree with climate change,,,strongly disagree with climate change,2,strongly disagree with climate change,1,,,,,,,,,,,,,
724,1494981710613733378,"Grandeur, awe: extinction. Unspeakable loss, the worst. ",,,,strongly agree with climate change,1,strongly agree with climate change,1,,,,,,,,,,,,,
725,1519802475360006145,the lack of reporting and assistance to global warming catastrophes is gonna be the most bitter part of watching the world dry up. ,strongly agree with climate change,,,strongly agree with climate change,2,strongly agree with climate change,2,,,strongly agree with climate change,,,,,strongly agree with climate change,strongly agree with climate change,,strongly agree with climate change,,
726,1509938715581419522,"THE UGLY TRUTH ""Despite promising time and time again to cut fossil fuels at home, European backing for the EACOP is clear evidence the region continues to support devastating fossil fuel projects in the global south"" #StopEACOP ",strongly agree with climate change,,,strongly agree with climate change,2,strongly agree with climate change,2,,,strongly agree with climate change,,,,,strongly agree with climate change,strongly agree with climate change,,strongly agree with climate change,,
727,1479571785440022535,"""we need the cheap money for climate change."" *buys a shit ton of houses*",irrelevant or no opinion on climate change,,,strongly agree with climate change,2,strongly agree with climate change,1,,,,,,,,,,,,,
728,1446609142500712455,"RT When you frame your questions as a series of negative propositions, well colour me shocked when public delivers (entirely predictable) negative replies Compare this with which in 2017 delivered radically different answers re. #climate action ",,,,neutral to climate change,1,neutral to climate change,1,,,,,,,,,,,,,
729,1508557053136101383,Trump knows the Climate Crisis is just pure bollocks ,irrelevant or no opinion on climate change,,,strongly disagree with climate change,2,strongly disagree with climate change,1,,,,,,,,,,,,,
730,1491889519725105156,occupying the Edinburgh university library with youth climate swarm to call out the universities failure to prepare us for the radical system change neccesery in the face of the climate crisis! ,slightly agree with climate change,,,strongly agree with climate change,2,strongly agree with climate change,1,,,,,,,,,,,,,
731,1456391214094245897,"RT The sad irony of our religious fixation on global climate policy is it has meant we've almost completely given up on combatting global poverty and rapidly developing the Global South, factors that drastically increase a nation's resilience to environmental and social challenges.",,,,neutral to climate change,1,neutral to climate change,1,,,,,,,,,,,,,
732,1485754451868909570,"Here is living proof the true believers of the climate emergency are perfectly willing to shut down, censor, and otherwise deep-six any notion that perhaps CO2 is a good thing & warming is better than cooling etc. They are the deniers of free speech. ",strongly disagree with climate change,,,slightly disagree with climate change,2,strongly disagree with climate change,1,,,,,,,,,,,,,
733,1517588080554819584,"On Earth Day, we're committed to building a future where everyone has clean air to breathe, clean water to drink, and healthy communities to work and live. By investing in climate resilience and infrastructure, and a clean energy future, we can tackle the climate crisis head-on.",,,,strongly agree with climate change,1,strongly agree with climate change,1,,,,,,,,,,,,,
734,1500563758363652101,"Cold doesn't mean no global warming, global warming results in drastic weather events, the polar vortex that hit last year and a bit this year was caused by global warming, and if you remember it got really cold during that not hot. 2030 might not happen",strongly agree with climate change,,,strongly agree with climate change,2,strongly agree with climate change,2,,,strongly agree with climate change,,,,,strongly agree with climate change,strongly agree with climate change,,strongly agree with climate change,,
