tweet_id,text,scale
1488549300082675712,that we are being played while the ones in control lean back and laugh all the way to the bank while dictating to us to live in fear coz (look at old growth we in a “climate crisis” yet he okays cutting down old trees that store and absorb carbon just plain BS,Strongly agree with climate change
1481872959216263169,"with ctc gone its back to min wage and clawing through each month with the covid AND political AND CLIMATE CHANGE problems. biden pushes this ''take pride in your work, people want to work'' bruh, people want a livable wage without 40hr weeks and not go bankrupt from being sick.",Strongly agree with climate change
1476694797989691398,Nah ...it won't..kings are waking up..her type would go into extinction...she should fight for her survival,Irrelevant
1523803798250180609,Terrible waste of money. Global warming is a fake money making power grabbing scheme started years ago by socialist spreading their nonsense to the very young school children just like farmers plant the seed then harvest power and money later.,Strongly disagree with climate change
1548346242740080645,Climate change had anybody know the changes? America government maybe not know the changes because America government too busy for proxy war and lied around the world.,Neutral to climate change
1477378386200694785,RT The Democrats are the problem climate change you people are stupid doesn't matter what America does the rest of the world ai,Strongly disagree with climate change
1499012025573335041,Oil is next covid for dems will hurt them more come Nov their climate change insanity hurting avg Americans,Strongly disagree with climate change
1537159229928185856,yes! she said her sons body can't take extreme climate change. she said he breaks out in hives too that's so wild to me.,Strongly agree with climate change
1509729686145875973,Trump was right about everything We were energy independent Man made climate change and the plandemic were just some of the hoax's,Strongly disagree with climate change
1537188346342129668,yes climate change exists everyone knows.idc what medium article you just read yellowstone is not erupting tomorrow,Slightly agree with climate change
1509598975992733710,mind that global warming hing that folk were going on about the other month ,Strongly agree with climate change
1496659302286778370,You mean like trump did ? Lol if you believe that youre as aware of the political climate as you were of what was going on in those high school gym change rooms gymmy I think youre a few fries short of a happy meal,Irrelevant
1531580364665196544,Man this global warming is getting to me ,Slightly agree with climate change
1531664109678239744,California's forest fires are also the fault of governement policy...,Slightly disagree with climate change
1401322726762106880,Let's say the previous centuries everytime the devil was birthed he had a certain number of children created. The last time he didn't was during the dinosaurs extinction. All you would do is fib from the niggərs or crackərs you have thought you created all things. Simple religion,Irrelevant
918252748029775872,"Oh, now it climate change. If its cold or hot its our fault. ",Strongly disagree with climate change
1523713219969359874,"I fully understand why her right now, we need global warming! I've said if Ivanka weren't my daughter, perhaps I'd say ‘Rosie,",Irrelevant
1548455472729956352,RT I can't tell you how many 'news' segments I've seen over the years where it's two political pundits going at each other over climate change ... only thing missing ... NEVER AN ACTUAL CLIMATE SCIENTIST ON THE SHOW!!,Slightly agree with climate change
1477327072188112905,Global warming..it'll never end,Strongly agree with climate change
1521228881981714432,RT It's weird how anyone could say the teals are lab or lib friendly as neither party has anything close to an adequate climate policy.,Strongly agree with climate change
1552436263529365505,Sorry but neither one. Climate change is b.s. and monkey pox conveniently showed up before mid terms.,Neutral to climate change
1195489225128452096,"RT NYT article claims that ""experts"" think Sanders' climate change plan is unscientific, implying it means experts on climate change. But actually quotes people like: a business school professor/maxed out Hillary donor and a former Hillary staffer & PR guy for the chemical industry ",Strongly agree with climate change
1509419477158477824,"RT Morning, all well ? It's British summertime of course the forecast is for snow, it feels cold enough here to do just that, must be that global warming eh ? People get burgled every day in this country, so why is it news when it happens to a “celebrity” are they more important",Irrelevant
1496733917981855744,"do you know how stupid you look right now,, atp why even bother make them talk about climate change ",Slightly disagree with climate change
1550240531665620997,"https://t.co/ReLIMDJ7QP There's an international globe protests against the oligarch,regarding climate change and the MSM ,domestically and internationally aren't reporting on it. World protests going on America and guess what Establishment MSM is purposely not reporting it.",Strongly agree with climate change
1500485277151809543,I don't understand why Faze what to be a villain.,Irrelevant
1552323813773279232,I agree. Climate change ALWAYS happens. It has for millennia.,Strongly agree with climate change
1499089462654996480,"She just said a bunch of words and didn't answer the question. My debate teacher in high school would fail me for that answer. Also, remember when Biden shut down the keystone so we had to buy Russian oil instead giving billions to Russia, because “climate change”",Slightly agree with climate change
1473300830937927681,I can never understand why people think this is fine. Global temperature dropping year on year. ,Strongly agree with climate change
1496859173576917002,"I feel more, it's a part of bigger plan when this “emergency” ends, what will be the next one? Smallpox as promised by Gates or end of the world by climate clique?",Strongly disagree with climate change
1451668077549015042,"Yeah I just heard about Iversen yesterday lol. Everyone needs a gimmick I guess🤷‍♂️ We're gonna get hammered with vax mandate bullshit, then climate change, then midterms and 99% of indie media will lose their fucking minds and cover the horse race nonstop from predictable angles",Strongly disagree with climate change
1552340917021020162,"RT I'm no farmer, i know nothing about farming but to me blaming farting cows on an island the size of an australian farm for global warming seems mental.",Slightly agree with climate change
