,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,text,label
155,155,155,155,155,155,155.0,812.0,"Not many. From the video, you can see what happens when a normal teacher points out the flaw of presenting stories to 4th graders about sexuality and gender fluid thoughts. Normal teachers get shut down. Huge problem.",1
156,156,156,156,156,156,156.0,870.0,"The Trump administration wrongly and unlawfully sought to eliminate much-needed health care nondiscrimination protections for LGBTQ+ people and people with limited English proficiency, among others, by carving them out and limiting the scope of entities to whom the rule applied.",-2
157,157,157,157,157,157,157.0,500.0,"RT Republicans do not respect: women, children, teachers, veterans, nurses, doctors, scientists, law enforcement, union members, LGBTQ, persons of color, immigrants, special needs. Did I miss anyone? Who is left that could reasonably vote republican? Do the country a favor #VoteBlue",-1
158,158,158,158,158,158,158.0,517.0,"RT Do not support Scott Cawthon or the FNAF franchise. For those of you unaware he donates large amounts of money to anti-LGBT politicians... and excuses it as ""harmless spending"" and ""having a different opinion""... And are now silencing anyone who talks about it claiming ""drama""... ",-1
159,159,159,159,159,159,159.0,135.0,"RT On #TransDayOfRemembrance, we had our LGBTQ+ funding circledecision day. This is where donors come together to make decisions about which #youth activists in our we will fund. Today was our 4th funding day this year and our final one in 2021. ",-2
160,160,160,160,160,160,160.0,667.0,"If a member of the LGBTQ community had the same experience, their wouldnt be a need to come out. No announcements, no stressful thoughts of telling their parents. They would just live their life the way they should. But thats not how it is. 4/",-1
161,161,161,161,161,161,161.0,727.0,Yea sure go ahead government should limit what LGBTQ+ flag you put in your profile,-1
162,162,162,162,162,162,162.0,638.0,"The Free Speech argument is a given. We all support it. But let me get this straight. Youve got a problem with Dave making jokes about the LGBT community, but the black and nigger jokes by Carlin are fine?",0
163,163,163,163,163,163,163.0,39.0,"Because that's what they are considered by most people. Even, ironically, in the lgbtq+ community. That's why you have some gay people assuming others sexuality cause they ""sound or act"" gay. And it isn't just older people either.",-1
164,164,164,164,164,164,164.0,854.0,"Next week is International Day Against Homophobia, Biphobia and Transphobia Prism is Coventrys LGBTQ+ Youth Group, for people aged 13 to 18, from Coventry and the surrounding areas: https://t.co/Aw8ePjbZsx #IDAHOBIT2022 #idahobit ",-2
165,165,165,165,165,165,165.0,20.0,RT Viktor isnt the only LGBT character in the show. Klaus is Non binary pan sexual. Theyre also my favorite character.,-1
166,166,166,166,166,166,166.0,670.0,And she's blocked me. What a shame - I was so interested in hearing what feeling like a woman actually means and the evidence that she has that being a women is a special way of lady thinking rather than a biological sex class.,-1
167,167,167,167,167,167,167.0,605.0,"But youre literally calling me homophobic, a future cancelling thing.",-1
168,168,168,168,168,168,168.0,464.0,"RT Du Mez had a radical LGBT and transgender activist endorse the book on the front cover But tell me more how Christian aversion to this book is just that ""white evangelicals"" can't handle hearing about our ""history."" And I put history in quotes...on purpose ",-1
169,169,169,169,169,169,169.0,715.0,No one is saying no kink at pride for straight peoples sake. Were saying it for the LGBT+ minors and sex-repulsed asexuals sakes. ,-1
170,170,170,170,170,170,170.0,461.0,"I pray your daughters dont inherit your homophobia and come embarrass themselves on social media njengawe. youre way too old to be such a dumb fuck, now get out of my mentions utsho ngoba homophobic apha",-1
171,171,171,171,171,171,171.0,63.0,And therefore of course there are issues. The Foundation I run are looking into LGBT homelessness. Currently developing that as we speak so cant say anything now.,-1
172,172,172,172,172,172,172.0,736.0,RT Ban all guns and video games immediately. Filter all news through George Soros and Nina Jankowicz. Put all the Ultra MAGA in prison. Mask up their kids and teach them CRT & LGBTQ. Abort your own. Support Azov in Ukraine and take all your boosters. Join the World Economic Forum. ,-1
173,173,173,173,173,173,173.0,650.0,RT African celebrities are very quiet when it comes to the rights of LGBTQ+ people but theyre the first to bag big awards for human rights when theyre not even doing anything.,1
174,174,174,174,174,174,174.0,239.0,"Also, gender identity ideology *is* conversion therapy for young gay and lesbian people.",-1
175,175,175,175,175,175,175.0,194.0,"RT NEW YORK STATE RESIDENTS: contact your local legislator immediately and tell them how strongly you oppose this bill. If you are POC or LGBTQ+, highlight the fact that body armor is valid protection from hate crimes, you dont appreciate New Yorks attempt to make you vulnerable. ",-2
176,176,176,176,176,176,176.0,104.0,"RT ...and the Hasenbush, Flores, Herman study is discussed & linked to in this Teen Vogue article: ""...fears of increased safety and privacy violations as a result of nondiscrimination laws are not empirically grounded."" #trans #transgender #LGBTQ",-1
177,177,177,177,177,177,177.0,993.0,if it wasnt homophobic and also bad it would be funny,-1
178,178,178,178,178,178,178.0,859.0,Im saying there is no solid evidence that gay gene exists. That doesnt matter in this conversation.,0
179,179,179,179,179,179,179.0,35.0,"RT Naur but like how are cis people ok with the gender their assigned at birth? They're just like ""sounds good to me."" WHAT???",-1
180,180,180,180,180,180,180.0,238.0,RT Another one of our top blogs this year speaks about the unique experiences of LGBTQ people of colour. Here are some ideas on how you can help It's so important we listen to the voices of the people who've historically been excluded from our communities. ,-2
181,181,181,181,181,181,181.0,410.0,"RT She may have routinely deported LGBTQ+ asylum seekers to countries where they faced imprisonment, torture or death and told them to act less gay, but she took a very firm line on drinking in gardens, so swings and roundabouts, I guess. ",-1
182,182,182,182,182,182,182.0,401.0,"We celebrate each year as a way to show love and support to all members of the LGBTQ+ community, out or not. Here is to our journeys, never linear, but bold, active and evolving. Happy #NationalComingOutDay, everyone! Your story is valid. Your story is You! 2/2",-2
183,183,183,183,183,183,183.0,971.0,"RT No one cares what adult trans people do, as long as it doesn't infringe upon people of the biological sex they're pretending to be. Transitioning children is the problem.",1
184,184,184,184,184,184,184.0,436.0,"RT Thanks for the space! We are a D&D podcast! Chaotic and disastrous LGBT centered content in a homebrew setting, come check us out if you'd like! ",-1
185,185,185,185,185,185,185.0,109.0,"RT In a recently-uncovered video, North Carolina Lt. Governor Mark Richardson referred to his LGBTQ+ constituents as ""filth."" That's completely unacceptable. Sign the petition to urge him to resign! >> via @PeopleFor",-2
186,186,186,186,186,186,186.0,307.0,"Since January 2020, Assistant Professor Eric Gonzaba and his research team have plotted more than 30,000 establishments mentioned in Mapping the a project that offers valuable insight into the queer world. Learn more about the research: ",-1
187,187,187,187,187,187,187.0,933.0,RT Fully ONE IN FIVE Gen-Z adults now identify as LGBTQ. And you can guarantee that they will NOT be voting for the anti-LGBTQ party.,-1
188,188,188,188,188,188,188.0,261.0,"That's great that she's speaking up. With resources promoting harmful puberty blockers & sterilizing cross-hormones, SOGI 123 puts schoolchildren in great danger. For the safety of children all confusing & unscientific gender fluid ideology needs to be removed from schools. #bced",2
189,189,189,189,189,189,189.0,220.0,"I completely agree with you, absolutely. It's not a lack of love towards this so called LGBTQ+ group that is moving me, not at all. I just don't accept the fact that Disney is indeed trying to endotrinate my and other children to accept this as the new normal. It's perverse!",1
190,190,190,190,190,190,190.0,624.0,RT People in the LGBTQ+ community are often targeted by human traffickers. Read our blog to find out why. https://t.co/PUnAQ8NOVv #LGBTHM22 #LGBTplusHM #educateOUTprejudice,-2
191,191,191,191,191,191,191.0,467.0,RT This piece of sh** should be in jail!! Jussie Smollett Attempts Career Comeback as His LGBTQ Drama Gets BET Release via @BreitbartNews,0
192,192,192,192,192,192,192.0,253.0,"Well...we came of age a time when the Catholic Church's extensive efforts to cover up CSA came to light, when documentaries like ""Jesus Camp"" revealed to many of us the dark side of evangelistic ""Christian"" churches & the way they treat LGBT & non-conforming youth.",-2
193,193,193,193,193,193,193.0,684.0,RT 211 Tory MPs are confident in a lying corrupt homophobic racist liar. All you need to know about the Tories.,-1
194,194,194,194,194,194,194.0,158.0,"RT New Baradise Escape visual with the two additional characters! Just one more char (sexy bewitching male siren ) before the basic cast is complete! As I wait for the art for Banana Ranch, I will work on the demo for Baradise Escape~ -- #bara #lgbt #gay #BLgame #gaymer ",-1
195,195,195,195,195,195,195.0,1089.0,"The ""don't say gay"" bill...literally doesn't say gay. It prohibits teacher-initiated instruction about sexual intercourse, sexual orientation, or gender theory for kids under 3rd (?) grade. Most controversy here is, as usual, the result of direct and open lying.",1
196,196,196,196,196,196,196.0,334.0,"RT If anybody thinks jk rowling is just Transphobic and not Amti-LGBt overall, i hope this changes your mind. For once the police weren't just don't this for pride month but instead in response to a community outreach programme following a homophobic attack in the community (see ",-2
197,197,197,197,197,197,197.0,361.0,This is exactly why dave said his problem has never been the LGBTQ community it was always white people. Case and point ,0
198,198,198,198,198,198,198.0,915.0,PLS it's really a fucked up situation coz he is a really nice guy but when I found out he was THAT homophobic I just didn't know what to do,-1
199,199,199,199,199,199,199.0,985.0,"Gender and sex are different. Gender is a social construct while sex is a biological categorization. That's just what the words refer to--gender is linked to sex, but they are not the same thing. Trans people are not statistically insignificant. We aren't a large percentage 1/",-2
200,200,200,200,200,200,200.0,193.0,RT This is fantastic. Curlers of all gender identities and expressions should be allowed and encouraged to participate exactly as they are hope other national governing bodies will follow suit. ,-2
201,201,201,201,201,201,201.0,380.0,"RT I will happily take an empassioned ""grandstanding ass"" over someone who tries to let things blow over while people die. Abbott ignored his people freezing to death, he's trying to make LGBTQ+ life a living hell, and now he's letting children get murdered in cold blood. Disgrace",-2
202,202,202,202,202,202,202.0,536.0,"He thinks this makes it OK? REALLY? He literally described the abuse as 'minor', as if there is such a sing as 'minor' sexual abuse, and used the LGBT community to defend his stance. Screw you Crispin Blunt. ",-1
203,203,203,203,203,203,203.0,176.0,RT The only reason ace people arent considered to be apart of the lgbtq community is because the community is already sexualized and fetishized and people cant do that w people that are apart of the ace spec,-1
204,204,204,204,204,204,204.0,170.0,RT Is Joe Biden inflating Monkey Pox because 75% of his administration is having Gay Sex?,1
205,205,205,205,205,205,205.0,563.0,When are you going to address the demands of your Student and LGBT+ Wings of the SNP and many other party political groups? ,-1
206,206,206,206,206,206,206.0,615.0,"RT I am perfectly within my rights to criticize religion, especially when its criticized me and continues to do so every day of my life. #LGBTQ #Atheist",-1
207,207,207,207,207,207,207.0,533.0,RT Trigger warning. (If its been a while since you heard a good news story). This story is about amazing people actually helping their fellow humans. LGBTQ people in desperate need of help call this man day and night. He always answers ,-1
208,208,208,208,208,208,208.0,585.0,"RT Youll never see more creative use of racism than from an Lgbt person on this app, and apparently Azealia Banks",-1
209,209,209,209,209,209,209.0,726.0,"This is a joke right For a start, Most of them will object to you using the word ""UK"" And alot of them have made Homophobic, Racist, Anglophobic, and Anapirophobic comments on TV and social media....some line up",-1
210,210,210,210,210,210,210.0,541.0,Please watch or DVR om your local station. #LGBTQ #Transgender ,-1
211,211,211,211,211,211,211.0,444.0,"You don't have idea, right? The author of the character is William Moulton Marston, He didn't create her as bi or lgbt and he died on 1947 so he hardly could confirm something like that. Actually there are many writers for the character but they didn't created her.",0
212,212,212,212,212,212,212.0,434.0,"RT Just a few short weeks and you can see me at in the Redshirts Hall, table 145. Ill have as much as can fit in the car, but will be limited, so stop by if you want some fabulous #LGBTQ inclusive books from me :) #TBubs21 ",-1
213,213,213,213,213,213,213.0,655.0,"RT Disasters like #Ida increase the risk of sexual, domestic and gender-based violence, which disproportionately affects wom",-1
214,214,214,214,214,214,214.0,421.0,"RT The fight for LGBTQ+ liberation must be enhanced for future generations! Let's create a safe space, together. #LoveIsLove #TransIsBeautiful #LGBTQ #TransRightsAreHumanRights ",-2
215,215,215,215,215,215,215.0,74.0,"RT Many Republicans are going to skip Biden's State of the Union address! Why am I not surprised? They have already attacked voter rights, women's rights, LGBTQ+ rights, immigrants, the poor & homeless. #GOP & Trumpism are not on our side! #SOTU2022 #IStandWithBiden #DemVoice1 ",-2
216,216,216,216,216,216,216.0,1037.0,"RT Title X and Teen Pregnancy Prevention grantees support LGBTQ+ youth by providing and promoting inclusive, welcoming, responsive, and youth-friendly care. Learn more about grantees. ",-2
217,217,217,217,217,217,217.0,616.0,"Think youre the brain dead one. I identify as the same gender that I was assigned at birth, I (like other cisgender people) do it to normalise it for people who arent. And even if they were preferred, why would you care - I thought you Americans were obsessed with freedom?",1
218,218,218,218,218,218,218.0,428.0,I made a map of these locations and am making a larger archive of relevant #Baltimore #LGBTQ #Maryland items at https://t.co/Qu5tKrsoA7 @baltimoresun,-1
219,219,219,219,219,219,219.0,662.0,It was. The LGBT Choir sang Let's Do It (I know that's not the title) - it was a hoot. Sue Devaney was in charge and the Mayor was there and fans had dressed as VW characters.,-1
220,220,220,220,220,220,220.0,53.0,RT Mint is Open! Cant wait for the reveal! #NFTCommunity #nftcollector #web3community #wagmi #MintingNow #LGBTQ #NFTs ,-1
221,221,221,221,221,221,221.0,876.0,"RT Wow. First of all, this has literally been litigated already. Second of all, having someone who uses divisive othering language on the BOE isnt serving all stakeholders. Our LGBTQ students, family members & staff deserve better. ",-1
222,222,222,222,222,222,222.0,75.0,"RT An attack on the largest LGBT+ organisation in the world for their resilient support of trans ppl at the request of a hateful anti-trans group, by a cishet man tells you all u need to know about the impartiality (or lack of it) of this piece. An obvious attack on all LGBT+ ppl.",-2
223,223,223,223,223,223,223.0,571.0,"RT Banning conversion therapy based on sexual orientation but not on gender doesn't actually protect LGB people from the abusive practice. As far too many people know and as has brought attention to, cisgender kids get forced into ""trans"" conversion therapy regularly. ",-2
224,224,224,224,224,224,224.0,539.0,"RT #DemVoice1-Jonathan Mitchell, the former solicitor general of Texas who is the architect of Texas anti-abortion law, his new target PrEP access, marriage equality, and LGBTQ+ rights! ",-2
225,225,225,225,225,225,225.0,742.0,theyre just so misogynistic homophobic and unfunny GET A LIFE,-1
226,226,226,226,226,226,226.0,807.0,RT 3 is always better than 1 #gayporn #gaysex #Onlyfans #porn #Lgbtq #oral #masturbating #str8bait #bigdick #bigwhitecock #bwc #Twinks #whitedick #bigcock #bigdick #tiktok #straightguys #trending #gay #baits #straightbaits #oralsex #straightdudes #gayguys #horny #foursome ,-1
227,227,227,227,227,227,227.0,547.0,Most people don't realise that this precise agenda was prioritised by the USA NGOs planted in Ukraine after the 2014 Maidan coup. Loans to Poreshenko's gov were conditional on him forcing through woke LGBT policies.,-1
228,228,228,228,228,228,228.0,552.0,i know shes literally not homophobic. its still an experience and im unsure if im here for it ,-1
229,229,229,229,229,229,229.0,295.0,"RT I know in Rwanda no one is moving around, looking for LGBTQ people to subject them to harassment. Thats a fact that you strangely dont care to check (obviously it runs counter to your narrative).",-1
230,230,230,230,230,230,230.0,1056.0,you rock! You are a beacon for the LGBT+ community and my personal favorite actress in the industry,-1
231,231,231,231,231,231,231.0,299.0,God was genetic genius but he couldn't solve same sex marriage ? Im assuming you think that is a mortal sin .,-1
232,232,232,232,232,232,232.0,944.0,"What is he even trying to say? What does the phrase ""same-sex-attracted"" have to do with conversion therapy? He's just throwing around words and concepts with no sense of logic.",-1
233,233,233,233,233,233,233.0,252.0,"Yeah, there are. But y'all have a problem with LGBT couple, unmarried couples and even just poor couples adopting children, so the vast majority of people who want to adopt CAN'T ACTUALLY ADOPT! ",-2
234,234,234,234,234,234,234.0,632.0,RT NYT POLL: Do you support or oppose allowing public school teachers to provide classroom instruction on sexual orientation to children in elementary school? SUPPORT 27% OPPOSE 70% Support/Oppose Dem: 53/42 GOP: 3/96 Indie: 25/72 ,0
235,235,235,235,235,235,235.0,825.0,RT Texas was successful at stripping the constitutional rights of half its population. So now? Lets ignore the US Constitution and get rid of rights for LGBT citizens. This is scary shit. ,-2
236,236,236,236,236,236,236.0,695.0,"This is social media, everyone has rights to talk here as long as it's not problematic. This one ship isn't even homophobic lol",1
237,237,237,237,237,237,237.0,646.0,"Finally, trans ppl have been around since there have been ppl - they are not a new thing that showed up in the last few years or decades https://t.co/Rsiv6ux4EO https://t.co/qxYr9xnf5j ",-1
238,238,238,238,238,238,238.0,308.0,"What is the point you are trying to make with this link? BTW, sex is observed at birth and no one is born in the wrong body.",2
239,239,239,239,239,239,239.0,851.0,Here let me fix that headline BREAKING: Rainbow 7 insist they are still a bunch of homophobic wankers!,-2
240,240,240,240,240,240,240.0,873.0,RT paedophilia is a valid sexuality & that we must stop calling minor attracted people (MAPs) paedophiles. That stigmatises them & causes them to be discriminated against. Its offensive. We must be kind to them. Theyre a part of the LGBTQ+. A trans MAP created the 6/,-1
241,241,241,241,241,241,241.0,841.0,"RT #PrideEdSummit We're delighted to announce our esteemed speakers for the session """" at the - https://t.co/7tapZ8HPzI #LGBTQ #lgbtAlly #Queer #PrideCircle #Pride2021 #lgbtcommunity #queerindia #Diversity #inclusivity #lgbtyouth ",-1
242,242,242,242,242,242,242.0,760.0,RT Springfields own is on the cover of the September/October 2022 issue of The Advocate lgbt news magazine ht,-1
243,243,243,243,243,243,243.0,598.0,add that one with the british cover and thats their whole lgbt rep,-1
244,244,244,244,244,244,244.0,333.0,So how do we use language to differentiate between people who are attracted by biological sex vs attraction by gender? There was that superstraight superbi supergay thing - but that got censored in many places as hate speech,0
245,245,245,245,245,245,245.0,368.0,RT Heath Ledger for Best Lead Actor as Ennis Del Mar in Ang Lees Brokeback Mountain (2005) at 78th Academy Awards at Kodak Theatre on 5th March 2006. #HeathLedger #BrokebackMountain #EnnisDelMar #AngLee #AcademyAwards #Oscars #RedCarpet #Awards #GayCinema #LGBTQ #2006 #2000s ,0
246,246,246,246,246,246,246.0,622.0,RT nobody owes you a public coming out and thats one of the most inherently toxic things Ive experienced in the lgbt community. youre not somehow less a part of the community because you cant/wont come out for some reason.,-2
247,247,247,247,247,247,247.0,665.0,Thinking as a gay dude that lives in orlando about how this all leads to Pulse Nightclub 2 and worse if we do not shut these homophobic ghouls the fuck up. ,-1
248,248,248,248,248,248,248.0,1091.0,"Talk worst-case through! There's a 3rd party with sperm. Only 1 pregnant mother. DIY = sex OR pot & syringe. Issues of jealousy, control, expectation, promises present for ALL couples, even before baby/reality childcare hits. Some extra for LGBT+. Noone said it was easy",-1
249,249,249,249,249,249,249.0,111.0,Fr all the homophobic army's really exposing themselves today ,-2
250,250,250,250,250,250,250.0,1044.0,RT Cant We Have One Fucking Day Free of Idiotic Transphobia? #LGBTQ ,-2
251,251,251,251,251,251,251.0,671.0,RT it's called LGBTQ for a damn reason stop fucking being judgemental asf towards bisexual it's not fucking cute at all. Y'all bitches are mad weird,-1
252,252,252,252,252,252,252.0,269.0,"Mostly they are opposed to mass immigration and outsized LGBT influence and institutional afffirmation. That's probably 90 percent of opposition to ""liberal democracy"".",0
253,253,253,253,253,253,253.0,309.0,RT Biden to LGBTQ community on National Coming Out Day: 'You are loved and accepted just the way you are' ,-2
254,254,254,254,254,254,254.0,827.0,equivalent to saying leftists cant support palestine because some palestinians are homophobic,-1
255,255,255,255,255,255,255.0,213.0,"RT Jake is losing his eyesight, but his refusal to show weakness might cost him Tyler's love. Preorder for Dec. 10th Amazon Nook Apple Kobo #LGBTQ #holidayromance ",-1
256,256,256,256,256,256,256.0,910.0,"RT For the love of all things American please solve the riddle that is Lindsey Graham. If he is gay fine, but the hypocrisy and loathing he has for minorities and lgbtq needs to be answered for.",-1
257,257,257,257,257,257,257.0,878.0,notice how its always omg ive just seen ten tweets in the past week hating on my fav ship and never omg why are my mutuals okay with being openly homophobic it just doesnt look great for you!,-1
258,258,258,258,258,258,258.0,202.0,"Oh also? Remember the Rainbow Royale event? Epic goes and takes away awa's code for being homophobic and toxic and gives it back to him like it was no big deal??? ""Sorry guys it's just my religion and my opinion"" That was SUCH a pussy ass apology. ",-1
259,259,259,259,259,259,259.0,948.0,"Have you ever seen the Y lit up supporting any other cause? The answer is no, not that I can think of. It is a blanket policy, theres no discrimination against the lgbtq community here, regardless of what you want to believe. Some things dont require an explanation.",1
260,260,260,260,260,260,260.0,447.0,"RT Despite supportive actions from employers, non-inclusive behaviours persist at work for 42% of LGBTQ+ professionals globally, confirms - #fairplaytalks #LGBTQ ",-1
261,261,261,261,261,261,261.0,678.0,Transgender should only compete in birth certificate gender. Or only play recreational sports. Imho,1
262,262,262,262,262,262,262.0,203.0,"RT Contrary to popular belief, Americans agree on a lot more hot-button issues than youd think like abortion, climate change, and LGBTQ+ rights. Now thats an America worth celebrating. Learn more: ",0
263,263,263,263,263,263,263.0,512.0,RT Please read this editorial from the @sanduskyregistr. Ohio lawmakers have literally been attending trainings on how to mainstream public anger about LGBTQ+ rights and anything to do with race in education. ,-1
264,264,264,264,264,264,264.0,448.0,RT Happy #BiVisibilityDay from us and the rest of the internet! #LGBTQ ,-2
265,265,265,265,265,265,265.0,623.0,"RT The school received a perfect rating on the Campus Pride Index, which measures how supportive colleges are of LGBTQ students. ",-1
266,266,266,266,266,266,266.0,686.0,"BULLSHIT! Insurrection Party Plan: Anti - Human Anti - Science Anti - Non white Anti - Voters rights Anti - Civil Liberties Anti - 14th Amendment Anti - LGBTQ Anti - Vaccination Anti - Womens rights Anti - Clean air, water, ground Anti - Equal Pay 4 all Anti - Gun safety ",-1
267,267,267,267,267,267,267.0,37.0,"RT Regardless of your sex or gender, if you're in a relationship with someone bisexual, you're in a queer or LGBTQ+ relationship. Hetero passing couples aren't heterosexual couples.",-1
268,268,268,268,268,268,268.0,1071.0,"Oh, man, that song has one of the most homophobic lyric bits in hip-hop history. Says it, then clarifies precisely what he means by it.",-1
269,269,269,269,269,269,269.0,679.0,"Where's your savior? Still can't refute the premise can you? My dad was a marine I'm not LGBTQ, but I support their struggle. Nice stereotyping though",-1
270,270,270,270,270,270,270.0,43.0,Ok so now you've gone full mask-off huh? You're literally just an anti who makes exceptions for anyone LGBT at this point.,1
271,271,271,271,271,271,271.0,1033.0,please DNI if you... are 17 or younger not edtwt are fatphobic is anti-recovery homophobic/transphobic/racist/ableist,-1
272,272,272,272,272,272,272.0,437.0,That in no way means that it cant jump to someone in the non lgbtq community or kids.,0
273,273,273,273,273,273,273.0,209.0,"Lesbians : **Literally exist in this magic world with no political issue surrounding them** These people : bUt wHy dOeS iT hAvE tO bE pOliTiCAl?! The politics of She-Ra is literally just lgbt ppl existing with no stigma around them. There's no SJW speech, you're just homophobic",-2
274,274,274,274,274,274,274.0,652.0,Note it's first LGBT and then Trans. So trans is metioned two times while gay - the one demographic who historically suffered the most severe conversion therapy isn't allowed it's own statistics.,-1
275,275,275,275,275,275,275.0,796.0,"Here's a secret. if you do rights correctly, you don't need ""lgbtq+ rights."" You just have rights.",1
276,276,276,276,276,276,276.0,1063.0,"RT #EARNIT is an attack on privacy rights and means to censor sex-ed and eventually LGBT topics. If it passes it hurts the WHOLE internet, making everyone vulnerable to hacking and doxxing. To vote yes it to sign your life away as an internet user. #EARNITact #StopTheEARNITAACT2022",-1
277,277,277,277,277,277,277.0,262.0,Naming an aircraft Enola Gay doesnt make it any less homophobic. ,-1
278,278,278,278,278,278,278.0,660.0,And it is more likely that LGBTQ kids will stay alive if they have at least one supportive adult in their life. I wish to be that adult for anyone who needs me.,-1
279,279,279,279,279,279,279.0,589.0,"RT ""We urge all WGA signatory companies to reassess not only their political giving, but also where they choose to spend their production dollars. Show, dont tell, that you value the LGBTQ+ community."" (4/5)",-2
280,280,280,280,280,280,280.0,236.0,Yeah. Lets just white wash the entirety of LGBT history.,-2
281,281,281,281,281,281,281.0,484.0,"RT Dont say legislation dehumanizes LGBTQ+ people. It targets children and their families. It is dangerous, backward, and unacceptable. And to put a point on it, unconstitutional. ",-2
282,282,282,282,282,282,282.0,664.0,"RT If it isnt possible for me to change my gender from the one that I was assigned at birth, then why are yall fighting so hard to stop me? If its impossible, cant you just let me try? Its almost like you know youre full of shit",-2
283,283,283,283,283,283,283.0,741.0,"Twitter should state clearly and forthrightly that it will withdraw its AfricanHQ from Ghana if this homophobic Sam George MP anti LGBTQI hate bill is passed through parliament. The civilised world will not tolerate it. Ghana, the world is watching you!",-2
284,284,284,284,284,284,284.0,72.0,"RT Taiwan made another important progress in LGBTQ rights after a court granted a same-sex couple joint adoption rights to their child. While the ruling has not been extended to all same-sex couples, it is an important precedent in #Taiwan. ",-2
285,285,285,285,285,285,285.0,836.0,"RT APAM From LGBT to LGBT+: The evolving recognition of identity: The terms for the community of people that encompasses people who are lesbian, gay, bisexual, transgender, queer, intersex, and asexual are as broad as that... View article... ",-2
286,286,286,286,286,286,286.0,412.0,Jays hat is the epitome of what lgbtq is and I love it.,-1
287,287,287,287,287,287,287.0,274.0,Thank you from the bottom of our *queer hearts* for sharing your stories with the students in our #LGBTQ Writers in Schools program! (2/4) ,-2
288,288,288,288,288,288,288.0,861.0,"I didn't knew William was homophobic, he's scared of homos",1
289,289,289,289,289,289,289.0,913.0,"RT Oh lord no. Peddling drugs for disgraced GPs that have been struck off, homophobic, appalling lack of safeguards on their forum, secretive, demanding personal info on children, bad data protection - don't let your gender dysphoric children near them. (personal experience)",-1
290,290,290,290,290,290,290.0,77.0,"I'm trying to figure out why teachers would feel a need to discuss sexuality with little kids at any time. Little kids don't care about sex, gender, or any LGBTQ agenda.",1
291,291,291,291,291,291,291.0,520.0,"(Grandpa Simpson voice) back in my day at tech, the democrat club was about the same size as the lgbtq club and the Venn diagram of the two was almost total overlap Libs & republicans tho",-1
292,292,292,292,292,292,292.0,510.0,"RT Hindi naman nadadaan sa ganda ng bahay ang mabuting puso. We're comfortable but my dad is really homophobic, I really cling a father figure like tatay jesse who fully accepts his children and provides for his family.",-1
293,293,293,293,293,293,293.0,294.0,"should be removed from office. She has no business in any place of authority. What kind of 1950s puke is this? Shame on and for ignoring her dangerous, homophobic and ignorant rants. ",-1
294,294,294,294,294,294,294.0,413.0,"If you dont care, good for you. People like me care though. Because I'm sick of lesbian fetishizers being more happy about LGBT rep than me, a LGBT person, is fucking sickening.",-2
295,295,295,295,295,295,295.0,1013.0,"RT 3./ The fact we said we'd focus exclusively on LGB issues was enough to earn a label of bigotry. But there are thousands of groups that don't focus on, for example, LGB rights. Does this make them all homophobic? Only by a warped logic that says we can't focus on OUR rights.",-1
296,296,296,296,296,296,296.0,852.0,"Spoken like a true anti LGBTQ+ fool, please do get a life.",-2
297,297,297,297,297,297,297.0,1047.0,"RT Looking for more #LGBTQ+ theatre? Naughty is a darkly comic, queer coming-of-age tale presented by following a OffFest-nominated run @CamdenFringe 27 Sept - 2 Oct 6 Oct For tickets and more dates: ",-1
298,298,298,298,298,298,298.0,693.0,RT David French et. al. think liberal freedoms are valuable for their own sake. Rufo/Lindsay think govt should violate freedoms (eg of speech). Its not merely a disagreement on means. Its over frameis everyone on the right a victim?and ends (eg are LGBT people equals or lesser?) ,-1
299,299,299,299,299,299,299.0,0.0,"I had to make fake birth certificates for myself and my gender fluid non verbal two year old. I would go every week if they let us, because one can never be too vaccinated in a deadly pandemic.",1
300,300,300,300,300,300,300.0,468.0,RT Hello cool ally friends! Please give a follow and support the work they do in making this bird app a better places for LGBTQ+ folk. #LGBWithTheT #LGBTQIA #LGBTQ #Pride2022 #Pride ,-1
301,301,301,301,301,301,301.0,936.0,"RT Hey, trans and non-binary, GNC/gender fluid #vtubers - can you please post a png/description of yourself and content so i may retweet it please? I wanna use my numbers to boost you, thank you #Vtuber #ENVtuber ",-2
302,302,302,302,302,302,302.0,784.0,So supporting the rights of LGBT people and thinking that Russia unfairly invading Ukraine is bad is hypocritical? Nice job on purposely misunderstanding why we have the Ukraine flag Is Ukraine perfect? No. Do they deserve our support against Russia? Yes. Nice try though,-1
303,303,303,303,303,303,303.0,866.0,See alot of people using that these days alot of women do it i think its something the LGBT community do or use in a way of identifying themselves i might be wrong but it is something it's growing these days wonder what the story is behind it,0
304,304,304,304,304,304,304.0,957.0,"Ignoring your snidey insult for a moment, the man in the video is AFAB so *would* be using the ladies if this lot got their way and everyone had to use toilets of their assigned at birth sex. Maybe think about that for a minute and see what utter nonsense their position is.",1
305,305,305,305,305,305,305.0,233.0,"That way u don't blame them & finally see their utter hypocrisy & u continue to believe conservatives are the racist ones. Conservatives don't care about anyone's color, sexual orientation, or gender...we never bring it up. Democrats have to so u dont ever learn the truth",1
