,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,text,label
217,217,217,217,21,"RT Instead Of Kryptonite, New LGBTQ+ Superman Will Be Crippled By Anyone Using Wrong Pronouns via @TheBabylonBee",1
218,218,218,218,630,Dont worry your page is absolutely beautiful. Lets these ppl keep Talking shit. So many queer artists also have a very strong stage presence and vice Versa. They clearly are homophobic k cant stand such people ,1
219,219,219,219,83,RT Congrats to on winning your primary! You may know Mallory from her impassioned floor speech earlier this year in defense of LGBTQ+ rights promising to not let hate win. She can win in the fall! ,1
220,220,220,220,862,"RT #wtpblue #onev1 #Fresh TODAY IN HISTORY Marjorie Taylor Greene hires Milo Yiannopoulos as legislative intern. Milo was once disinvited from CPAC for ""condoning pedophilia"" Now identifying as ""ex-gay,"" he's building conversion therapy clinic in Florida. ",1
221,221,221,221,86,Sure men claiming to be Lesbians and denying same sex attraction by the T+ Male supremacists is not hateful nor homophobic or misogynistic We see u and say No Rage more,1
222,222,222,222,985,"Gender and sex are different. Gender is a social construct while sex is a biological categorization. That's just what the words refer to--gender is linked to sex, but they are not the same thing. Trans people are not statistically insignificant. We aren't a large percentage 1/",1
223,223,223,223,11,RT For those days when you cant find a load #boysgay #LGBTQ ,1
224,224,224,224,536,"He thinks this makes it OK? REALLY? He literally described the abuse as 'minor', as if there is such a sing as 'minor' sexual abuse, and used the LGBT community to defend his stance. Screw you Crispin Blunt. ",1
225,225,225,225,757,RT The DC LGBT+ zine interest check and mod apps are now OPEN! Check the thread for links #dcfanzine #dczine ,0
226,226,226,226,284,And what if I wanted to eat you? Is there something wrong with that? Seems kind of homophobic. And I think you owe an apology. ,1
227,227,227,227,209,"Lesbians : **Literally exist in this magic world with no political issue surrounding them** These people : bUt wHy dOeS iT hAvE tO bE pOliTiCAl?! The politics of She-Ra is literally just lgbt ppl existing with no stigma around them. There's no SJW speech, you're just homophobic",1
228,228,228,228,248,RT There may or may not be a new music video coming your way ;) Follow the #bastette YT and you wont miss it ;) https://t.co/w3YGKx3y4U #pridemonth #lgbt #faghag #gayally ,1
229,229,229,229,878,notice how its always omg ive just seen ten tweets in the past week hating on my fav ship and never omg why are my mutuals okay with being openly homophobic it just doesnt look great for you!,1
230,230,230,230,920,"Tall height isn't a male secondary sex characteristic. It's a result of genes- not testosterone , not lack of oestrogen - genes. Then if the body has a Y chromosome that genetic height potential is ramped up by about 5 inches.",1
231,231,231,231,472,"RT Thank you Liz. Gender identity needs to be separated from sexual orientation, they are different things and require different legislation.",1
232,232,232,232,174,RT Liberal MP Cathrine Burnett-Wake has lost her #1 spot on the Eastern Victoria upper house ticket to Renee Heath @theag,1
233,233,233,233,97,"RT Im so honored to be a winner of the Duggins Prize, the nations largest award for an LGBT writer. Thank you, @LambdaLiter",1
234,234,234,234,658,"Tbf, most Prides are exactly what you are describing. Most ppl at pride keep their kinks in the clubs where kids are not allowed. My point is that people still use the same language/arguments to keep LGBTQ people behind closed doors. We deserve to be free just as everyone else.",1
235,235,235,235,803,RT There have been many attacks against LGBTQ+ children in schools and we need to make sure they are safe! ,1
236,236,236,236,361,This is exactly why dave said his problem has never been the LGBTQ community it was always white people. Case and point ,1
237,237,237,237,441,#Listen if u haven't #Music #hiphop #RAP #Pop #Hits #Radio #DisneyPlus #fashion #Halloween #instagram #YouTube #spotify #BLM #LGBTQ #Gay #NFT #TodaysTopHits #thursdayvibes #topmodel #snapchatdown #snapchat #ClubAmerica #party #deezer #Digital #Pandora #gym #dj #remix #USA ,0
238,238,238,238,41,"RT US embassy advocating LGBTQ Rights in Pakistan. After pushing developing countries into #debt, The next target of Western #extremists is to snatch religious, social and moral traditions from their people. They are doing the same thing in pak. Ppl have to wake up.",1
239,239,239,239,1076,I know! Shes so fucking hot I cant handle it. Its honestly rude. Maybe even homophobic. ,1
240,240,240,240,694,"RT Even if youre not allowed to teach children about queer issues, they know who we are. They know were easy targets. Thats not gonna stop. The only times my school EVER tried to talk to me about LGBTQ+ issues is when they were blaming me for my own abuse.",1
241,241,241,241,282,no its not cool to think that. if you think its a chouce then your homophobic,1
242,242,242,242,203,"RT Contrary to popular belief, Americans agree on a lot more hot-button issues than youd think like abortion, climate change, and LGBTQ+ rights. Now thats an America worth celebrating. Learn more: ",1
243,243,243,243,719,RT Instead of hearing stories during June about lgbtq pioneers.... We should be telling the stories of the men and women who died serving this country and giving us all the freedoms that we have. The lgbtq community would not exist without those who died for us..#EndPrideMonth,1
244,244,244,244,763,"RT Let's help spread the word about our hard work. Drop your covers, links, blogs, poetry, and whatever else you have. Support. Like. Retweet. #ShamelessSelfpromoThursday #ShamelessSelfpromo #writing #writerslift #writers #WritingCommunity #LGBTQ",1
245,245,245,245,762,THIS !!!! this is how I feel cause I'm not the gender I was assigned at birth but I'm neither transmasc nor transfem,1
246,246,246,246,276,#MakeCryptoGreatAgain Lets Go Brandon Token. The Peoples Token. . Buy On PancakeSwap with BNB (BEP 20) $LGBT is the ONLY FULLY AUDITED BRANDON/PATRIOT PROJECT 7% Rewards To Holders (only Patriot Token to offer this) #lgb #BSC ,0
247,247,247,247,646,"Finally, trans ppl have been around since there have been ppl - they are not a new thing that showed up in the last few years or decades https://t.co/Rsiv6ux4EO https://t.co/qxYr9xnf5j ",1
248,248,248,248,58,account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,0
249,249,249,249,556,"Father of the victim alleges perp was gender fluid. Policy 8040 requires students to use the facility that corresponds to their consistently asserted gender identity, not to their shifting self-ID. Unclear if perp was in violation of that policy. ",1
250,250,250,250,71,"RT Oh come on, thats the most ridiculous statement Ive read all day. Its so rude to say youd be terrified for innocent people to see that youre LGBTQ+ or Jewish just because JK did shitty stuff. They are not JK.",1
251,251,251,251,870,"The Trump administration wrongly and unlawfully sought to eliminate much-needed health care nondiscrimination protections for LGBTQ+ people and people with limited English proficiency, among others, by carving them out and limiting the scope of entities to whom the rule applied.",1
252,252,252,252,440,"Said by the asshat defending and his transphobic, homophobic, and generally stupid takes. Grifter. Difference between you and Dore? Literally none.",1
253,253,253,253,236,Yeah. Lets just white wash the entirety of LGBT history.,1
254,254,254,254,871,Facebook lgbt censorship strikes again. Follow MPacts new page ,1
255,255,255,255,720,"RT 2021: The UN Independent Expert on sexual orientation and gender identity presented a report before the UN Human Rights Commission and the UN General Assembly proclaiming that gender is a ""suprabiological phenomenon"" that will not impact women's sex-based rights. ",1
256,256,256,256,825,RT Texas was successful at stripping the constitutional rights of half its population. So now? Lets ignore the US Constitution and get rid of rights for LGBT citizens. This is scary shit. ,1
257,257,257,257,512,RT Please read this editorial from the @sanduskyregistr. Ohio lawmakers have literally been attending trainings on how to mainstream public anger about LGBTQ+ rights and anything to do with race in education. ,1
258,258,258,258,856,RT Thirty years ago he wouldve been saying that letting your kid be openly gay without putting them in conversion therapy was child abuse. Its basically the same thing.,1
259,259,259,259,465,RT it's kinda homophobic that it's October and i don't have gf or a couple to sing We Fell in Love in October together,1
260,260,260,260,14,"I am a straight male, but I appreciate your comment. I had a lesbian business partner who I adored, she acted like normal.people should, she was shunned by the so called LGBT community. She didn't run the streets naked in a parade around children. You are a smart lady.",1
261,261,261,261,162,RT Same freshman was being quite a bit more homophobic today. Bringing up the bible and shit. Shut the hell up I'll litera,1
262,262,262,262,179,"RT Climate, abortion, healthcare, student debt, voting rights, decriminalization, LGBTQ+ rights, and so much more... ",0
263,263,263,263,332,"RT By inappropriate nonsense, Zahawi means LGBTQ+ acceptance. By forced, Zahawi means taught. Most UK folks dont want to return to the days of Section 28. But theyre forcing your kids to be woke trans is guaranteed votes and you all know it. ",1
264,264,264,264,555,"Indeed, Glenn Youngkin is a damned traitorous Trumpite & Dominionist in one. https://t.co/PkhlKhX7zL https://t.co/NY2GVCiDn0 https://t.co/mCHexQspsM https://t.co/4G0PKpp72I https://t.co/MrVk6CvxrK https://t.co/3i3KrRnGDS https://t.co/OMqq1ThuPP ",0
265,265,265,265,655,"RT Disasters like #Ida increase the risk of sexual, domestic and gender-based violence, which disproportionately affects wom",1
266,266,266,266,915,PLS it's really a fucked up situation coz he is a really nice guy but when I found out he was THAT homophobic I just didn't know what to do,1
267,267,267,267,223,But still society sees lgbt people as abomination like some Christans and muslims. It will take some years to change the perception of people. Some peoples mind are still endslaved by western influence.,1
268,268,268,268,906,Thats because people dont understand what gender dysphoria is. They think its hating your body and everything. But gender dysphoria is purely the disconnect between your birth sex and your gender. Between your brain and body.,1
269,269,269,269,411,"RT Thanks for the first part. But regarding the second, I'm sorry you haven't seen as much of our LGBTQ community that I have around the World. Out of the tens of Millions of LGBTQ We are as DIVERSE as any other group & therefore EVERY type is loved by some & disliked by others ",1
270,270,270,270,199,RT NEW: SNP's LGBT and student wings call for leadership to remove whip from Joanna Cherry No answer from SNP despite requests for comment. ,1
271,271,271,271,324,"RT in honor of vernons birthday, we donated $150 to dding dong, and LGBT support center in korea #____ #Bands_Boy_VERNON_Day ",1
272,272,272,272,631,"RT ""As a proud member of the LGBTQ+ community, I am deeply concerned about laws being enacted across the country"" ",1
273,273,273,273,35,"RT Naur but like how are cis people ok with the gender their assigned at birth? They're just like ""sounds good to me."" WHAT???",1
274,274,274,274,239,"Also, gender identity ideology *is* conversion therapy for young gay and lesbian people.",1
275,275,275,275,405,"RT And I really understand some of the opinions from Russian players; what about other countries that ban LGBTQ relationship or are extemely homophobic, i.e. Poland, Hungary... Or how about U.S. states that want to ban LGBTQ content from schools?",1
276,276,276,276,741,"Twitter should state clearly and forthrightly that it will withdraw its AfricanHQ from Ghana if this homophobic Sam George MP anti LGBTQI hate bill is passed through parliament. The civilised world will not tolerate it. Ghana, the world is watching you!",1
277,277,277,277,894,"RT Tick, tick... BOOM!"" is a loving tribute to the late Jonathan Larson, with an all-star cast to boot. We see you, @MjRod",0
278,278,278,278,765,Nothing a little conversion therapy cant help with ,1
279,279,279,279,692,"Bc Westerners arent saying hey, you guys need to be BBQing & worshiping Jesus!no matter how much they try to suppress it, there are LGBTQ people in Saudi Arabia.",1
280,280,280,280,1093,"""prohibits classroom discussion about sexual orientation or gender identity in certain grade levels"" is so vague that it could mean anything about anyone who is LGBTQ. That's the point. ",1
281,281,281,281,579,"I should spend less time on communities like this, I start to get red pilled and dislike the lgbt community more and more",1
282,282,282,282,221,"RT hey alvin! look at the homophobic post i made, bitch! simon, what the actual fuck. youve been doing this ever since i came out as bi. youre just an asshole. i dont even know why i call you my brother anymore, dickhead.",1
283,283,283,283,595,I agree but I don't think they'll give lgbt representation that isnt canon which sucks so im counting more on poc actors/actresses,1
284,284,284,284,641,dowon rlly came at the last chapter this is so homophobic ,1
285,285,285,285,926,"Would you stop being homophobic racist sexist pro slavery and a anarchist , thanks",1
286,286,286,286,970,"RT Ron DeathSantis thinks that passing his ""Don't Say Gay"" law will keep school children from learning about sexual orientation and gender identity. That's cause banning a subject in school always works. Perhaps he thinks that not learning about those topics will make them go away.",1
287,287,287,287,291,Did you force yourself to have sex...? Then ylu arent forced to birth. You chose it. A woman has a 86% chance of getting pregnant from sex. Would you drive your uninsured car with the same odds of possibly killing someone.. Then why a baby,0
288,288,288,288,438,Today's democratic party is aligned with LGBT and trans agenda. The current state is anti nuclear black family. Those are not conservative ideals. We put these people into office at alarming numbers. Unless you are insisting that was still the best available option.,1
289,289,289,289,830,the way a lot of the ones who question her sexuality are lgbtq+,1
290,290,290,290,373,"RT You know his name, and you definitely know his hat. Fresh from taking silver in Beijing, the brilliant Bruce Mouat joins the BBC's LGBT Sport Podcast to talk everything from curling to coming out to carrying the flag. It's a cracker, this one. Listen | ",1
291,291,291,291,84,Bloody males parading around saying they are lesbians and no mechanism for lesbian spaces or groups to be able to kick their homophobic asses out. Women have to put up or shut up.,1
292,292,292,292,264,RT Via Watch: Psaki Expertly Unleashes on Trump for Subverting Our Constitution and Defending a Mob ht,0
293,293,293,293,1008,"RT Given that this BBC piece will have been vetted by lawyers and various others, the intellectual dishonesty of sentences like, Kay doesn't believe a person can change their biological sex is depressing if not surprising. ",1
294,294,294,294,791,"Basic access and respect for persons are vital current needs, as are inclusion of these groups in research, education, and clinical care. Given continuing oppression of #LGBTQ people, this chapter is all the more needed.",1
295,295,295,295,295,"RT I know in Rwanda no one is moving around, looking for LGBTQ people to subject them to harassment. Thats a fact that you strangely dont care to check (obviously it runs counter to your narrative).",1
296,296,296,296,841,"RT #PrideEdSummit We're delighted to announce our esteemed speakers for the session """" at the - https://t.co/7tapZ8HPzI #LGBTQ #lgbtAlly #Queer #PrideCircle #Pride2021 #lgbtcommunity #queerindia #Diversity #inclusivity #lgbtyouth ",1
297,297,297,297,479,"just a simple google search has shown me countless of events suitable and targeted at the elderly around cardiff. thats the point of a library, community. just bc lgbtq+ events are more controversial therefore more talked about doesnt mean other typical events arent happening.",1
298,298,298,298,217,"RT over 120 LGBT books releasing in february, sorted by genre, all in this little thread ",1
299,299,299,299,424,I'm so sorry I mean LGBTQ I make so many mistakes oh god I might be dyslexic or just stupid,1
300,300,300,300,898,"RT Historic LGBTQ+ People Chavela Vargas (1919-2012) Costa Rican-born Mexican singer, she challenged mainstream Mexican morals by dressing in mens clothing: https://t.co/YWnXsmzXii #lgbtqrights #lgbtqcommunity #lgbthistorymonth ",1
301,301,301,301,557,RT The couple shared a sweet MAKE OUT sesh on the jumbotron as they attended LGBTQ+ Pride Night at Dodger Stadium. ,1
302,302,302,302,713,RT White cis feminists have a lot of privilege and power within activist spaces. We have historically prioritized our wants/needs and oppressed the voices of marginalized people from black women to the LGBTQ+ community.,1
303,303,303,303,634,"Her reasonableness was shirt and an aberration - her history in SC is full of partisan shenanigans. Google Mace, FitsNews, Will Fits, feud with Nikki Haley, homophobic slurs against Lindsey Graham Remember her drama over 1/6 with AOC - barely a month after she was sworn in?",1
304,304,304,304,843,RT Howdy new followers! FHF is a TX based group of LGBT+ artists bringing you fresh and fashionable clothing and accessories! Where to find us: Shop: https://t.co/tjQWx7hPuX Email List: https://t.co/6dqqPj7jcN Discord: https://t.co/CgN8Dlq4Xt Twitch: ,1
305,305,305,305,339,"Conversion therapy really should just be called what it is, torture. It's like torturing someone to get information. They'll say or do anything to get the torture to stop. Even pretending to be straight out of fear of being tortured again.",1
306,306,306,306,925,RT At least 34 Lawyers Arrive Court To Defend Suspected M*rderersof Deborah. TRENDING: Asaba #lekki #ASUU Sokoto Pooja LGBTQ Accident Cuddle South Africa Slim Deborah Progress ,1
307,307,307,307,747,Why should people that see LGBTQ and Queer people as less than and perpetuate homophobia and harm be treated in good faith? That's my question. It isn't performative anger.,1
308,308,308,308,1039,"Twitter redefining the term ""groomer"" as an anti LGBTQ slur and then suspending accounts for using it even when they are describing actual child predators https://t.co/TNG54AZMqi ",1
309,309,309,309,1023,"RT ""Ms Calder...said the First Minister was giving away the word woman for 100m She said: Redefinfing the word woman, allowing any male to change their birth certificate to female, is the ultimate sexism. ",1
310,310,310,310,625,If you do no possess affectional attraction it quite literally does not fit the definition of a sexual orientation ,1
311,311,311,311,138,"RT ""Fear wasnt nearly as palpable when it could be denied. -A Flight in the Heavens #WritingCommunity #Fantasy #Steampunk #readerscommunity #booklovers #BookWorm #authors #LGBTQ #booktwt",1
312,312,312,312,882,RT 59% FUNDED AND CLIMBING!! Less than 2 days left to unlock an extra $20K! --> ,0
313,313,313,313,428,I made a map of these locations and am making a larger archive of relevant #Baltimore #LGBTQ #Maryland items at https://t.co/Qu5tKrsoA7 @baltimoresun,1
314,314,314,314,59,RT #tgirl cute #transwoman Hot Girlcock #lgbt #transgirl ,0
315,315,315,315,141,I so respect your daughter for persevering in findg a Christian community that welcomes her. Lots of the LGBTQ+ community just give up (for very understdable reasons) & then wind up losing their faith. We need wider & longer hearts and communion tables in the church-at-large.,1
316,316,316,316,674,RT Republicans have a new policy for attracting POC ,0
317,317,317,317,564,I feel like we should just call a gene gay to make her happy,1
318,318,318,318,819,"The official rep of the lgbtq community and for strong independent women everywhere.Many youtube streamers are bigots,but gen is different.She wants us to enjoy disney entertainment like anyone else. ",1
319,319,319,319,422,"I mean unless they surveyed the entire population that data is not accurate, and I personally dont remember filling out a survey about my sexual orientation",1
320,320,320,320,822,"RT ""Some ""conversion therapy"" practitioners have used the language of civil rights movements to advocate for themselves"" ht",1
321,321,321,321,193,RT This is fantastic. Curlers of all gender identities and expressions should be allowed and encouraged to participate exactly as they are hope other national governing bodies will follow suit. ,1
322,322,322,322,349,"Yesbut Leningrad Lindsey is not openly gay and fights for policies and an organization that is rabidly homophobic. So its awfully tempting, if wrong.",1
323,323,323,323,1081,"I cant imagine. Im pronoun agnostic for the most part and I present as my birth sex, also for the most part, so I get the expected pronouns. But I do get a thrill when someone uses different pronouns sometimes.",1
324,324,324,324,815,"RT Because gender is a social construct (by definition) and race is genetic. Before you ask, no, sex and gender are not the same thing. Sex is biological while gender is a group of characteristics assigned to sexes through experiencing life in society + culture.",1
325,325,325,325,393,RT 'I shot that n***r 119 times': Mississippi police chief is fired after bragging about killing 13 people and making racial and homophobic slurs ,1
326,326,326,326,68,"I dont know what you mean by that, but there is no option to have sex in WoW. Being Ace has little to do with gender, do you mean gender- fluid or non-binary? What would you change to make it more inclusive?",1
327,327,327,327,811,RT Three Polish regions repeal 'LGBT-free' declarations ,1
328,328,328,328,396,"RT No, not scolded. But shunned as if being monogamous is the outlier in LGBTQ+ relationships. People don't want to interact if they can't have the potential of having sex with you. Not all but i've felt this with many.",1
329,329,329,329,833,RT #lgbt #transgender #transexual beauty beautiful ,1
330,330,330,330,253,"Well...we came of age a time when the Catholic Church's extensive efforts to cover up CSA came to light, when documentaries like ""Jesus Camp"" revealed to many of us the dark side of evangelistic ""Christian"" churches & the way they treat LGBT & non-conforming youth.",1
331,331,331,331,877,RT Butterflies in my stomach keep growing se were getting closer and closer to my trip to get my ancestral markings!!! I only received enough just for one taxi trip to the airport shuttle office. I paid for the rest of it ojt of pocket. LGBT allies & white people spread cheer today! ,1
332,332,332,332,851,Here let me fix that headline BREAKING: Rainbow 7 insist they are still a bunch of homophobic wankers!,1
333,333,333,333,74,"RT Many Republicans are going to skip Biden's State of the Union address! Why am I not surprised? They have already attacked voter rights, women's rights, LGBTQ+ rights, immigrants, the poor & homeless. #GOP & Trumpism are not on our side! #SOTU2022 #IStandWithBiden #DemVoice1 ",1
334,334,334,334,611,"No such thing as fringe conservatives, no such thing as hate towards LGBT.",1
335,335,335,335,455,"RT Those who deny biological sex are dangerous and disingenuous; its time the rest of us stood up to them, writes Nathan Wi",1
336,336,336,336,1067,"RT LGBTQ individuals are 4x as likely to consider or plan a suicide than non-LGBTQ peers. Putting out messages that they are somehow wrong only continues to exacerbate that. Official policies from state governments, implemented in schools, make it worse. ",1
337,337,337,337,117,"RT Hey and , I know youre busy, but the LGBTQ+ community is drowning in these attacks by state legislatures. Just the discourse around these bills is harmful. We need federal protections. Please. Not just words. Please DO SOMETHING.",1
338,338,338,338,597,"it was very funny but in all the wrong ways, naming the monsters ""deviants"" feels on some level deeply homophobic, and the entire movie was so poorly lit i felt like there was simply no point to trying to watch it at all",1
339,339,339,339,252,"Yeah, there are. But y'all have a problem with LGBT couple, unmarried couples and even just poor couples adopting children, so the vast majority of people who want to adopt CAN'T ACTUALLY ADOPT! ",1
340,340,340,340,782,RT Good Morning Sexy People. Im off to do a LGBTQ Affirming Healthcare training class. Like my watch face? Have a great day! ,1
341,341,341,341,697,"RT latter of these people, who we would refer to as ""transgender"" today, could be heterosexual OR queer in sexuality. He also acknowledged that those with a fluid experience of gender and those without a fixed gender existed and that this was something natural for them.",1
342,342,342,342,910,"RT For the love of all things American please solve the riddle that is Lindsey Graham. If he is gay fine, but the hypocrisy and loathing he has for minorities and lgbtq needs to be answered for.",1
343,343,343,343,931,Youre an idiot and a disgrace to the lgbt community ,1
344,344,344,344,457,"RT An otherworldly sensual presence: #LGBTQ #lesfic #erotica pic: A slender phantasm was visible to me. Pale, translucent and luminescent, the naked sprite was straddling my face. Her head was tilted back, her mouth opened wide...",1
345,345,345,345,838,"""Oops, I racially abused fellow players and made repeated homophobic comments while showing no remorse for my actions, what a silly goof-up!"" -Tony DeAngelo, apparently",1
346,346,346,346,180,RT TWITTER IS HOMOPHOBIC PLS HELP ME FIND MY MOOTS I CANTTTTTTT #sttwt ,1
347,347,347,347,310,"RT ""This sentencing opens the door for more draconian judgments against LGBTQ persons. It's a call for violence."" William Rashidi, ",1
348,348,348,348,337,"RT the part where you deny people the agency to declare their own sexual orientation & say they are not attracted to males/females, body parts, gender expression, whatever else. you are being coercive in asking people to ""give it a go"" and denying exclusive sex based attraction",1
349,349,349,349,346,"RT What a fucking mess! Just the way we like it. Wet, hard, oversized and in your ass. Click the link to see my dick destroying tiny little buttholes! https://t.co/KxrPoT0E3F FREE CUMSHOT COMPILATION ON SIGN UP #onlyfans #bestthereis #LGBTQ #gay #ContentCreator #stud ",0
350,350,350,350,1071,"Oh, man, that song has one of the most homophobic lyric bits in hip-hop history. Says it, then clarifies precisely what he means by it.",1
351,351,351,351,155,I am a Native New Yorker and Ally to the #LGBTQ community. Kita's family needs answers as to who killed her ,1
352,352,352,352,649,You haven't read the bill. It prohibits teachers from speaking with kids between 5 and 8 years old about anything to do with sex or gender. Doesn't matter if it's straight sex or LGBTQ sex/ gender. It's NOT age appropriate. Period.,1
353,353,353,353,1012,RT Support groups who are fighting for LGBTQ+ inclusion like and with a workplace giving pledge. It's the simplest way you can make an impact in ending unjust discrimination in Wisconsin. Learn more: ,1
354,354,354,354,245,"RT The law, known as House Bill 25, would require students to participate on sports teams that correspond with the gender on th",1
355,355,355,355,761,"Israel is a multiethnic multicultural multi faith parliamentary democracy where live Jews,Arabs,Druze, Circassians,Armenians and other citizens all of whom have equal rights regardless of ethnicity, faith, sex or sexual orientation",1
356,356,356,356,100,RT We'vesigned up in support of this open letter from@THijabis,0
357,357,357,357,891,RT 22 seconds for Transgender Law and LGBT in Pakistan. #__ #___ ,1
358,358,358,358,356,RT https://t.co/WDnej3xJhd Commander Stephanie Sterling to take part in UKs first LGBTQ+ wrestling event via PCW UK Live Wrestling by @notCursedE,1
359,359,359,359,679,"Where's your savior? Still can't refute the premise can you? My dad was a marine I'm not LGBTQ, but I support their struggle. Nice stereotyping though",1
360,360,360,360,286,Thank you so much for you support please could you sign and share the petition for our brother Jack and the boys to get them justice they deserve thank you ,1
361,361,361,361,104,"RT ...and the Hasenbush, Flores, Herman study is discussed & linked to in this Teen Vogue article: ""...fears of increased safety and privacy violations as a result of nondiscrimination laws are not empirically grounded."" #trans #transgender #LGBTQ",1
362,362,362,362,993,if it wasnt homophobic and also bad it would be funny,1
363,363,363,363,139,"If every player, coach and owner of all races, gender and sexuality were held accountable for homophobic, misogynistic and racist comments made in their lifetime, how many people do you think will be left in the NFL? #gruden",1
364,364,364,364,481,"RT Bro thats a whole new paragraph what the fuck are you going on about? Theyre saying not to commoditize or novelize LGBT people, because in the end all that does is make people treat them differently instead of treating them like normal people.",1
365,365,365,365,956,"RT Judith Kasen-Windsor, widow of Hamptons civil rights icon Edie Windsor discusses Edie's Backyard BBQ, her healthcare center and her legacy for LGBTQ+ community. ",1
366,366,366,366,930,"RT Tony, I still think the Nba going to Abu Dhabi is even worse because of the stands it took on LGBT rights and, in all honesty, we, media members covering the league as a whole, let them off the hook...",1
367,367,367,367,875,Youd rather see millions incinerated and untold suffering of innocent people than deal with the idea that its wrong to persecute LGBT+ people? And Im gather from your avatar that you consider yourself a Christian?!?!,1
368,368,368,368,881,"RT Something I have no hard evidence for but am convinced is true is that, regardless of sexual orientation, women think other women are beautiful more often and to a greater extent than men do",1
369,369,369,369,577,And orgs like Daytimers have made a concerted effort to free our community from those shackles that have otherwise held back the LGBTQ+ community (thru no fault of their own). I can't imagine how liberating these SA movements must feel to them,1
370,370,370,370,278,RT #LRT yet people won't call her out cause she's a woman. Women are homophobic yo. ,1
371,371,371,371,758,"RT wille rly said ""hello lgbt community"" in this scene ",1
372,372,372,372,290,RT Apparently it's #LGBTQSTEMDay so sending love and support to all those LGBTQ scientists around the world from this proudly queer research scientist ,1
373,373,373,373,749,Day 21: Favorite lgbt ship Coliver (How to get away with murder) and Vauseman (Orange is the new black) ,1
374,374,374,374,539,"RT #DemVoice1-Jonathan Mitchell, the former solicitor general of Texas who is the architect of Texas anti-abortion law, his new target PrEP access, marriage equality, and LGBTQ+ rights! ",1
375,375,375,375,119,"RT Last night I submitted my motion on Trans rights and the role the Council and Councillors have to play in standing with, and upholding the rights and protections of trans people. I am DELIGHTED to say it passed #transrightsarehumanrights #LGBT ",1
376,376,376,376,66,"RT Franklin Graham post to his 10 million zombies supporting the anti LGBTQ, anti math, anti press, anti freedom of speech, anti black voter FL Gov ,on his anti Disney stance. Sure sounds Republican for someone who went Independent 7 years ago.",1
377,377,377,377,355,California teacher in LGBTQ grooming case is mom of transgender son ,1
378,378,378,378,939,RT Early morning wake up call #daddysdick #daddyson #daddyandson #bigdickgay #bigdickworkship #colorado #bidaddy #LGBTQ h,0
379,379,379,379,1074,RT #anitwt mutualan anyone ? ps. homophobic please dni,1
380,380,380,380,131,"RT What's really happening in society is ""ELITE Privilege."" No matter gender, religion, race, sexual orientation, etc, it's in their best interest keep any1 they deem of lower class/social status divided. We've been conditioned 2 give them free pass 2 follow different set of rules. ",1
381,381,381,381,971,"RT No one cares what adult trans people do, as long as it doesn't infringe upon people of the biological sex they're pretending to be. Transitioning children is the problem.",1
382,382,382,382,167,I used to be in the most LGBT-friendly state period with the same situation Now I'm in a purple state but in the most Blue part of it and same situation,1
383,383,383,383,725,"RT Liverpool Loves You Join us this weekend as we celebrate Liverpool City Regions LGBT+ community. Saturday 14th May, from 2pm L2 8TZ Find out more here ",1
384,384,384,384,672,You think homophobic parents are welcoming trans children? Are you fuckin high?,1
385,385,385,385,648,But thats because you only see those politicians for their anti lgbtq so that is your priority.,1
386,386,386,386,482,"their lesbian relationship w the trans/homophobic mc is so ""egg being in lov w the idealized version of themselves despite it being a toxic abusive mess"" vibes...",0
387,387,387,387,61,"RT they're right. Legend of the Galactic Heroes is a LGBTQ+ show with sex, drugs, alcohol, and lots of profanities",1
388,388,388,388,854,"Next week is International Day Against Homophobia, Biphobia and Transphobia Prism is Coventrys LGBTQ+ Youth Group, for people aged 13 to 18, from Coventry and the surrounding areas: https://t.co/Aw8ePjbZsx #IDAHOBIT2022 #idahobit ",1
389,389,389,389,544,actually this applies to any form of lgbt media. please stop doing this<3,1
390,390,390,390,227,RT Kinda ironic how exclusive the lgbt community is.,1
391,391,391,391,124,of trans people at times because hes shown to be kinda homophobic so he probably wouldnt view her in the be best light.,1
392,392,392,392,287,RT A thread on the inadequacy of the consultation process for the UK conversion therapy law. The consultation over Bill C-6 in Canada was virtually non-existent. please take note. Have you even thought about any of the issues raised here? ,1
393,393,393,393,196,Maybe if you educated yourself you would have known that Military folks get more than one day instead you had to attack the LGBTQ community. ,1
394,394,394,394,863,"""Some people who are transgender will experience gender dysphoria, which refers to psychological distress that results from an incongruence between ones sex assigned at birth and ones gender identity."" Do you understand the difference between distress & disorder, sugar plum?",1
395,395,395,395,389,"RT Hey, guys! Who else would you like to host #qmk on ? :) Also, who are your favorite LGBTQ+ personalities on #kumuph?",1
396,396,396,396,98,"RT One of the cis people at the #NotSafeToBeMe protest in London, was my great friend @LirvaC. This person is an absolute inspiration, a valued member of the LGBTQ+ community, who goes out of her way to make sure LGBTQ+ people are always included and heard. ",1
397,397,397,397,552,i know shes literally not homophobic. its still an experience and im unsure if im here for it ,1
398,398,398,398,756,And you know what is so disgusting about it that he is gay and he completely ignores how #CCP suppress #LGBT activists in #China.,1
399,399,399,399,610,"RT There are so many people that just don't see the bigger fucking picture, and sadly that includes a large chunk in the LGBTQ+ folks.....they come for one of us, that means they're going for EVERYONE. ",1
