,label,text
380,0,"I just found an entire conspiracy theory section of Twitter dedicated to the coronavirus ... including one twitter thread with 10K likes that goes from ""There's very elevated sulphur levels out of Wuhan"" to ""China must be burning 14,000 bodies"" REAL QUICK."
2056,1,"China, was not declaring war. It's a full 45 minutes."
691,1,Using facial recognition for payments in grocery store in China  pic.twitter.com/6ed8NTTXaO
3536,1,"Trade War Progress: China Caves, Lifts Ban on US Poultry Products  https://www.westernjournal.com/trade-war-progress-china-caves-lifts-ban-us-poultry-products/ …"
3889,1,I just found plane tickets to Bali for $500 round trip. Gotta layover in China first though. Where do I buy Ebola suits at so I can go? Lol.
293,0,High Apple iPhone maker Foxconn restarts key China plant with 10per cent of employees -source – NEWPAPER24  https://newpaper24.com/top-apple-iphone-maker-foxconn-restarts-key-china-plant-with-10per-cent-of-workers-source-newpaper24/ …
2272,1,"Dear China,  Be kind to animals.  Don't eat animals.  Stick to veggies.  Thank you."
2909,0,I'm sure when they're playing in China they actually do stand.
3505,1,"Coronavirus not a global health crisis, WHO says; China restricts movement of 20M people in 3 cities  https://news.yahoo.com/china-quarantines-cities-stop-spread-140059290.html?soc_src=hl-viewer&soc_trk=tw … via @Yahoo"
422,1,China’s first blockchain-based unsecured loan granted on OneConnect financing platform -  https://is.gd/Lekk9k  #bitcoin #btc #bitcoinnews #blockchain
368,0,10 Films to know me (not in order)  1. Fight Club 2. Akira 3. Waking Life 4. My Dinner With Andre 5. Where The Wild Things Are 6. 28 Days Later 7. Spider-Man 2 8. There Will Be Blood 9. Big Trouble In Little China 10. Menace 2 Society  https://twitter.com/morbidcuriousty/status/1230304985012998150 …
4140,0,"A huge blind spot, when it comes to China."
1421,1,We may stop eating in China town for a while.!
2367,1,WHO chief says coronavirus still an emergency for China  https://france.timesofnews.com/who-chief-says-coronavirus-still-an-emergency-for-china …
2609,1,"I believe you are not in China or you are totally blind because you are telling the lies. If you open your eyes you will see the authority always calling for tolerance of Wuhan and fighting together to virus. But you don't care, because only believe what you want to believe."
3724,1,"9...Trump has announced effectively ""All American medical personnel who travel to China to help save us, you either are or may be blocked from returning!"" Of course, that means either they stay in China and increase their risk of death OR...go somewhere else, where they spread..."
2509,0,So for three weeks I’ve been saying get conservative with your portfolio. Hopefully you listened.  #coronavirus #SouthKorea #Japan #china #iran #italy
685,1,We have tens of thousands of these spies from China. Any ideas?
1947,1,US limits AI exports over fears it will fall into Chinese hands #ArtificialIntelligence #departmentofcommerce #china via  http://twinybots.ch  https://www.engadget.com/2020/01/04/us-limits-ai-exports/ …
2781,1,"Can the coronavirus be stopped, and how can it be stopped. The virus has infected too many in a short period of time. China's whole transportation must be monitored & restricted. Hospitals should be well ventilated, & with less stuff/surface for the virus to land on.  pic.twitter.com/ncorrv2JbT"
2214,1,"Out of 21 members 12 of them are foreigners from countries like China, Japan, Thailand, Germany, Canada, USA. The multicultural aspect is definitely part of their identity."
2694,0,"Not a museum, but, one of my favorite insane-people-in-the-wild stories: there was this lady naming off almost every country incorrectly to her three-year-old on It’s a Small World. Only ones I remember now are “it’s Canada, with the penguins!” and “there’s China, or maybe Japan”"
3765,1,"Sereno calls for action against the government's ""Manchurian"" policy that favors China over the Philippines' own interests. #LawfarePH #StopLawfare | via @JCGotinga"
1137,0,"diversity of east asian.  japan, china, hongkong, thailand, all have different culture.  what is diversity in their opinion? but it's my definition of diversity."
2269,1,"Hey @senatemajldr maybe Joe Biden should get China to investigate your wifes family? Maybe he should get India, Indonesia, China or Turkey to investigate the Trump family? Thats all fair if you think what Trump did is ok. He can even risk national security while doing it!"
3467,1,If they do ship from China eventually and Bloomberg is correct (production costs fall 20% and passed on)...we could have a $60k AUD Model 3 on our hands!   https://www.bloomberg.com/news/articles/2019-12-27/tesla-to-deliver-its-first-china-built-cars-on-monday?utm_medium=social&utm_content=business&utm_source=twitter&utm_campaign=socialflow-organic&cmpid=socialflow-twitter-business …
2670,1,"For the north to activate a war strategy, Beijing would have to give the OK. North K has no supply train and their country lies in waste. China knows that a few missiles that MIGHT hit their target and a single massive Aircraft C can't take us on. 7million soldiers do no good..."
2386,0,"Because Jackson was black he experienced more intense & unfair investigations and treatment and came out exonerated because he was innocent but this narrative doesn’t fit your confirmation bias  You need a psych evaluation, you’re on the brink of lunacy. You’re showing symptoms pic.twitter.com/TGkrEV9Spv"
643,1,22 Years Later: How China Destroyed Legacy of the Hong Kong Handover  https://www.breitbart.com/europe/2020/01/01/22-years-later-how-china-destroyed-legacy-hong-kong-handover/ …
2159,1,Yet Iran wont stop travel between them and China now several of their leaders are dieing of Covid19 coronavirus. But hey let's wait for science first cdc slammed purel for saying it kills the flu but now it kills Covid19.
3326,1,Some of private schools in Phnom Penh decided to close for two days ( Monday & Tuesday) due to the #coronavirus outbreak in China & temperature check before entering schools.
2477,1,Raising Retirement Age? Not a Good Idea in China  http://www.visiontimes.com/2020/01/05/raising-retirement-age-not-a-good-idea-in-china.html …
933,1,I believe what you mean to say is they “snuck” in to a country and were caught... yeah that sometimes happens when you SNEAK into another country.. hey at least here in this country we just deport them.. not lock them up in a prison for years and years.. try sneaking into China
1422,1,"Unfortunately such technologies are  infringments on privacy. We need to have good policing that is true , but there are limits which we need to adhere to other wise we risk becoming a police state . Over policing is a real threat. Look at china as an example"
3161,1,"Coronavirus Outbreak: Nearly 100 new deaths reported by China, death tol...  https://youtu.be/IYNgFoEqPlc  via @YouTube"
663,1,"Well, the delay is that it was being translated. Tells me China set their own terms if there was no simultaneous translation."
2179,1,China Erases 2% Drop in Minutes; U.S. Futures Rise: Markets Wrap  pic.twitter.com/fESzMm96Be
2128,1,"Pegatron and Foxconn have turned to another source of temporary labor: student workers, drawn from China's thousands of vocational colleges. During holidays, they intern as poorly paid assembly workers."
2215,1,Coronavirus: China praises PM Modi’s letter to Xi  https://somsirsac.wordpress.com/2020/02/10/coronavirus-china-praises-pm-modis-letter-to-xi/ … pic.twitter.com/KsoTGdPw8U
3971,0,There is a #Crude surges over #fundamental shift in #oiltrade; #demand and #supply remain muted  Read more:  https://kalkinemedia.com/2019/12/31/crude-surges-over-fundamental-shift-in-oil-trades-demand-and-supply-remain-muted … @kalkineau @KunalSawh #oilandgas #tradewar #USA #China #BusinessGrowth #Geopolitics #yield #drilling #oilprice pic.twitter.com/MBSmJDdskW
733,1,"CCP virus! And it is made in China, Wuhan P4 Lab!"
2661,1,China Accepts Offer for US Scientists to Help Study Coronavirus  https://www.theepochtimes.com/china-still-hasnt-accepted-offer-for-us-scientists-to-help-study-coronavirus-cdc_3225441.html … via @epochtimes
3284,1,"Meanwhile, China has become segregated due to flu.  We woke?  WHO?"
2320,1,"Wuhan virus toll in China rises to 56 dead, more than 300 new cases  https://str.sg/JcXb "
3405,1,Latest on coronavirus spreading in China and beyond  https://www.articletrunk.com/latest-on-coronavirus-spreading-in-china-and-beyond-20/ …
1411,1,"#NoMeat_NoCoronaVirus Stop eating meat.  Otherwise, it has to be forced to stop, as china stopped meat due to the corona virus. For more information, you must visit Sadhana Channel 7:30 pm to 8:30 pm daily.  pic.twitter.com/YpcW88ayqT"
3350,1,"In a clear message to the U.S., China has openly tested its nuclear-capable D-F-26 hypersonic ballistic missile. The D-F-26 is claimed to be able to reach 18 times the speed of sound...."
829,1,ok can bali now ban the tourists from china from travelling...we really dont need the virus to spread😐
1479,1,"China Cuts Reserve Ratio By 50bps Ahead Of January's $400 Billion ""Liquidity Hole"" | Zero Hedge  https://www.zerohedge.com/markets/china-cuts-reserve-ratio-50bps-ahead-januarys-400-billion-liquidity-hole …"
1589,1,Well...the US could accuse China of whipping up a virus...
1182,1,"China’s smart supercities powered by 5G to become new growth engine - The next phase of growth in China could come from developing smart supercities through #5G connectivity, smart grids, renewable energy and modern transportation  https://www.rt.com/business/475596-china-smart-supercities-5g/ … pic.twitter.com/aiiGJ6ie0A"
1299,1,Today I overheard some uncles discussing that intel leak is that #CoronaOutbreak is result of China's failed attempt to make chemical weapon🙃
1427,1,"It's not so simple, either. Many products will say ""Made in USA"" or use wording that makes you think it is. The bulk ingredients for many supplements/drugs/vitamins are made in China, then put together here. If you ask the company they'll never admit to Chinese sourcing directly."
3071,0,"I just listed: 'Women in College: Shaping New Feminine Identities (Classics in Gender Stud...', for 44.95 via @amazon  http://www.amazon.com/gp/product/0759107262/ref=cm_sw_r_tw_myi?m=A1TJXAPT3KE5UE … China Virus USA"
1543,1,I take your word for Chinese in China. Not my experience of Chinese in America.  https://twitter.com/sharlow_2/status/1224156622336987143 …
3743,1,Oh. Do you know the election in China taiwan province? How wonderful. After you comparing the development between them，you will be shameful to say. Taiwan province，which located in a bad situation
659,0,#NEW: The #UnitedStates Postal Service (USPS) will temporarily suspend items destined for #China and #HongKong.  via @SCMPNews citing @AP #coronavirus #WuhanVirus #COVID19 #China
831,1,China Omitted (or Originated) Viral International Disaster!
1058,0,The Chinese will eat it @china
1843,0,"Remember “the flu” kills 29,000 to 79,000 in the US per year.  14,000 this flu season..so far.  Calm down US. Only 3,000 in the world..most in China.  https://twitter.com/Orcusa1/status/1234128635252166656 …"
3200,1,It’s actually a population crisis. Talk to China. Talk to India. Change policy to stop mass immigration to the US. More people = more carbon. It’s your science talking points.
1562,1,Key US Officials caught conspiring with China involving Biological and Chemical research.   https://www.justice.gov/opa/pr/harvard-university-professor-and-two-chinese-nationals-charged-three-separate-china-related … #FridayFeeling #QAnon #QArmy #WWG1WGA #MAGA #TheBestIsYetToCome #TheStorm #Trump2020 #YearOfTheBoomerang #WalkAway #China #Qatar
3904,1,"China commits to openness, transparency in fighting novel #coronavirus outbreak, Chinese Ambassador to U.S. says  http://xhne.ws/Pi6wP  pic.twitter.com/C9KoWbxqUI"
2968,0,Story updated with 9th U.S. case:  Philippines reports 1st coronavirus death outside of China as US cases mount  https://www.spglobal.com/marketintelligence/en/news-insights/latest-news-headlines/philippines-reports-1st-coronavirus-death-outside-of-china-as-us-cases-mount-56904337 … #coronavirus #2019nCoV #nCoV2019 #WHO #CDC #pharma
2614,1,"December of 2013, one month after Rosemont Seneca’s joint venture with Bohai Capital to form BHR, Hunter Biden reportedly flew aboard Air Force Two w/then-VP Biden to China. While in China, he helped arrange for Jonathan Li, CEO of Bohai Capital, to “shake hands” w/ VPBiden."
3247,1,"The African Film Festival  https://g.co/kgs/J2Yi9B   The First Africa Film FESTIVAL in Asia will be hosted in Beijing, China., January 22., 23 to 25, 26th, 2020"
3381,1,Investors who expect the Phase 1 trade deal with China to fuel U.S. economic growth may be disappointed. Here’s why:  https://www.morganstanley.com/ideas/china-trade-and-us-markets?social_network=twitter&suggested_content_id=1327979&workspace_id=429170&ET_MID=noloc&cid=whmt-smfa-gicweek-4206 …
1223,1,"Not possible. Pakistan suspends flight operations to China amid coronavirus outbreak, 2 days ago.  #coronovirusoutbreak"
569,1,More Japanese evacuated from China virus epicenter as death toll climbs  http://dlvr.it/RP1YpZ  #topNews  http://bit.ly/2wTtJV  pic.twitter.com/cyMK7GMPO2
89,1,"Check the pattern below, we are successfully following the pattern in China. Thanks to our third class ignoring mentality. Yesterday, I saw lots of gathering here on the occasion of Holi. They were behaving like its once in a lifetime opportunity.  No offence 2 any1. Just c ptrn  pic.twitter.com/jX0JCFKzi4"
2373,0,"Iran & USA officially at war, fires in Australia, Israeli oppression in Palestine continues, Uighur Muslims suffer in China, Kashmir still under lock down by India, Indian Muslims being oppressed slowly but surely.... Dark times we live in. May Allah have mercy on us all."
841,1,'debt trap' is just an impression US is trying to give to the world about China's development in other countries to freak other countries out to frighten them from cooperating with China. that is the US sop when they could not compete. duh
1831,1,China coronavirus outbreak has not yet peaked -politburo -  http://www.latestcommentary.com/china-coronavirus-outbreak-has-not-yet-peaked-politburo/ … #LatestComments pic.twitter.com/Vnvgb7QoSM
2148,1,"#Russia would love to have a say, it is understandable, but this country is a declining regional power that cannot be compared neither economically, nor militarily (except for the nukes) with the #US and #China.  https://twitter.com/PaulGoble1/status/1218503965068886018 …"
358,1,Impotus mafia do have a plan. Same plan as last time. Let Russia pay and run the campaign through fb and twitter. Get China to 'weigh' the voting machines and have oconnell/barr et al gerrymander the boundaries!!!! Only this time he'll possibly get back in due to dem infighting!
3050,1,Great thread on the atypical pneumonia cases in China👇  https://twitter.com/TheMenacheryLab/status/1212404582057250818 …
407,1,China is not an intellectual property thief  https://on.ft.com/2uOiJaY 
1461,1,Yeah. The virus is spreading hella fast and it reached my home country (Finland) today and I'm actually kinda scared :(( People are not allowed to leave China at the moment I think. Not even tourists. 2020 is going to shit and January isn't even over!
384,0,"It isn't just the trips, its that he has them at his own facilities and charges high rates. He even has people like Pence make weird flights to stay at resorts in Scotland, hundreds of miles away from destinations. Meanwhile China is giving him and his children patents."
2014,0,Miles Davis - Red China Blues  https://www.youtube.com/watch?v=EuKhccJi_GI&feature=share …
3997,1,"When you returned were you tested for the virus? Latest is there are only 2500 test kits--for  ENTIRE US. There are far more citizens & businesspeople arriving than that. Trump claimed instant credit for US manufacturing, yet over 3 yrs & our meds & supplies STILL come from China"
432,1,"transparency??soon all world will know,transparency in China is non-exist"
2710,1,"#democraticdebate #DemDebate sorry #BernieSanders but state sponsors of #IslamicTerrorism and countries bent on domination and expansion like #China and #India and #Russia don't give a damn about #ClimateChange ,so are you gonna use military to enforce your agenda ? #hypocrite"
352,0,The confliction we're up against. Thanks in advance for clarifying this for us. We appreciate goodness & honesty in journalism.  *Photo: © @ AP; Hunter/Joe Biden-Beijing China 2013   https://www.nbcnews.com/news/amp/ncna1061051 … pic.twitter.com/ejQt2kjV6d
3892,1,"Continuing with the military engagement after the #DoklamFreeze, Northern Army Command chief Lt Gen Ranbir Singh leads delegation to China, holds talk with Gen Han Weigou, Commander PLA Ground Force, to further enhance peace & tranquility along the borders.  pic.twitter.com/PZqirJDBHK"
4167,1,"Is anything I said inaccurate? Isn’t half of China under quarantine? So the question is, why should random Chinese be permitted to enter sovereign borders risking the health of Americans? You don’t want to answer that, so you resort to inane remarks."
1042,1,"Yuan hits three-week low, yen rises as China grapples with virus outbreak By Reuters  https://newsforforex.com/investing/yuan-hits-three-week-low-yen-rises-as-china-grapples-with-virus-outbreak-by-reuters/ … pic.twitter.com/S56kBxaQvH"
3295,1,Pompous Pompeo’s pomposity probably prevents his taking a chance on having his butt kicked by ordinary folks in Kansas who have not benefited from the trade war with China or any other policy of this administration.  He doesn’t want to be embarrassed.
2121,1,#Coronavirus : China constructs hospital in Wuhan in just 10 days to treat patients hit by virus outbreak | inews  https://inews.co.uk/news/world/coronavirus-china-wuhan-hospital-construction-virus-outbreak-latest-news-1383806 …
295,0,"Rebuking China, Taiwan Votes to Reelect President Tsai Ing-wen   https://www.npr.org/2020/01/11/795573457/rebuking-china-taiwan-votes-to-reelect-president-tsai-ing-wen?utm_campaign=storyshare&utm_source=twitter.com&utm_medium=social … via @npr > #democracy #communism @iingwen"
1285,1,great news for the people of China  https://twitter.com/MBdaytrading/status/1221129476601524227 …
2216,1,Cardinal Zen:   Vatican Is ‘Giving Everything’ to China’s Communists  .  http://bit.ly/2vGn9AU  via @BreitbartNews
1981,0,It’s a virus that originated in China—it sure ain’t Somalian.
1020,1,"Fighters !  # as we have always won in history, because we have our national warrior Zhong Nanshan and 1.5 billion fighters with him !  Wehan is a great city, China is a great country. We will be HERE forever !  Fighters !  pic.twitter.com/F9H2Bplbmk"
4128,1,Let us for pray for China 🙏
3426,1,"Nikki Haley just said it best; nobody is sticking up for the killed terrorist except #Democrats running for the Presidency and the other radical #Democrat socialists!  Not China, not Russia, not Syria.  Think about that!"
3528,1,Via @euronews: Coronavirus 'getting stronger' says China as U.S. confirms five cases  https://www.euronews.com/2020/01/22/watch-live-who-director-general-statement-on-coronavirus-outbreak …
3441,1,"#POTUS #presidentPussyAssBitch #Covfefe #shitholePresident : RT realDonaldTrump: ....he will be successful, especially as the weather starts to warm & the virus hopefully becomes weaker, and then gone. Great discipline is taking place in China, as President Xi strongly leads…"
850,1,"Fast-food companies in China step up ‘contactless’ pickup, delivery as coronavirus rages  https://www.reuters.com/article/us-china-health-fast-food-focus/fast-food-companies-in-china-step-up-contactless-pickup-delivery-as-coronavirus-rages-idUSKBN20A0RS …"
2123,1,China is in lockdown because of the corona virus!  https://twitter.com/Variety/status/1226540552465764352 …
2382,1,China has long been the bearer of its Iron Curtain... This could have played out so differently and the world would have been safer.. But old habits die hard.. Read how China chose saving face over life saving action.  https://www.nytimes.com/2020/02/01/world/asia/china-coronavirus.html …
1761,1,Pakistan will not evacuate citizens from China  http://v.aa.com.tr/1721436 
4185,1,#Korea medical system is far superior to China and other countries.  I am very sorry for some countries that treat Korea as a backward country or a colony of #China .
3221,1,The scientists who contend this is more contagious than flu have much more data than we do. They actually HAVE gone to China and studied exposure rates. I'm amazed that people think this is less than flu. China closed down half of the country. Why do you think they did that?
2520,1,"CCP china uses all sorts of methods in various fields to infiltrate & spy on the most advanced western countries, stealing their research & technological advancements.  in telecom it's Huawei, so try explore other options!  #BoycottHuawei #BoycottChina"
1780,0,"US deploys unmanned aircraft to Guam to strengthen surveillance of China, North Korea | The Korea Times  https://m.koreatimes.co.kr/pages/article.asp?newsIdx=282552 …"
4120,1,Biological virus unleashed in China because of global economy.
3622,1,"China releases water from dams to ease Mekong River drought, promises more help  https://apadanafreedomfoundation.org/china-releases-water-from-dams-to-ease-mekong-river-drought-promises-more-help/ … pic.twitter.com/B8Ll9GyN7f"
3993,1,China soft (hard) power.
3881,0,Austria: Austrian Airlines to suspend all flights to China January 29  https://garda.page.link/SacMDyyGPKRPBHYd6 …
1630,1,以下のキャンペーンに賛同をお願いします！「World Health Organisation: HELP STOP CHINA TO KILL THE STRAY & COMPANION ANIMALS FOR OVER FEARS OF CORONAVIRUS!」  http://chng.it/qdMmSYwP  via @change_jp
1138,1,"Another example would be the US pharmaceutical industry, which is no longer able to produce any drugs, it just researches the drugs, runs trials, but all actual drugs are made under license in China. Oops. That's not gonna end well."
854,0,You mean China?
909,1,China has been forcefully organ harvesting “thought crime” criminals—for decades.  Some cultures are better than others.  pic.twitter.com/UrhcpJBk7L
1606,0,"""After this point, community spread occurred and was undetected due to the CDC narrow case definition that required direct travel to China or direct contact with a known case to even be considered for testing. "" 3/4"
2097,1,Social Media News: (Bloomberg) -- The Chinese Embassy to Denmark wants the newspaper Jyllands-Posten to apologize for publishing a drawing that depicts China’s flag with virus symbols instead of five stars.“We express our strong indignation and demand…  http://dlvr.it/RNv3vT 
2096,1,"This #coronavirus patient is going through cytokine storm (in this case a surge of overactive immune cells into the lungs, which later results in death from suffocation). Earlier we had reports from China that younger adults are getting sick w/ 2019-nCoV.  pic.twitter.com/b57bTwCKRU"
2876,1,"The senate has election protection bills sitting on MOM’s desk for months, no activity, leaving the door open for more China and Russian election interferences"
2170,1,"Sun Yáng was cleared by the inquiry committee and waiting to hear from appeals board who are most likely going to clear him...Mack Horton stance was considered racist by China, what has Mack done to have a pool named after him anyways? For whinging about coming 2nd?"
1788,0,on today's episode of ”which one is china?”  pic.twitter.com/Ww2uaIBKSV
3042,0,We wanted cheap things and China made drugs cheap and now we have to realize how much it has caused our citizens in health care dependency!
988,1,WHO says joint China mission to start coronavirus probe this weekend  http://dlvr.it/RQ3rdg  pic.twitter.com/ZdwGVqgeT0
1064,1,"China: I have a virus that we can unleash that will kill thousands, infect a hundred thousand more, quarantine millions, cause global panic, cripple our economies and tank the market, all to make Donald Trump look bad!   The Deep State:  pic.twitter.com/QC8CNII1hd"
4186,1,China central bank policy also like in Japan without any effect. Liquidity trap. Currency turmoil ahead
1874,0,Only if they’ve recently traveled to China
3277,1,"The United States has contained the virus for the United States with only a handful of cases which are under quarantine. Pres Trump isn't the president of the entire world, and so has no control of the spread of the dz in China, Iran or other countries outside the U.S."
3359,1,Oh boohoo. This is what happens when you outsource to China for cheap labour
2482,1,China is the New Leader of #AI Venture Capital Investment via @SpirosMargaris  https://buff.ly/2GZfws5  #fintech
597,1,"Good point, though not sure when that'll be given how things are going there now, rest of world shouldn't wait. China may not care to notify rest of world in timely manner, but I hope they do soon!"
2446,1,"Sky News contributor Evan Lucas says China has reported it has ""only been able to manufacture 100,000 of the two million televisions"" they produce every month highlighting ""the incredible change"" in supply as a result of the coronavirus.   https://www.skynews.com.au/details/_6136260516001 …"
1481,0,Nike’s tactic. Exploiting the African American community by creating a cult around their racism speech. That way they can secure a pretty big clientele and charge a pretty big premium for their (made in China) shoes
2989,1,"OT: China’s Anti-monopoly Law to get tougher [worth exploring: a new Foreign Investment Law, which guarantees greater market access and protection for foreign investors, officially went into effect.]   https://www.globaltimes.cn/content/1175550.shtml#.Xg5g-kFnY_c.twitter …"
3472,1,So that’s why trump is lying about a vaccine and saying that it will stop when it gets warmer. And you think China has a problem with lying? #GOPCorruptionOverCountry
4130,1,You’re working with China. You’re working with Russia. When will you work with America?
2815,1,Let’s hope… China’s 5-6 day concrete buildings are notoriously brittle due to lack of sand control in the concrete… especially the skyscrapers…   I’m glad many of their speed built mega-cities are still mostly empty.  Also.. great username(s)..
4040,1,Also BTW there isn’t a chance in hell that ASPs in China wont go considerably lower. Before the #coronavirus outbreak ASPs were declining 10% by Tesla own admission. China accounts for  12% of Tesla’s sales. The Tesla ship 🚢 is on a crash course for the rocks $tska $tslaq https://twitter.com/hereforthecom19/status/1225153149100421120 …
1270,0,ESL One Dota2 Los Angeles China Open Qualifier  Second round of the qualifier today! We’ll play TNT bo1 3PM GMT +8  Fighting! @PSGeSports #PSGLGD #LGDGaming #LGDWin pic.twitter.com/IgwxubhjZm
3063,0,#PayLoveForward #ChingDynastyCollection #Gold #Jewelry #Unique  Hand carved with simply incredible artistry in Canton China circa 1810 this piece is set with 18k solid gold. Simply breathtaking!   https://chingdynastycollection.com/featuredpieces/cdr-138-map …
4142,1,"""After all, China passed a law in 2017 obliging companies to assist the state with espionage efforts. And while no such backdoors have yet been found, that isn’t proof that they don’t exist."" Sounds very much like baseless paranoia  https://twitter.com/business/status/1222226113453330433 …"
4044,0,#BraveGirls Yuna ins story pic.twitter.com/IgADIvlUDN
484,1,I wonder if it's occurred to anyone that The Corona virus may have been released intentionally in some kind of deal between the demoncratz and China to use Gainst Trump?
1295,1,The End Of Free Drinks In Las Vegas and China Is Paying People To Admit They Have #Coronavirus - View from the Wing https://flip.it/Yctmq_ 
3569,1,"#China predicts #WuhanVirus will peak in 2-3 weeks.  If that's so, why build a 100,000 bed hospital?   I want better #math https://twitter.com/GordonGChang/status/1220333353645289472 …"
1664,1,My best friends Mother died of SARS. It was heart breaking. Once again the CORNOVA virus is transmitted from animals to humans in CHINA. HERE WE GO AGAIN. MY MASK WILL COME OUT AGAIN. I WORE A MASK DURING SARS WHEN I WENT SHOPPING.  OMG  https://twitter.com/seanhannity/status/1219793059581480961 …
752,1,"All airports need to screen people for this virus.  What if people travel to China briefly, pick up this virus and travel back to home country then travel to the UK.  This virus will slip through the net."
2314,0,I heard Iran doesn't receive passenger flights from China.  Either cargo or a carrier coming through indirectly.  Or it escaped from their biological agent facilities.  Iran does have a bio program.
640,0,"mountain and tree, Jie洁 Yu俞  https://www.saatchiart.com/art/Painting-mountain-and-tree/54817/1312898/view … #saatchiart #jie洁yu俞 pic.twitter.com/gvrCRlVzu2"
4079,0,"Guthrie Govan ""Waves"" mains riffs practice! 🔥🤘🎸🎶🖤 . . . #musicianlifestyle #musicislife #musician #hangzhou #hangzhoucity #china #igers #video #igersChina #picoftheday #moment #instamood #musically #music #live #…  https://www.instagram.com/p/B7YxDwrpDYl/?igshid=1mg4qlyptnrr3 …"
2108,0,"@BBCWatchdog Hello.. can you help us PLEASE. @PayPal @AskPayPal  have agreed an item received from China was not as described.  We won our case but now PP will not refund unless we send back to China, even with pandemic ongoing... Help WD!  pic.twitter.com/8XfLldeoGN"
495,1,Left The Medical City at 8 AM. Fetched by sisters (2 came home from China). Early family lunch. Went to @TheIncubatorAIM to work. Delivered last batch of relief goods to @gangbadoy’s RockEd. Went home to take a bath. Ramen dinner with family. Quick shopping for Japan trip. Happy!
4059,1,UAE says impact of China virus on oil demand should not be ‘exaggerated’  https://asyarfs.org/2020/01/27/uae-says-impact-of-china-virus-on-oil-demand-should-not-be-exaggerated/ … pic.twitter.com/WVqZDykrWV
2671,1,#SecPompeo Viva China. what China has done in Africa is seen. the west agenda is alienation.
2856,1,"I have seen video from China where the iron gates have been wielded, mud and stone dumped outside the house gates, and other such acts, to trap people inside the houses."
2223,1,"Not good,,,we need to put a ban on travel to China for  http://now.VIDEO : First case of deadly, contagious virus from China confirmed in US  https://dennismichaellynch.com/video-cdc-confirms-first-us-case-of-virus-that-killed-6-in-china/ … via @realdennislynch"
666,0,"The president. He knows more about Iran than anybody. Also, taxes, tariffs, global warning, foreign diplomatic relations, China, golf, and the multiplication tables. Word is he went up to 16x16."
2403,1,#China widened a lockdown in Hubei province as the amount of deaths climbed to 26 with 830 confirmed cases.  #coronarovirus #ChinaCoronaVirus
1026,0,"Two China virus cases confirmed in France, first in Europe - Jamaica Observer -   https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHA6Ly93d3cuamFtYWljYW9ic2VydmVyLmNvbS9sYXRlc3RuZXdzL1R3b19DaGluYV92aXJ1c19jYXNlc19jb25maXJtZWRfaW5fRnJhbmNlLF9maXJzdF9pbl9FdXJvcGXSAQA?oc=5 …"
1210,1,Apple suppliers implicated in reports of Uyghur forced labor in China ...  http://bit.ly/2wqLjjf 
3864,1,China Detains Activist Who Accused Xi of Coronavirus Cover-Up  https://buff.ly/2V3Ze9i  pic.twitter.com/AY6IkCAiaT
3930,1,"USA Today - The “Phase One” agreement, the product of months of negotiations between officials in Washington and Beijing, calls for China to boost its purchase ...  http://newshound.email/#/calendar?start=2020-01-15&display=alerts&alert=5e1f581f421aa90007a8d238 …"
606,1,We need to go back to pre-Clinton days when Puerto Rico was a manufacturing haven for pharmaceuticals. But Clinton ended those tax incentives thus we are now beholden to China.
3248,1,". @MXC_Exchange is pretty popular in China, this brings in a decent chunk of new users to HNS :)  https://twitter.com/MXC_Exchange/status/1235426138240872448 …"
2095,1,There’s been a pork shortage in China for a while. Domestic Pig population in an all time low though.
2728,0,What is the potential adverse impact of Tariffs on GDP?:  https://lttr.ai/NaHb  #DonaldTrump #Soybean #China  pic.twitter.com/B9CZkhforR
3756,1,@KingPillsbury we going to china to become hustlers bro  https://twitter.com/AnneFrankTheEmo/status/1227428604927021058 …
1470,0,"Hello, Ross, I am a fan of yours from China, I like you very much, please cheer up, you are the best player"
3633,1,Hong Kong not China.  Hong Kong is restricting Chinese access.
105,1,"China is using mass surveillance tech to fight new coronavirus spread »  https://www.newscientist.com/article/mg24532703-600-china-is-using-mass-surveillance-tech-to-fight-new-coronavirus-spread/ … In a bid to contain the country’s #CoronavirusOutbreak , #China government has teamed up with tech firms to monitor citizens and track confirmed cases of infection with the #COVID19. pic.twitter.com/Lap4UFuRsg"
1579,1,"""It  was around then that a Chinese scientist named Li Chen defected to the United States, carrying a  diskette record of China's most important and dangerous: new biological weapon in a  decade. They call the stuff 'Wuhan-400'...""  pic.twitter.com/UGBEjF0Slg"
2132,1,"“China virus” or “virus from China”, what’s the diff?  It not racist to say where it started."
3584,1,Good luck with China.
549,1,Thanks for taking action against China and protecting American companies  It is estimated that China’s IP theft  costs the USA $225 billion and $600 billion annually.
2315,1,"My #Thucydides moment (for this week) is to observe the current Peloponnesian #War in our midst, the #coronavirus, writing caveats + updates. Unique #emergency #hospital is being built in #Wuhan, which is intended to be torn down immed. after #MegaVirus chills out. #ChinaVirus  https://twitter.com/guardian/status/1220729384031735808 …"
1955,0,"@MasatoKJ: When the authorities and experts have the history of not being transparent, whatever they say could sound as if they are trying to hide something. By @Jane_Li911 #coronavirus #COVID19 #china  https://qz.com/1805422/ "
807,0,You obviously have never been to china .
