,tweet_id,label_code,text,label_text
330,1216411517454819328,-99,"Rebuking China, Taiwan Votes to Reelect President Tsai Ing-wen   https://www.npr.org/2020/01/11/795573457/rebuking-china-taiwan-votes-to-reelect-president-tsai-ing-wen?utm_campaign=storyshare&utm_source=twitter.com&utm_medium=social … via @npr > #democracy #communism @iingwen",irrelevant or no opinion
331,1223435803533201408,-99,People forget that the Zika scare was only a couple years ago.  Of course I may change my tune when that order of mine that shipped from China arrives. 🚬,irrelevant or no opinion
332,1231955625854283776,2,I can assure you this is a Chinese man made virus meant to attack the world. China was not getting away with their bully tactics in the South Pacific. I can guarantee we will be seeing Chinese troops in Hong Kong and Taiwan in 6 months. #TheRealDonaldJTrump,China and/or Chinese are most competent
333,1220801903229054976,-99,Long overdue!  Half of the China population now are American citizens,irrelevant or no opinion
334,1229228951307874304,-99,NZ companies hit as virus shuts China’s factories  https://www.newsroom.co.nz/2020/02/17/1034521/nz-companies-hit-as-virus-shuts-chinas-factories … 工厂已经转移出中国的企业这个时候就受益了。,irrelevant or no opinion
335,1233984917278613504,2,Iran is spreading coronavirus faster than China did. Dunno if its incompetence or deliberate. Now I appreciate how China managed to contain the virus and prevent it from spreading,China and/or Chinese are most competent
336,1216523229113675776,-99,China slams US for congratulating Tsai on Taiwan poll win - Breitbart  http://bit.ly/30cN26R  via @BreitbartNews This is great. #HongKongProtests,irrelevant or no opinion
337,1217173546256011264,2,Impotus mafia do have a plan. Same plan as last time. Let Russia pay and run the campaign through fb and twitter. Get China to 'weigh' the voting machines and have oconnell/barr et al gerrymander the boundaries!!!! Only this time he'll possibly get back in due to dem infighting!,China and/or Chinese are most competent
338,1229681813678886912,-99,China is a unique example. The country has enough appetite for steel and coal and is going through a construction boon. They can afford to build ghost skyscrapers and malls to keep its industries running.,irrelevant or no opinion
339,1229166777852022784,0,"#Coronavirius, fighting the invisible enemy as viruses mutate and become transmissible from animals to humans. We welcome #China's ban on #WildlifeTrade. Please, make it permanent, for your own safety. It's the preventive way to fight back. https://www.nationalgeographic.com/animals/2020/01/china-bans-wildlife-trade-after-coronavirus-outbreak/ …",
340,1220181222665728000,-99,I’ve heard similar things from my friends who moved to China through IT service sector companies. A lot as you say Scott.,irrelevant or no opinion
341,1225813538851229696,-99,So if okada is not the best method for a center of excellence.why then ve you not replicated train and other cheaper and better means of Tp before the ban.Hypocrites!what about death by hanging for corruption that kills more people than okoda daily like in china.,irrelevant or no opinion
342,1237887565144846336,-99,"So #COVID19 is officially a pandemic and as quickly as it spreads, so does #xenophobia and #racism.  Check on your (pan) Asian friends.  Channeled some more grief into these buttons for our allies. DM me 💕 if interested.   Frustrating hashtags: #ChinaVirus #ChineseCoronavirus pic.twitter.com/7zSO4Ssuir",irrelevant or no opinion
343,1226317792602923008,1,"If China loses too many people, they will start exterminating entire population centers.",China and/or Chinese are somewhat competent
344,1217160704417058816,-99,"China's #tidal current generator unit with the country's #largest single-machine #capacity of 600 kW has passed the approval tests in Zhoushan, E China's Zhejiang Province  pic.twitter.com/rk5gLmagbh",irrelevant or no opinion
345,1216778258810920960,-2,""" Made in China "" & these products don't last or its Chiwenga Conspiracy theory.",China and/or Chinese are most incompetent
346,1226779621418569728,-99,Kuo Warns of Delays and Low Labor Return Rates at Apple Supplier Factories in China Due to Coronavirus  https://www.macrumors.com/2020/02/09/kuo-apple-supplier-delays-coronavirus/ … pic.twitter.com/s6SiV2GH0l,irrelevant or no opinion
347,1225057811257856000,-99,"An acrimonious State of the Union precedes Trump's likely acquittal, delayed Iowa results put Buttigieg in the lead, and Coronavirus cases spike another 20% in China.",irrelevant or no opinion
348,1229516515247939584,-99,"At that time, @Apple said coronavirus was having an impact on its operations. Since then, it has temporarily closed all stores in China (though some have re-opened)  https://cnet.co/2t778TZ ",irrelevant or no opinion
349,1225232369503875072,1,So there’s a lot of horrible videos coming out of China regarding the corona virus.   Let’s examine this.   China controls internet access to a fault. There are ways to get information out but as strudalz can tell you it’s not easy. 1/,China and/or Chinese are somewhat competent
350,1214977231560335360,-99,When do we fire missiles at China and India's coal power plants?,irrelevant or no opinion
351,1228322264707321856,1,The virus itself in NOT a national emergency. Our Republic’s dependence upon China for the vast majority of needed pharmaceuticals is. Bring Pharmaceutical manufacturing back home!,China and/or Chinese are somewhat competent
352,1235732185589530624,-99,The tests and the chemicals used to produce the tests are all made in China folks. Do you really think they are anxious to get tests to Americans? The CDC is holding off because they don't have enough of the damned tests and don't want you to know that.,irrelevant or no opinion
353,1228901652138266624,-99,BBC News - Coronavirus: China announces drop in new cases for third straight day  https://www.bbc.com/news/world-asia-china-51519055 …,irrelevant or no opinion
354,1221840799945646080,-99,#Coronavirustoronto How Toronto Pearson screen passengers from China? By asking them to enter information on computer Kiosks if they have any symptoms. Who on earth will confess?,irrelevant or no opinion
355,1232191953560719360,-99,"But why Thailand hv not come out epidemic breakout although it is the first country outside china got imported Wuhan virus case in early Jan, never ban Chinese visitors to enter?",irrelevant or no opinion
356,1217175722470641664,-99,@DiamondandSilk hey girls I was just thinking why don't they just send ballots to Russia and China and have them vote for next American president if you don't have to be a citizen it doesn't matter does it,irrelevant or no opinion
357,1229108114219261952,-99,So I'm busy trying to learn about the trade networks and people involved of the trade networks between the Roman Empire and China. What is now Afghanistan was a key lynchpin in that network.   1,irrelevant or no opinion
358,1216629868634562560,-99,"Looking forward! Especially to chairing / discussing two great panels on #EU-#China relations and the #BeltandRoad Initiative with @AGrimmel, @bergmann_jph, @CHackenesch, @NeugebauerEU, @ChHeidbrink, @AxelDessein, @SimonTaeuber and others. #IB_DVPW2020 https://twitter.com/PW_UniFreiburg/status/1216628624209731584 …",irrelevant or no opinion
359,1229496424003403776,-2,The Chinese Government's figures are fake. They are only reporting 5% of infected according to Imperial College London. The deaths are also underreported. Why has China cancelled their Congress? The Virus outbreak in China has not peaked.,China and/or Chinese are most incompetent
360,1226143647046885376,-99,"Hundreds of trucks loaded with watermelons normally pass into China from Myanmar daily, but logistic channels are blocked at the border due to the virus outbreak  https://reut.rs/2vhDjR2  pic.twitter.com/vHka89gauQ",irrelevant or no opinion
361,1228364892970741760,-2,"China is terrible they have helped Iran identify protesters they are thieves, besides eating our endangered animals now heath workers are sick with the virus U.S. Hits Huawei With New Federal Charges  http://www.newsy.com/stories/u-s-hits-huawei-with-new-federal-charges/ … via @newsy",China and/or Chinese are most incompetent
362,1222995017066778624,-99,BREAKING: #Italy confirms TWO #CORONAVIRUS cases and BLOCKS all air traffic between #China and Italy,irrelevant or no opinion
363,1227247755728343040,-2,"Chinese government hide the truth intentionally. Doctors who revealed the coronavirus at an early stage were arrested.  Now the world is suffering, because of the lack of freedom of speech in China.  #Coronavirustruth #ChinaVirus #FreedomOfSpeech #coronavirus #Wuhanvirus2020",China and/or Chinese are most incompetent
364,1224761619877703680,-99,"Abraham Liu: “It’s my wish that the three major stakeholders in #cyberspace 🚀 - Europe 🇪🇺, the US 🇺🇸 &amp; China 🇨🇳 invest more in collaboration & common values""! #20in2020 @Huawei @Huawei_Europe https://huawei.eu/press-release/remarks-abraham-liu-huawei-chief-representative-eu-institutions-chinese-new-year …",irrelevant or no opinion
365,1234617611880730624,0,Or they would have just welded your door shut and left you to starve with your granddaughter like they do in China comrade,
366,1221476140616863744,-99,"Sir Geoffrey Nice QC concluded at China Tribunal in June 2019 that “Governments and any who interact in any substantial way with the PRC including: Doctors and medical institutions; Industry, and businesses,…should now recognize that they are interacting with a criminal state”.",irrelevant or no opinion
367,1227823095878234112,-99,"When I am on the road, JnJ symbol trucks and vans have followed me everywhere in USA, Canada and Europe. In China I also have observed a bunch of “young” from JnJ have followed me.",irrelevant or no opinion
368,1217060653422317568,-99,"Coming from the circus clown who told the president to stay strong on China.  You hypocrite! Chuckles, how low can you go?",irrelevant or no opinion
369,1214124896432902144,-99,Trump administration pressed Dutch hard to cancel China chip-equipment sale: sources -  http://www.latestcommentary.com/trump-administration-pressed-dutch-hard-to-cancel-china-chip-equipment-sale-sources/ … #LatestComments,irrelevant or no opinion
370,1221086200171098112,-99,The crow; juice; from dusk til Dawn; trespass; sunset park; gang related; trainspotting; o brother where art thou; who made who; hackers; belly; Lost boys; real genius; valley girl; big trouble in little China; Dawn of the dead; world war z; im gonna get you sucka; menace2society,irrelevant or no opinion
371,1222546813531480064,-2,China shutting down stock market until 2/3 due to #coronavirus.  Don't think they truly have a handle on things-- certainly don't shut it down if you think all is ok.  #ES_F $SPY #SPX pic.twitter.com/R9GvTxkFpr,China and/or Chinese are most incompetent
372,1234148209272016896,-99,"So genome sequencing of a version of the coronavirus in Washington State indicates that there likely has been transmission of the virus for circa six weeks, independent of travel to China.   This is via @trvrb  who’s most definitely worth a follow.",irrelevant or no opinion
373,1214802042792771584,-99,what would the climate deniers look like in China?,irrelevant or no opinion
374,1223449229978411008,-99,china cheap air jordan 11 shoes men US$ 50.00  http://www.aaashoeschina.com/china-cheap-air-jordan-11-shoes-men-p24492.html?source_user=35864&source=sns_share_addthis#.XjTxXQU3pT0.twitter …,irrelevant or no opinion
375,1229793814195425280,-99,"As Trump Gives Up on ‘Endless Wars,' Russia, China, and Iran Move In #SmartNews https://www.thedailybeast.com/trump-gives-up-on-endless-warsand-russia-china-and-iran-move-in …",irrelevant or no opinion
376,1230250808157052928,-99,How Africa is Becoming China's China  https://youtu.be/zQV_DKQkT8o  via @YouTube,irrelevant or no opinion
377,1220009695802355712,-99,#Thailand travel advice: Foreign Office issues statement after China coronavirus outbreak  @TheScotsman https://www.scotsman.com/health/thailand-travel-advice-foreign-office-issues-statement-after-china-coronavirus-outbreak-1-5079072 …,irrelevant or no opinion
378,1226466697420460032,1,"+ China has so far sent 8 spacecraft to the moon, the last sent is Chang'e 4 (name of the goddess of the moon in Chinese mythology)  https://twitter.com/swxnx/status/1226462174480142337 …",China and/or Chinese are somewhat competent
379,1221788016420757504,-99,Oil drops below $60 as China virus stokes demand concern has been posted on  https://ift.tt/2RvI6Y4 ! Read now!,irrelevant or no opinion
380,1221904837371224064,-99,"💊 EEUU emite alerta de viaje a China: ""Reconsideren viajar"".  👉  http://uni.vi/c8fM1027RTQ  pic.twitter.com/hUhXp1fqwp",irrelevant or no opinion
381,1219746346149781504,-99,Remember the movie 12 monkeys 😮🤔🤔 #China,irrelevant or no opinion
382,1220084726670790656,-99,"If China does follow the deal and starts buying wheat, when do we see acres being bought? Not much wheat planted the last few years and a big order would have guys planting spring wheat would it not?",irrelevant or no opinion
383,1236131212978159616,-2,"China couldn’t even contain the Corona virus, let alone heed the warning of the Chinese doctor who discovered it. Look what happened to him! 😡",China and/or Chinese are most incompetent
384,1225733570842460160,-99,She has China on her snake.,irrelevant or no opinion
385,1232788263724834816,-99,China is shipping products all over the world. And the Virus probably wasn't detected yet and it's been shipped. Stop all the trade. ?  https://www.cnn.com/asia/live-news/coronavirus-outbreak-02-26-20-intl-hnk/index.html …,irrelevant or no opinion
386,1227788384887808000,-99,The confliction we're up against. Thanks in advance for clarifying this for us. We appreciate goodness & honesty in journalism.  *Photo: © @ AP; Hunter/Joe Biden-Beijing China 2013   https://www.nbcnews.com/news/amp/ncna1061051 … pic.twitter.com/ejQt2kjV6d,irrelevant or no opinion
387,1224162045022461952,-99,Coronavirus toll rises to 361 in China  https://www.newslivetv.com/world/coronavirus-toll-rises-to-361-in-china/ …,irrelevant or no opinion
388,1226688278687973376,-99,"the big take-away is apparently Page goes around the world giving ""people"" his ""opinion"" about the Middle East, China and Russia, and Beck never questions him about this, who he sees, what he tells them, how much $ he's paid and who he actually works for",irrelevant or no opinion
389,1237732779460354048,-2,"From possible attempt to suppress news of Covid19 a whistleblower Doctor in China died. Latest info via @60Mins Australia is that the Chinese outbreak  originated in a “Wet Market “ where wild animals like bats, who carry the virus naturally, are slaughtered,thus infecting humans  https://twitter.com/mirrorpolitics/status/1237675757733896192 …",China and/or Chinese are most incompetent
390,1221136351887790080,-99,"In #Singapore, three more cases of infection with the novel Coronavirus. Scientists are sounding the alarm, with this rate of infection, the new virus is already bypassing SARS 2003 #China #coronaviruschina #coronarovirus",irrelevant or no opinion
391,1218699741011247104,-99,"So Sajid Javid is absolutely correct.  Japan does NOT follow EU rules in the sense that it must obey EU SM legislation and is subject to the ECJ.  It only ""follows"" rules in the sense of market compliance, as it does for every other export market - US, Canada, China, etc.",irrelevant or no opinion
392,1221068947971174400,-99,South Korea designates entire China as 'coronavirus watch zone'  https://www.koreatimes.co.kr/www/nation/2020/01/113_282448.html#.XixIr1p-5xk.twitter …,irrelevant or no opinion
393,1219941246967349248,1,I’ve thought that ever since I heard of it! All these virus appear somewhere in China - why is that? It’s too coincidental that it’s happening regularly.,China and/or Chinese are somewhat competent
394,1237930152073392128,-1,"To be honest i don't want to be racist...but blame china for not controlling the virus and still eat the stupid a** bat that thinks healthy to consume... I don't know why people in wuhan,china do that.... Keep safe everyone",China and/or Chinese are somewhat incompetent
395,1229378999824109568,-99,Permira in exclusive talks for Education First China unit carve out – report  https://ift.tt/2PgwUgv ,irrelevant or no opinion
396,1212779343841124352,-99,"Actually, the policy of “one country two systems “ has already gone ! CCP China only mentions “one country “ after handover of Hong Kong for 22 years.",irrelevant or no opinion
397,1217830266338713600,2,China’s Digital Currency Will Be a Weapon for Authoritarianism by Kieran Smith in @OZM https://onezero.medium.com/chinas-digital-currency-will-be-a-weapon-for-authoritarianism-970104a8e141 …,China and/or Chinese are most competent
398,1231530908991119360,1,Hong Kong should be able to leave China's oppressive regime. You must be a Chinese Bot.,China and/or Chinese are somewhat competent
399,1223464887621275648,-99,"China coronavirus toll rises to 259, U.S. imposes border curbs  https://reut.rs/2uR3qyk ",irrelevant or no opinion
400,1233668588701024256,2,I wonder if it's occurred to anyone that The Corona virus may have been released intentionally in some kind of deal between the demoncratz and China to use Gainst Trump?,China and/or Chinese are most competent
401,1228784695409664000,1,How many wars has China started in the last 30 years as compared to the US? Which of the 2 countries deploys military troops all over the world? The facts speak for itself.,China and/or Chinese are somewhat competent
402,1220513696285200384,-99,"China coronavirus infections soar to 830, with 25 deaths as WHO says it’s too early to declare global emergency  https://www.rt.com/news/479031-china-coronavirus-global-emergency/ …",irrelevant or no opinion
403,1237632315280539648,-99,- Do you have corona virus? * Yes - Is it from China or Iran? * WALLA SHU? it's from Italy hbb shu laken,irrelevant or no opinion
404,1223098693684826112,-99,"A false drug war to remove witnesses. West Philippine Sea unprotected against China. Sells literal soil for CH land reclamation. Has political cyber corruptors in Bacolod City. Pro-Russia, the country that bombed Syria and sells their women. Murderer.  https://www.forbes.com/sites/panosmourdoukoutas/2020/01/24/duterte-is-turning-philippines-into-a-more-corrupt-and-less-democratic-state/ …",irrelevant or no opinion
405,1217482111910907904,-1,This is a must read on China tech transfer practices - debatable whether Phase 1 can actually prohibit this behavior  https://twitter.com/Brad_Setser/status/1217479929534787584 …,China and/or Chinese are somewhat incompetent
406,1228684021485506560,-99,"Yet, we sit on the vaccine. Coincidence after problems with China? In my world, there is no such thing as coincidence.  https://www.cbs8.com/amp/article/news/health/coronavirus/coronavirus-vaccine-san-diego/509-e18e37f6-347c-4b08-ad33-910968abb04f?__twitter_impression=true …",irrelevant or no opinion
407,1225594031192723456,-1,"I guess every once in a while, something that's ""made in china"" breaks its stereotype and a thing of quality is produced instead.",China and/or Chinese are somewhat incompetent
408,1220117903896383488,-99,This coronavirus is starting to concern me. I have to ask because I’m noticing a trend here. Why does it seem that almost every scary viral outbreak is coming out of China? It’s getting to the point where I kind of never want to travel there. EVER!,irrelevant or no opinion
409,1215383997234253824,-99,">literal event in china where they kill dogs in the most inhumane way possible >banned for enforcing a ""stereotype"" ?????????? i will never wrap my head around reset era retards.  https://twitter.com/ReeraTakes/status/1215383396475723777 …",irrelevant or no opinion
410,1226758292606611456,-99,If vfa serves as deterrent then why has China continue to dominate the area? Small brain,irrelevant or no opinion
411,1218576480927502336,-99,Left The Medical City at 8 AM. Fetched by sisters (2 came home from China). Early family lunch. Went to @TheIncubatorAIM to work. Delivered last batch of relief goods to @gangbadoy’s RockEd. Went home to take a bath. Ramen dinner with family. Quick shopping for Japan trip. Happy!,irrelevant or no opinion
412,1234315421601423360,-99,It's a simple website.. I can also create a website and can write whatever i want..  What's strang? I said that's not the authentic website…,irrelevant or no opinion
413,1220608398590464000,-99,Hospitals in China’s virus epicenter launch public appeals for supplies  https://south-korea.timesofnews.com/hospitals-in-chinas-virus-epicenter-launch-public-appeals-for-supplies.html …,irrelevant or no opinion
414,1220529265869017088,1,China's transport departments will allow passengers to cancel their #tickets of all #transportation means nationwide without charging fees.  https://bit.ly/37o0veQ  #pneumonia pic.twitter.com/qr0bxfgduA,China and/or Chinese are somewhat competent
415,1222694567339839488,-99,"What happens when & if the flu season merges with the coronavirus outbreak ? No worries our competitive Ford government can best China, build a hospital in six days & and rest the seventh... #Coronavirustoronto https://twitter.com/StephenPunwasi/status/1222512471568723968 …",irrelevant or no opinion
416,1225432947089526784,-99,Some Poor Kid and His Mother Suffer a Terrible and Painful Fate Because Some Emperor Couldn’t Keep It In His Pants: A Brief History of China,irrelevant or no opinion
417,1235015325957189632,-99,Because saving our passwords to a public google drive document must be easier. I have no idea. China and Russia are in an hour after I change my password.,irrelevant or no opinion
418,1214555599226191872,-99,China markets are hot again.  https://www.bloomberg.com/news/articles/2020-01-07/yuan-climbs-to-five-month-high-on-optimism-over-economy-trade …,irrelevant or no opinion
419,1214663641447981056,-99,"Also, Hong Kong has been existing for the last 6000 years but was incorporated into China during the Qin dynasty, about 3rd century B.C. So from that point of view as well, it hasn't always been a part of China.",irrelevant or no opinion
420,1217120879492108288,-99,China is not an intellectual property thief  https://on.ft.com/2uOiJaY ,irrelevant or no opinion
421,1223830523178618880,-99,"Russia Closes Border With China to People, Not Goods",irrelevant or no opinion
422,1230309837914939392,-99,10 Films to know me (not in order)  1. Fight Club 2. Akira 3. Waking Life 4. My Dinner With Andre 5. Where The Wild Things Are 6. 28 Days Later 7. Spider-Man 2 8. There Will Be Blood 9. Big Trouble In Little China 10. Menace 2 Society  https://twitter.com/morbidcuriousty/status/1230304985012998150 …,irrelevant or no opinion
423,1222692128184135680,-99,When can send this to China！！I expect it sooooooooo  much,irrelevant or no opinion
424,1230080107412217856,-99,China expels Wall Street Journal reporters for ‘Sick Man’ headline | Malay Mail  https://www.malaymail.com/news/world/2020/02/19/china-expels-wall-street-journal-reporters-for-sick-man-headline/1838969#.Xk0Q80Fao5Q.twitter … @richardrichli @imfsea_aruna @arifsetia2013d @NonVitalTooth @GEanalyst @malaysianalways @ahkmlog @kuabt @AnwarFadzil @kelawarMY @_chuad @CA4MSIA @pragupathy,irrelevant or no opinion
425,1225628881215991808,1,"China’s mobile giants to take on Google’s Play store, Technology News, ETtech – NEWPAPER24  https://newpaper24.com/chinas-mobile-giants-to-take-on-googles-play-store-technology-news-ettech-newpaper24/ … pic.twitter.com/HQSVcwT1dp",China and/or Chinese are somewhat competent
426,1215486375769841664,-99,Wait wasn’t he also tasked with the China Trade Agreement? Or was that only Phase one like Trump’s physical?,irrelevant or no opinion
427,1225707355754635264,-99,"If #china can eat what #islam suggests about food and stop atrocities against Muslims in their country, such disease would not have fall upon them.  #Corona #chinafood #ChinaVirus #cornovirus",irrelevant or no opinion
428,1224812482683949056,0,Agreed. It's daft to pretend that there is much that we can make that China and India can't make much more cheaply.   Maybe we will sell something to China but they'll do what they always do: reverse engineer it and start making it themselves.   Huawei did that with Cisco.,
429,1220390010848890880,-99,"US Urges Americans To ""Reconsider"" China Travel As New Cases Emerge From Scotland To Singapore | Zero Hedge  https://www.zerohedge.com/geopolitical/china-quarantines-second-city-experts-warn-its-already-too-late-stop-virus …",irrelevant or no opinion
430,1236112334688366592,-99,Yo China man GFO!  STAY OUT CHINK!   https://news.yahoo.com/north-korea-border-shut-china-112338268.html …,irrelevant or no opinion
431,1223813253068779520,-99,More than half of China extends shutdown over virus -  http://exactoptionpicks.com/?post_type=wprss_feed_item&p=514179 …,irrelevant or no opinion
432,1224717690339618816,-99,The Department of Justice announced today that the Chair of Harvard University’s Chemistry and Chemical Biology Department and two Chinese nationals have been charged in connection with aiding the People’s Republic of China.,irrelevant or no opinion
433,1233843258448580608,-99,"RT if you believe @realDonaldTrump should go to Wahan China to visit with the sick for a few weeks until he can come up with a solution to the #coronavirusus hoax.  After all, Obama would have gone. Go ahead, Trump, unless you're admitting Obama is manlier than you!",irrelevant or no opinion
434,1226519483784843264,-99,"I just found an entire conspiracy theory section of Twitter dedicated to the coronavirus ... including one twitter thread with 10K likes that goes from ""There's very elevated sulphur levels out of Wuhan"" to ""China must be burning 14,000 bodies"" REAL QUICK.",irrelevant or no opinion
435,1220321105124061184,-1,"Well, you don’t have to visit the zoo in China, go wet market! Many animals and you can ETA them! #China #WuhanCoronavirus https://www.dailymail.co.uk/news/article-7915765/Chinese-food-market-epicentre-deadly-SARS-like-virus-outbreak-selling-live-KOALA.html?ito=facebook_share_fbia-top …",China and/or Chinese are somewhat incompetent
436,1214233914316738560,-99,"The logic is pretty simple: despite what countries (India and to less extent China/non-OECD Asian economies) want in the long-term, in the short-term, most new middle-class energy consumption will be dirty, largely coal. A decent (brief) primer:  https://www.globaltrademag.com/emerging-economies-to-fuel-future-energy-demand-growth/ …",irrelevant or no opinion
437,1225085735516221440,-99,#art #paintings #sculptures #mixedmedia #trickfilm #japan #china #fotografie #malerei #illustration #kunst #brunogironcoli #3d #psychofreak #design #fridakahlo #systemsprenger #wedel #schleswigholstein #psychatrie…  https://www.instagram.com/p/B8MOWNlIlnn/?igshid=6vjq9b31cu6m …,irrelevant or no opinion
438,1234977588574973952,-99,"It isn't just the trips, its that he has them at his own facilities and charges high rates. He even has people like Pence make weird flights to stay at resorts in Scotland, hundreds of miles away from destinations. Meanwhile China is giving him and his children patents.",irrelevant or no opinion
439,1215177020545482752,-99,Trade war: China confirms Vice-Premier Liu He will travel to US next week to sign phase one deal  https://www.scmp.com/economy/china-economy/article/3045352/trade-war-china-confirms-liu-he-will-travel-us-next-week-sign …,irrelevant or no opinion
440,1226685062218964992,-1,"Yep, off fake #China data.",China and/or Chinese are somewhat incompetent
441,1236476076852903936,-99,BBC News - Coronavirus: Dozens trapped as China quarantine hotel collapses  https://www.bbc.com/news/world-asia-china-51784167 …,irrelevant or no opinion
442,1222639284466962432,-99,"Facebook, Twitter, Google hide China-epidemic “misinformation”  https://blog.nomorefakenews.com/2020/01/28/facebook-twitter-google-hide-china-epidemic-misinformation/ …",irrelevant or no opinion
443,1224655550320992256,-99,"Hong Kong Confirms 2nd Non-Mainland China Coronavirus Death As Hospital Workers Strike, Over 200,000 'Under Observation' | Zero Hedge  http://archive.ph/7roP0 ",irrelevant or no opinion
444,1224368710598586368,-99,"Sorry for little late update! Caused the doll factory on China mainland are work out now. We are decided to adding more ordered to the maker at once.  20 members of them all are over spare stock for this now selling. EXCEPT RENJUN member only.  Thanks all for ordering with us, 🙆  pic.twitter.com/IdzZGvjwKk",irrelevant or no opinion
445,1236442229629050880,-99,That’s rather magnanimous of ya. I get blocked all the time by China hawks no matter how civil I try to maintain the discourse,irrelevant or no opinion
446,1217120215433011200,-99,"U.S., China trade negotiators to sign “phase one” deal  pic.twitter.com/ENMmHZGC68",irrelevant or no opinion
447,1221483619065180160,-99,But the only way the virus is touching your food is if the ingredients were transported in China or the people making your food touched China recently 😭😭 izzz not dat deeeeep 😭😭,irrelevant or no opinion
448,1222271474473611264,-1,When will China learn? First SARS and now this. Makes sense you change your national flag to the virus breeders!,China and/or Chinese are somewhat incompetent
449,1223715064462659584,-99,"Oh. I didn't know that. All I know was it caused deaths in the US, Russia, India and China.",irrelevant or no opinion
450,1229185348510666752,-99,"Breaking News!!! China's leader, Xi Jinping, responds to Michael Bloombergs statement that Xi is not a dictator by stating that Michel Bloomberg is an incompetent man, short by even their standards & he does not speak on behalf of communist China.",irrelevant or no opinion
451,1227092411148578816,-99,"Between Pomeo's and Pence's remarks on China recently, we have publicly let them know its about to get very real.  pic.twitter.com/8x49Yy1zJy",irrelevant or no opinion
452,1224129235301715968,-99,"Canadians evacuated from #China will be sent to CAF base in #Trenton, #Ontario. #BREAKING #CORONAVIRUS https://twitter.com/SeanPrevil/status/1224128870804336641 …",irrelevant or no opinion
453,1233053968848375808,-1,"That’s because china has been lying about it and still lying...idiots. At this point, they just need to give everyone the facts. They r just guessing about the virus.  https://twitter.com/Cjohnsonspider1/status/1233051757556781057 …",China and/or Chinese are somewhat incompetent
454,1214140541190987776,-99,China’s first blockchain-based unsecured loan granted on OneConnect financing platform -  https://is.gd/Lekk9k  #bitcoin #btc #bitcoinnews #blockchain,irrelevant or no opinion
455,1226556141175394304,-99,People in China may be angry— although I’ve seen twitter comment that some of the expressions on video are more of “solidarity” or anger at local officials.  But are people going to get upset in ways that affect the govt rule?,irrelevant or no opinion
456,1221241203062181888,1,China Sets Up Epidemic Control Group Amid ‘Accelerating Spread’ of Virus   https://www.theepochtimes.com/china-sets-up-epidemic-control-group-amid-accelerating-spread-of-virus_3215796.html …  For the latest US and political news download The Epoch Times app now! https://ept.ms/2mCEjel ,China and/or Chinese are somewhat competent
457,1220829145736863744,-99,In photos: Millions of people are under quarantine in China amid a coronavirus outbreak that's killed 26 people and sickened more than 800.  http://nbc4dc.com/ztAaKdZ ,irrelevant or no opinion
458,1220764259174490112,-99,Try some of that bat soup that hero pateint zero had that fucked up china #coronarovirus,irrelevant or no opinion
459,1232965233502642176,2,"Virus may have originated in a biochemical lab in Wuhan-China—revealed Chinese scientists took research animals from & selling 2 blk food markets in Wuhan. DHS Acting Secretary Cuccinelli fears joined by Prof Francis Boyle, this CORONAVIRUS IS WEAPONIZED.  🙏🙏🙏🙏🙏🙏🙏  pic.twitter.com/NS66aD1ruc",China and/or Chinese are most competent
460,1220507641102753792,-99,"You re completely perverted and minions of communists,help China to keep spreading the virus throughout the world",irrelevant or no opinion
461,1232439011035115520,-99,Where do you live— China?,irrelevant or no opinion
462,1229600434290999296,2,"Hats off to china. After all this catastrophe, their equity markets are doing better than india. Most Chinese stocks are up way more than our index leaders. Look at USA markets. Govt need to learn imp of capital mkt fast. The sooner the better for mkts, FDI, capital, savings.",China and/or Chinese are most competent
463,1229166618862923776,1,"Now while INTChain is working with china to track citizens IOTA is working with tech giants, makes it very clear who the right side is lol",China and/or Chinese are somewhat competent
464,1220823739320823808,-1,"transparency??soon all world will know,transparency in China is non-exist",China and/or Chinese are somewhat incompetent
465,1227685876437745664,-99,Yes and it’s a Good Thing. 🤢 there’s little trouble in big China. 2+2=5,irrelevant or no opinion
466,1232360566297153536,-99,"Oh, c'mon, let's put this in perspective: Joe makes an occasional word gaffe, while we have a POTUS sitting in the Oval Office who didn't know, China bordered India, oh n/m... Trump's faux pas are so many and so frequent, I'd be listing them all day. #United States Senate",irrelevant or no opinion
467,1222976684799840256,-99,Which is it? WHO:  DOES NOT RECOMMEND LIMITING TRADE AND MOVEMENT DUE TO CHINA VIRUS OUTBREAK  https://twitter.com/FirstSquawk/status/1222969365051478016 …,irrelevant or no opinion
468,1227809536012013568,-1,"Huawei..???  Without the support of Leica and China Govt, their are nothing.",China and/or Chinese are somewhat incompetent
469,1231111770548449280,-99,"I get you. But I can't really share the gay details with my family bc they're kinda religious so me and my gay shows sit together in the closet, and if i wanna share I have to pull a China and censor shit or I'll be murdered. 👁👄👁",irrelevant or no opinion
470,1223066284394500096,-99,Of course American businesses will return from China to the United States and bring millions and millions and millions of little coronaviruses with them. Very good thing for the United States  you basically do not want anything Returning to the United States from China right now.,irrelevant or no opinion
471,1223434013324595200,-99,#AmericanAirlines #Delta #United and other airlines within the #USA have canceled flights to #China. The #USA has also put a temporary restriction on flights to #China.,irrelevant or no opinion
472,1231765224778346496,-99,Weird since China stole the virus from Canada,irrelevant or no opinion
