,label,text
647,0,Video of an elderly Chinese couple infected with coronavirus goes viral..... || #Coronavirus #Wuhan #China #COVID19 #CoronavirusOutbreak #ViralVideos https://thepigeonexpress.com/video-of-elderly-chinese-couple-infected-with-coronavirus-goes-viral/ …
2388,0,Bloomberg loves China. If he won they would be popping champagne bottles in Beijing.
2719,-1,Hey dumbo China ? 😬🤦‍♂️....why don’t u have data for Taiwan 🇹🇼
274,-1,"If this is true, then have a word with the multi national corporations of this world, it’s them doing the damage. Canada and Australia leading exporter of coal, have a word with them, and China for burning it all. We are little people and we are trying, but u need to have a word"
3799,-2,"Top story: To Tame Coronavirus, Mao-Style Social Control Blankets China  http://www.nytimes.com/2020/02/15/business/china-coronavirus-lockdown.html …, see more  http://tweetedtimes.com/NiemanLab?s=tnp "
385,1,Trade war: China confirms Vice-Premier Liu He will travel to US next week to sign phase one deal  https://www.scmp.com/economy/china-economy/article/3045352/trade-war-china-confirms-liu-he-will-travel-us-next-week-sign …
370,-2,China expels Wall Street Journal reporters for ‘Sick Man’ headline | Malay Mail  https://www.malaymail.com/news/world/2020/02/19/china-expels-wall-street-journal-reporters-for-sick-man-headline/1838969#.Xk0Q80Fao5Q.twitter … @richardrichli @imfsea_aruna @arifsetia2013d @NonVitalTooth @GEanalyst @malaysianalways @ahkmlog @kuabt @AnwarFadzil @kelawarMY @_chuad @CA4MSIA @pragupathy
2036,1,"It‘s not real situation, I am Chinese I can guarantee, otherwise this video was released by China authority which is current in weibo trending."
3305,-1,"Gui Minhai, detained Hong Kong bookseller, jailed for 10 years in China  https://thebreakingnewsheadlines.com/blog/gui-minhai-detained-hong-kong-bookseller-jailed-for-10-years-in-china/ … pic.twitter.com/j8ZxMR367S"
405,0,China markets are hot again.  https://www.bloomberg.com/news/articles/2020-01-07/yuan-climbs-to-five-month-high-on-optimism-over-economy-trade …
2496,1,"I think GM must be grateful to China. Without China, the classic brand Buick would be shut down too. I heard that about/ more than 85% of Buick cars sold in China. And in the U.S., the most popular GM brand is Chevrolet, not Buick. While in China, it’s the opposite, Buick is hot."
3623,-2,#China_is_terrorist Never trust them! https://twitter.com/EnzoMazak/status/1216521683521036288 …
3135,1,"Nanjing massacre is past, but you jews are still fighting for an area to survive~ also it’s China accepted Jews when you are under attacks! Don’t be ungrateful! Shame on you!"
1567,-1,Socialism is not capitalism.  You must be a Bernie supporter.  He loves Russia and China
1301,1,"Pakistan air Force has sent a military aircraft loaded with medical supplies such as masks,gloves,shoe covers,goggles hazmat suits to china #ChinaCoronaVirus"
2956,0,"@charliekirk11 Think before you leap! If you take Chinese people as your enemy, your brain is rotten. 1. Cyber attack &spying: which country doesn’t do it? US responsibility? 2. Steel: if the US doesn’t import it, can China dump it here? US responsibility? 3."
710,-1,Pathetic!   The darn virus came from China!
4091,-1,"#Liberals forget, US has been at war with Iran for 40 years. Like china trade, Trump has finally responded, he didn't get us into anything. The only folks running for cover are the Iranians and #MSM #idiots! #LiberalismIsAMentalDisease #Trump2020 #DrainTheSwamp"
931,-2,"23,000,000,000,000 | Mike Bloomberg for President - trump is exploding our debt! Guess where a good chunk of it comes from? CHINA! #MikeBloomberg https://www.mikebloomberg.com/2020/acq-23-trillion-93254?utm_source=facebook&utm_medium=cpm&utm_campaign=PM-LB_STMA_A86&utm_content=CP14_NationalDebtV3 …"
2086,0,"Wall Street starts 2020 with new records on China stimulus, trade hopes #ChinaUS https://news.cgtn.com/news/2020-01-03/Wall-Street-starts-2020-with-new-records-MWCTm1wUq4/index.html …"
1255,-2,And Trump's China deal is a total capitulation to China and US firms outsourcing manufacturing jobs to China
1621,1,"Huoshenshan Hospital, an #emergency field hospital built in #Wuhan, Central China's Hubei province, to treat novel #coronavirus pneumonia, received its first group of critically infected patients on Sunday."
3492,-1,"Olympic boxing, soccer qualifiers in China canceled over fear of coronavirus  https://sports.yahoo.com/olympic-boxing-qualifier-in-china-cancelled-over-fear-of-coronavirus-183031569.html …"
3967,1," https://www.worldbank.org/en/news/speech/2017/12/07/from-local-to-global-china-role-global-poverty-reduction-future-of-development …  850 million Chinese people have been lifted out of extreme poverty; China's poverty rate fell from 88 percent in 1981 to 0.7 percent in 2015, as measured by the percentage of people living on the equivalent of US$1.90 or less per day in 2011 PPP terms."
633,2,@who china is the best！
635,2,"Tori is an English teacher living in Changsha, China. While she was in Beijing for her @FirstLeap_China training she visited the Forbidden City and other famous sites in Beijing! Watch her Instagram Story Takeover here:  https://www.instagram.com/stories/highlights/18020844328247609/ … #careerchinastorytakeover pic.twitter.com/3NOrgqwifL"
2964,-1,"Did you know China has its own CDC?🇨🇳⚕️  ""[This is] something that people largely miss, and they publish frequent updates and information,"" says a trusted source.   Whether China CDC is trusted, is another subject.  Figures from Feb.11  👇🦠  pic.twitter.com/usY4DQuE8y"
1006,-2,And to hear Schumer today criticize Trump’s deal with phase 1 with China makes me laugh. That asshole has been in office so long what the hell has he done? Eight years with Obama and China has done everything to rape us. Schumer is a joke and needs to leave
3893,0,"The virus started in China, people are nervous and panicking. I've seen people cover themselves IN Asia also, its uncomfortable because of the presumption that she must of been in contact with the virus because of her ethnicity and the fact she travelled recently."
142,-2,"China couldn’t even contain the Corona virus, let alone heed the warning of the Chinese doctor who discovered it. Look what happened to him! 😡"
2930,-1,China grants more trademark approvals for Ivanka Trump firm - including voting machines - Reuters  https://www.reuters.com/article/us-china-usa-ivanka/china-grants-more-trademark-approvals-for-ivanka-trump-firm-including-voting-machines-idUSKCN1NB0TL …
1653,0,Should we go to China?
3093,-2,My two cents...China needs to stop acting like this is a sudden occurrence. They knew 2 (or more) months ago.
2666,-1,China’s #Coronavirus Is Bringing #Alibaba to Its Knees  $baba $ashr $cqqq $kweb $mchi $fxi $chn $caf $tdf https://www.bloomberg.com/opinion/articles/2020-02-13/alibaba-earnings-coronavirus-threatens-growth-of-core-businesses?utm_campaign=socialflow-organic&utm_source=url_link&utm_content=asia&utm_medium=social …
3163,1,Recovery rate of COVID-19 patients in China rises to 52.1%: Official  http://www.beijingbulletin.com/news/264183272/recovery-rate-of-covid-19-patients-in-china-rises-to-521-official?utm_source=dlvr.it&utm_medium=twitter … pic.twitter.com/InQfAl2RKu
2340,-2,"some hospital in Wuhan condition right now, the video was posted in weibo and already taken down by China government  pic.twitter.com/2hNjlKCBEJ"
844,-1,"As New Coronavirus Spread, China’s Old Habits Delayed Fight - The New York Times  https://www.nytimes.com/2020/02/01/world/asia/china-coronavirus.html …"
3005,1,This is a purportedly leaked data for a good and sensible reason. We have to thank this hidden whistle-blower in China.  👍👍👍👍👍👍
957,1,"#Armenian and #Chinese citizens are no longer required to obtain a #visa in order to travel to both countries for a stay that is less than 90 days, within a period of 180 days.  https://bit.ly/2GdNGrm  #Armenia #China  pic.twitter.com/bImIucc9Po"
3885,-2,#China Wants Food. #Brazil Pays the Price  http://ow.ly/c25B30qhXbV  @TheAtlantic #Amazon #climatechange #foodsecurity
1892,-1,China stutters back to work as virus deaths rise | AFP  http://dlvr.it/RPkY0X 
1129,1,i hate hate HATE how some people are using the corona virus outbreak to spread racist lies and label china by their own agendas
2314,-1,I heard Iran doesn't receive passenger flights from China.  Either cargo or a carrier coming through indirectly.  Or it escaped from their biological agent facilities.  Iran does have a bio program.
1582,0,#coronavirus had the power to rewrite economics. Power and manufacturing hub will shift from China. #economy #China_coronavirus
1654,0,"Why? So you can get the Russians (or China, or whomever you’re blackmailing at the time), to cheat for you. Or perhaps you’re adding that equation in on your daughter’s voting machines that China is busy working on for her."
2347,-2,"ah, the free market at work.  Even the Communistic Society of China cannot truly impose upon the freedom of the human heart, regardless of how addicted to power @TheChineseGovt, eh @Charlot02655183 .  #SocialismDrug"
3772,0,Well it because your country can't match with china's economic growth and infrastructure development. As well as space and engineering
532,-2,"Coronavirus whistleblower Li Wenliang has died, Wuhan Central Hospital confirms  https://twitter.com/i/events/1225460602149072897 … What exactly is China trying to cover up??  A bio weapon that got out ??!!!!"
2074,0,No worries.  Plus those masks probably come from China.
1082,-2,Try and remember that China has roaming police forces shooting people for not wearing masks.   North Korea is a puppet state for China. Anything they do is by order of Xi Jinping  Winnie the Pooh isn't as wholesome as our childhood would lead us to believe.   #OneChildPolicy pic.twitter.com/6cykKRVnlr
1533,-1,"GOP admit wrong doing,leave whistleblower  http://alone.is  it abuse of power?GOP,Russia,china, ukraine,Saudi Arabia,want to end this experiment the fathers started in 1776? This is what the deep state wants, whats next police state? USA already has state run fox news.  pic.twitter.com/JmmY6wGh4Z"
4057,-1,"China's top virus lab is in Wuhan, the center of the outbreak  https://www.dailymail.co.uk/health/article-7922379/Chinas-lab-studying-SARS-Ebola-Wuhan-outbreaks-center.html?ito=amp_twitter_share-top … via @MailOnline"
4040,0,Also BTW there isn’t a chance in hell that ASPs in China wont go considerably lower. Before the #coronavirus outbreak ASPs were declining 10% by Tesla own admission. China accounts for  12% of Tesla’s sales. The Tesla ship 🚢 is on a crash course for the rocks $tska $tslaq https://twitter.com/hereforthecom19/status/1225153149100421120 …
690,0,"But just so you know, making chinity come back and debuting WJSN in China after 4 fucking years is kind of a good idea @ StarHua"
1384,0,"In Europe, many infrastructures and companies have been purchased by #China. (details:  https://www.bloomberg.com/graphics/2018-china-business-in-europe/ …) It is time to defend national security."
3593,-1,what about the report of massive deaths  I China
1722,2,"Global Trend: The international order is shifting.   In September 2018, Chinese President Xi Jinping announced $60 billion in aid and loans for Africa, with more than 50 countries likely to have received loans so far. #GlobalSituationReport #China  https://www.interaction.org/globalsituationreport2020/global-situation-report/sub-saharan-africa/ …"
3026,0,"Good morning Dr. Gupta, you are an incredible man, well respected and very articulate. China gave us SARS, then H1N1 and now COVID-19. Do you think the media is hyping and sensationalizing this new virus too much, thank you Dr. Gupta."
707,-2,Just what I said last night... When are we going to hold China to account... forget #ClimateChange this is the real global emergency... #communism #lies #emergency #coronarvirus https://twitter.com/ezralevant/status/1221312458993930240 …
1992,0,Europe’s moment of truth with China  https://www.politico.eu/article/europes-moment-of-truth-with-china-trade-eu/ …
699,2,China’s 1st hospital for #coronavirus build in 10 days! Construction live-streamed online with 10 of millions viewers at anytime. PLA medical team already took over the facility. It will open tomorrow. pic.twitter.com/peJs82g6IA
2031,-1,"Maybe it is and maybe what was done in china its been over the top but people are being affected for real in the food and mobility , man made or not or fear mongering its good to be prepared in case u get stuck in your house"
3587,-2,Corrupt $ #CCP #China_is_terrorist #BoycottChina
3754,0,"""wake up All China Citizen !!"" she said  https://youtu.be/Ot1ejwUeFpI  via @YouTube"
3844,-2,"#CCP and its minion WHO are calling other countries to learn ""China Mode(AKA Communist Mode)"" to conque #coronavirus.  This is what they say and what they do. ⬇️ pic.twitter.com/TqwaYTivom"
3085,1,Something we need like china and also we need our own twitter
892,-2,China is a threat period. Ask the people of Taiwan and Hong Kong.
101,-1,It’s a genetically modified virus made by China’s government that got out on accident
